availability_status,extension_um,reaction_coefficient,compliance,native_J_per_U2,native_KJ_per_U,qualified_G_per_U2,qualified_KG_per_U
BLOCKED_ACTUAL_PRODUCTION_OPERATOR_MAP_NOT_GENERATED,,,,,,,
