candidate_id,parameter_sha256,target_response_class,parameter_name,value,units,search_transform,evaluated_population_lower_bound,evaluated_population_upper_bound,bound_semantics,coordinate_status
oneD_v2_dbtt_R_0bf0f25f74411000,0bf0f25f7441100018490d54263aff449e5df602b49536ed8a446393d0a4baa5,DBTT,Tref_K,481.33,K,FIXED_IN_FOCUSED_SEARCH,481.33,481.33,OBSERVED_EVALUATED_POPULATION_EXTREMA_NOT_EXTRAPOLATION_PERMISSION,FIXED
oneD_v2_dbtt_R_0bf0f25f74411000,0bf0f25f7441100018490d54263aff449e5df602b49536ed8a446393d0a4baa5,DBTT,cleave_G00_eV,1.8621480419540128,eV,LOG10_MULTIPLICATIVE_AROUND_CONTROL_PLUS_DIRECTED_AND_MORPH_ROWS,1.3661294618621005,4.088341932426187,OBSERVED_EVALUATED_POPULATION_EXTREMA_NOT_EXTRAPOLATION_PERMISSION,ACTIVE_SEARCHED_OR_ARCHIVED_MORPH
oneD_v2_dbtt_R_0bf0f25f74411000,0bf0f25f7441100018490d54263aff449e5df602b49536ed8a446393d0a4baa5,DBTT,cleave_gT_eV_per_K,0.005281807336448797,K,SIGNED_ADDITIVE_AROUND_CONTROL_PLUS_DIRECTED_AND_MORPH_ROWS,0.002268368939134249,0.008931572897448769,OBSERVED_EVALUATED_POPULATION_EXTREMA_NOT_EXTRAPOLATION_PERMISSION,ACTIVE_SEARCHED_OR_ARCHIVED_MORPH
oneD_v2_dbtt_R_0bf0f25f74411000,0bf0f25f7441100018490d54263aff449e5df602b49536ed8a446393d0a4baa5,DBTT,cleave_sigc0_GPa,4.390268889202817,GPa,LOG10_MULTIPLICATIVE_AROUND_CONTROL_PLUS_DIRECTED_AND_MORPH_ROWS,4.097725009419965,11.16820414360279,OBSERVED_EVALUATED_POPULATION_EXTREMA_NOT_EXTRAPOLATION_PERMISSION,ACTIVE_SEARCHED_OR_ARCHIVED_MORPH
oneD_v2_dbtt_R_0bf0f25f74411000,0bf0f25f7441100018490d54263aff449e5df602b49536ed8a446393d0a4baa5,DBTT,cleave_sT_GPa_per_K,-0.0004950757857476296,K,SIGNED_ADDITIVE_AROUND_CONTROL_PLUS_DIRECTED_AND_MORPH_ROWS,-0.0024876615358664362,0.00307726434199135,OBSERVED_EVALUATED_POPULATION_EXTREMA_NOT_EXTRAPOLATION_PERMISSION,ACTIVE_SEARCHED_OR_ARCHIVED_MORPH
oneD_v2_dbtt_R_0bf0f25f74411000,0bf0f25f7441100018490d54263aff449e5df602b49536ed8a446393d0a4baa5,DBTT,cleave_exp_a,0.3462453651877594,dimensionless,LOG10_MULTIPLICATIVE_AROUND_CONTROL_PLUS_DIRECTED_AND_MORPH_ROWS,0.1752833570144279,0.848760412610794,OBSERVED_EVALUATED_POPULATION_EXTREMA_NOT_EXTRAPOLATION_PERMISSION,ACTIVE_SEARCHED_OR_ARCHIVED_MORPH
oneD_v2_dbtt_R_0bf0f25f74411000,0bf0f25f7441100018490d54263aff449e5df602b49536ed8a446393d0a4baa5,DBTT,cleave_exp_n,2.7531721751359957,dimensionless,LOG10_MULTIPLICATIVE_AROUND_CONTROL_PLUS_DIRECTED_AND_MORPH_ROWS,1.2032811342047471,3.945134818293807,OBSERVED_EVALUATED_POPULATION_EXTREMA_NOT_EXTRAPOLATION_PERMISSION,ACTIVE_SEARCHED_OR_ARCHIVED_MORPH
oneD_v2_dbtt_R_0bf0f25f74411000,0bf0f25f7441100018490d54263aff449e5df602b49536ed8a446393d0a4baa5,DBTT,cleave_floor_frac,0.026239358201278,dimensionless,FIXED_IN_FOCUSED_SEARCH,0.026239358201278,0.026239358201278,OBSERVED_EVALUATED_POPULATION_EXTREMA_NOT_EXTRAPOLATION_PERMISSION,FIXED
oneD_v2_dbtt_R_0bf0f25f74411000,0bf0f25f7441100018490d54263aff449e5df602b49536ed8a446393d0a4baa5,DBTT,emit_G00_eV,2.9140133948444773,eV,LOG10_MULTIPLICATIVE_AROUND_CONTROL_PLUS_DIRECTED_AND_MORPH_ROWS,1.7603579627164792,6.3475485376683976,OBSERVED_EVALUATED_POPULATION_EXTREMA_NOT_EXTRAPOLATION_PERMISSION,ACTIVE_SEARCHED_OR_ARCHIVED_MORPH
oneD_v2_dbtt_R_0bf0f25f74411000,0bf0f25f7441100018490d54263aff449e5df602b49536ed8a446393d0a4baa5,DBTT,emit_gT_eV_per_K,0.007623052695724512,K,SIGNED_ADDITIVE_AROUND_CONTROL_PLUS_DIRECTED_AND_MORPH_ROWS,0.0016550063225440998,0.009859655792548112,OBSERVED_EVALUATED_POPULATION_EXTREMA_NOT_EXTRAPOLATION_PERMISSION,ACTIVE_SEARCHED_OR_ARCHIVED_MORPH
oneD_v2_dbtt_R_0bf0f25f74411000,0bf0f25f7441100018490d54263aff449e5df602b49536ed8a446393d0a4baa5,DBTT,emit_sigc0_GPa,3.516792744870347,GPa,LOG10_MULTIPLICATIVE_AROUND_CONTROL_PLUS_DIRECTED_AND_MORPH_ROWS,1.2535612139585792,5.907084640718761,OBSERVED_EVALUATED_POPULATION_EXTREMA_NOT_EXTRAPOLATION_PERMISSION,ACTIVE_SEARCHED_OR_ARCHIVED_MORPH
