option_key,candidate_id,material_class,role,mechanism_summary,validation_status,Tref_K,n_slip_channels,rho_forest_floor_m2,peierls_stress_fraction,taylor_stress_fraction,mobile_shield_fraction,source_recovery_rate_s,L_pz_um_recommended,n_bins_recommended,cleave_G00_eV,cleave_gT_eV_per_K,cleave_sigc0_GPa,cleave_sT_GPa_per_K,cleave_exp_a,cleave_exp_n,cleave_floor_frac,emit_G00_eV,emit_gT_eV_per_K,emit_sigc0_GPa,emit_sT_GPa_per_K,emit_exp_a,emit_exp_n,emit_floor_frac,peierls_H0_eV,peierls_activation_entropy_kB,peierls_exp_a,peierls_exp_n,taylor_H0_eV,taylor_activation_entropy_kB,taylor_exp_a,taylor_exp_n,taylor_corr_rho_c_m2,taylor_corr_scale,source_sites_per_system,encounter_efficiency,retained_recovery_rate_s,source_refresh_length_um,c_blunt,peierls_nu0_s,taylor_nu0_s,rho_source0_m2,recovery_nu0_s,recovery_H0_eV,recovery_activation_entropy_kB,reference_source_area_um2,reference_front_width_um,source_zone_length_um,legacy_source_sites_active,legacy_source_refresh_active,explicit_recovery_active,target_response_class,search_campaign_id,parent_or_anchor_id,search_generation_method,active_parameter_schema,active_parameter_count,canonical_parameter_json,parameter_sha256
v913_paper_peak01_0242980_persistent_sites,oneD_v2_peak_R_0578fcb59a157bc8,peak,paper primary peak 1,Delayed abrupt peak centered at 1100 K with strong high-temperature softening.,"v10.2.25 paper campaign selection; exact active parameters transferred from v10.2.23; persistent sites, no finite source inventory, no source refresh, and no explicit recovery.",481.33,2,5000000000000.0,0.5773502691896258,0.5773502691896258,0.0,0.0,50.0,80,3.3782443817609966,0.006289052731008175,6.47588737355273,0.0009321802949999001,0.9307190975870926,1.3531751149564268,0.0184513317135146,2.404254606090915,0.000297732648905325,6.1112262135052955,-0.0006667045094073251,0.08344480613194863,1.2878223397592148,0.0058420097608974,4.2923819609353115,4.110698360018431,1.9097672308795155,1.1372957159765065,1.4675513486341725,31.377160837873816,0.4561179580539465,1.2506696581840515,525127634638442.25,1.238414173003203,141.0590567476921,9.160246308716648,0.0,0.0,2.3660510866436044,1000000000000.0,100000000000.0,5638448833535953.0,0.0,0.0,0.0,25.0,10.0,2.0,0,0,0,Peak,oneD_v2_peak_dbtt_R_v1,v913_zeroD_sobol_0242980|v913_zeroD_sobol_0086763,ARCHIVED_MORPH_0.25,V913_ACTIVE_CANDIDATE_29,29,"{""Tref_K"":481.33,""c_blunt"":2.3660510866436044,""cleave_G00_eV"":3.3782443817609966,""cleave_exp_a"":0.9307190975870926,""cleave_exp_n"":1.3531751149564268,""cleave_floor_frac"":0.0184513317135146,""cleave_gT_eV_per_K"":0.006289052731008175,""cleave_sT_GPa_per_K"":0.0009321802949999001,""cleave_sigc0_GPa"":6.47588737355273,""emit_G00_eV"":2.404254606090915,""emit_exp_a"":0.08344480613194863,""emit_exp_n"":1.2878223397592148,""emit_floor_frac"":0.0058420097608974,""emit_gT_eV_per_K"":0.000297732648905325,""emit_sT_GPa_per_K"":-0.0006667045094073251,""emit_sigc0_GPa"":6.1112262135052955,""peierls_H0_eV"":4.2923819609353115,""peierls_activation_entropy_kB"":4.110698360018431,""peierls_exp_a"":1.9097672308795155,""peierls_exp_n"":1.1372957159765065,""peierls_nu0_s"":1000000000000.0,""rho_source0_m2"":5638448833535953.0,""taylor_H0_eV"":1.4675513486341725,""taylor_activation_entropy_kB"":31.377160837873816,""taylor_corr_rho_c_m2"":525127634638442.25,""taylor_corr_scale"":1.238414173003203,""taylor_exp_a"":0.4561179580539465,""taylor_exp_n"":1.2506696581840515,""taylor_nu0_s"":100000000000.0}",0578fcb59a157bc832802f2ce41a39cc52cdfe41aa5db856b09ef2f5368b6a4c
v913_paper_peak01_0242980_persistent_sites,oneD_v2_peak_R_0eabf0a16df0f2d3,peak,paper primary peak 1,Delayed abrupt peak centered at 1100 K with strong high-temperature softening.,"v10.2.25 paper campaign selection; exact active parameters transferred from v10.2.23; persistent sites, no finite source inventory, no source refresh, and no explicit recovery.",481.33,2,5000000000000.0,0.5773502691896258,0.5773502691896258,0.0,0.0,50.0,80,3.270310461929624,0.008699182942858825,6.548533892329879,-0.001150046381866475,1.0922274518099004,1.325852795381167,0.0184513317135146,2.389996574147999,6.120261969025007e-06,6.456371261208533,0.00123171870782965,0.13515242774300487,1.2552697613252837,0.0058420097608974,6.491482910302959,1.7583425762131801,1.9097672308795155,1.1372957159765065,1.2659300984324662,35.13052069582045,0.4561179580539465,1.2506696581840515,354238854007594.9,0.6670645567011033,141.0590567476921,9.160246308716648,0.0,0.0,2.3574872633633484,1000000000000.0,100000000000.0,1.9652016444748576e+16,0.0,0.0,0.0,25.0,10.0,2.0,0,0,0,Peak,oneD_v2_peak_dbtt_R_v1,v913_zeroD_sobol_0242980|v913_zeroD_sobol_0196804,ARCHIVED_MORPH_0.25,V913_ACTIVE_CANDIDATE_29,29,"{""Tref_K"":481.33,""c_blunt"":2.3574872633633484,""cleave_G00_eV"":3.270310461929624,""cleave_exp_a"":1.0922274518099004,""cleave_exp_n"":1.325852795381167,""cleave_floor_frac"":0.0184513317135146,""cleave_gT_eV_per_K"":0.008699182942858825,""cleave_sT_GPa_per_K"":-0.001150046381866475,""cleave_sigc0_GPa"":6.548533892329879,""emit_G00_eV"":2.389996574147999,""emit_exp_a"":0.13515242774300487,""emit_exp_n"":1.2552697613252837,""emit_floor_frac"":0.0058420097608974,""emit_gT_eV_per_K"":6.120261969025007e-06,""emit_sT_GPa_per_K"":0.00123171870782965,""emit_sigc0_GPa"":6.456371261208533,""peierls_H0_eV"":6.491482910302959,""peierls_activation_entropy_kB"":1.7583425762131801,""peierls_exp_a"":1.9097672308795155,""peierls_exp_n"":1.1372957159765065,""peierls_nu0_s"":1000000000000.0,""rho_source0_m2"":1.9652016444748576e+16,""taylor_H0_eV"":1.2659300984324662,""taylor_activation_entropy_kB"":35.13052069582045,""taylor_corr_rho_c_m2"":354238854007594.9,""taylor_corr_scale"":0.6670645567011033,""taylor_exp_a"":0.4561179580539465,""taylor_exp_n"":1.2506696581840515,""taylor_nu0_s"":100000000000.0}",0eabf0a16df0f2d34f2ad0dd8776c52dd75e11dbbb397b900d055b72669c322b
v913_paper_peak01_0242980_persistent_sites,oneD_v2_peak_R_1701c47d0b042b03,peak,paper primary peak 1,Delayed abrupt peak centered at 1100 K with strong high-temperature softening.,"v10.2.25 paper campaign selection; exact active parameters transferred from v10.2.23; persistent sites, no finite source inventory, no source refresh, and no explicit recovery.",481.33,2,5000000000000.0,0.5773502691896258,0.5773502691896258,0.0,0.0,50.0,80,3.5186579827587283,0.0064884694251231,7.263241886355832,-0.00118680098606265,0.8345637963577179,1.4382859800405268,0.0184513317135146,2.3510407531144306,0.00029577778163362506,6.925156883571887,0.0012084163995459,0.09655215737824585,1.3239189595930518,0.0058420097608974,4.545608875965188,2.694666595198215,1.9097672308795155,1.1372957159765065,1.4984532602238716,33.3878930658102,0.4561179580539465,1.2506696581840515,23818223636849.754,0.7196772212268921,141.0590567476921,9.160246308716648,0.0,0.0,2.4023380404243135,1000000000000.0,100000000000.0,1.33179058481199e+16,0.0,0.0,0.0,25.0,10.0,2.0,0,0,0,Peak,oneD_v2_peak_dbtt_R_v1,v913_zeroD_sobol_0242980|v913_zeroD_sobol_0127508,ARCHIVED_MORPH_0.25,V913_ACTIVE_CANDIDATE_29,29,"{""Tref_K"":481.33,""c_blunt"":2.4023380404243135,""cleave_G00_eV"":3.5186579827587283,""cleave_exp_a"":0.8345637963577179,""cleave_exp_n"":1.4382859800405268,""cleave_floor_frac"":0.0184513317135146,""cleave_gT_eV_per_K"":0.0064884694251231,""cleave_sT_GPa_per_K"":-0.00118680098606265,""cleave_sigc0_GPa"":7.263241886355832,""emit_G00_eV"":2.3510407531144306,""emit_exp_a"":0.09655215737824585,""emit_exp_n"":1.3239189595930518,""emit_floor_frac"":0.0058420097608974,""emit_gT_eV_per_K"":0.00029577778163362506,""emit_sT_GPa_per_K"":0.0012084163995459,""emit_sigc0_GPa"":6.925156883571887,""peierls_H0_eV"":4.545608875965188,""peierls_activation_entropy_kB"":2.694666595198215,""peierls_exp_a"":1.9097672308795155,""peierls_exp_n"":1.1372957159765065,""peierls_nu0_s"":1000000000000.0,""rho_source0_m2"":1.33179058481199e+16,""taylor_H0_eV"":1.4984532602238716,""taylor_activation_entropy_kB"":33.3878930658102,""taylor_corr_rho_c_m2"":23818223636849.754,""taylor_corr_scale"":0.7196772212268921,""taylor_exp_a"":0.4561179580539465,""taylor_exp_n"":1.2506696581840515,""taylor_nu0_s"":100000000000.0}",1701c47d0b042b030609b1f0203137cebec4a3c0af8d8e2b66221bd2f4c0b993
v913_paper_peak01_0242980_persistent_sites,oneD_v2_peak_R_1d4798c2e8f6224b,peak,paper primary peak 1,Delayed abrupt peak centered at 1100 K with strong high-temperature softening.,"v10.2.25 paper campaign selection; exact active parameters transferred from v10.2.23; persistent sites, no finite source inventory, no source refresh, and no explicit recovery.",481.33,2,5000000000000.0,0.5773502691896258,0.5773502691896258,0.0,0.0,50.0,80,4.028339912565617,0.006357004817924375,7.325974343724342,-0.00031732058688059995,1.1811707158787037,1.482451575527865,0.0184513317135146,2.0763392021176355,0.0006914723694789729,7.338417657874076,-0.00056714213732635,0.09682384593245615,1.2078859786845855,0.0058420097608974,3.9486140733506794,3.5222880030050874,1.9097672308795155,1.1372957159765065,1.733153992202214,35.742576252669096,0.4561179580539465,1.2506696581840515,315045458494470.56,0.6031926280663755,141.0590567476921,9.160246308716648,0.0,0.0,2.1380870639974265,1000000000000.0,100000000000.0,6919425798966186.0,0.0,0.0,0.0,25.0,10.0,2.0,0,0,0,Peak,oneD_v2_peak_dbtt_R_v1,v913_zeroD_sobol_0242980|v913_zeroD_sobol_0073460,ARCHIVED_MORPH_0.25,V913_ACTIVE_CANDIDATE_29,29,"{""Tref_K"":481.33,""c_blunt"":2.1380870639974265,""cleave_G00_eV"":4.028339912565617,""cleave_exp_a"":1.1811707158787037,""cleave_exp_n"":1.482451575527865,""cleave_floor_frac"":0.0184513317135146,""cleave_gT_eV_per_K"":0.006357004817924375,""cleave_sT_GPa_per_K"":-0.00031732058688059995,""cleave_sigc0_GPa"":7.325974343724342,""emit_G00_eV"":2.0763392021176355,""emit_exp_a"":0.09682384593245615,""emit_exp_n"":1.2078859786845855,""emit_floor_frac"":0.0058420097608974,""emit_gT_eV_per_K"":0.0006914723694789729,""emit_sT_GPa_per_K"":-0.00056714213732635,""emit_sigc0_GPa"":7.338417657874076,""peierls_H0_eV"":3.9486140733506794,""peierls_activation_entropy_kB"":3.5222880030050874,""peierls_exp_a"":1.9097672308795155,""peierls_exp_n"":1.1372957159765065,""peierls_nu0_s"":1000000000000.0,""rho_source0_m2"":6919425798966186.0,""taylor_H0_eV"":1.733153992202214,""taylor_activation_entropy_kB"":35.742576252669096,""taylor_corr_rho_c_m2"":315045458494470.56,""taylor_corr_scale"":0.6031926280663755,""taylor_exp_a"":0.4561179580539465,""taylor_exp_n"":1.2506696581840515,""taylor_nu0_s"":100000000000.0}",1d4798c2e8f6224bebf3b9110462a8c660412f534042a6ac8e7ebcb92cd85f85
v913_paper_peak01_0242980_persistent_sites,oneD_v2_peak_R_217ddea045c3c6f7,peak,paper primary peak 1,Delayed abrupt peak centered at 1100 K with strong high-temperature softening.,"v10.2.25 paper campaign selection; exact active parameters transferred from v10.2.23; persistent sites, no finite source inventory, no source refresh, and no explicit recovery.",481.33,2,5000000000000.0,0.5773502691896258,0.5773502691896258,0.0,0.0,50.0,80,3.6280825057107275,0.007615042660618125,6.638169169770177,-0.0009721333251799499,1.2748201282234177,1.2221362415830965,0.0184513317135146,1.9519905350304032,0.001346593476599025,4.023772156933686,0.000971100893337225,0.14255977537130896,1.0508091124790655,0.0058420097608974,6.547892555860956,-2.7694231318309903,1.9097672308795155,1.1372957159765065,1.9996548543384396,38.823772463947535,0.4561179580539465,1.2506696581840515,83304705974603.77,0.49450838840948347,141.0590567476921,9.160246308716648,0.0,0.0,2.4804503704533993,1000000000000.0,100000000000.0,2698127801842885.0,0.0,0.0,0.0,25.0,10.0,2.0,0,0,0,Peak,oneD_v2_peak_dbtt_R_v1,v913_zeroD_sobol_0242980|v913_zeroD_sobol_0129902,ARCHIVED_MORPH_0.25,V913_ACTIVE_CANDIDATE_29,29,"{""Tref_K"":481.33,""c_blunt"":2.4804503704533993,""cleave_G00_eV"":3.6280825057107275,""cleave_exp_a"":1.2748201282234177,""cleave_exp_n"":1.2221362415830965,""cleave_floor_frac"":0.0184513317135146,""cleave_gT_eV_per_K"":0.007615042660618125,""cleave_sT_GPa_per_K"":-0.0009721333251799499,""cleave_sigc0_GPa"":6.638169169770177,""emit_G00_eV"":1.9519905350304032,""emit_exp_a"":0.14255977537130896,""emit_exp_n"":1.0508091124790655,""emit_floor_frac"":0.0058420097608974,""emit_gT_eV_per_K"":0.001346593476599025,""emit_sT_GPa_per_K"":0.000971100893337225,""emit_sigc0_GPa"":4.023772156933686,""peierls_H0_eV"":6.547892555860956,""peierls_activation_entropy_kB"":-2.7694231318309903,""peierls_exp_a"":1.9097672308795155,""peierls_exp_n"":1.1372957159765065,""peierls_nu0_s"":1000000000000.0,""rho_source0_m2"":2698127801842885.0,""taylor_H0_eV"":1.9996548543384396,""taylor_activation_entropy_kB"":38.823772463947535,""taylor_corr_rho_c_m2"":83304705974603.77,""taylor_corr_scale"":0.49450838840948347,""taylor_exp_a"":0.4561179580539465,""taylor_exp_n"":1.2506696581840515,""taylor_nu0_s"":100000000000.0}",217ddea045c3c6f7fe75f13a2ab93281f80d72391bc27661e92355148b5bdb44
v913_paper_peak01_0242980_persistent_sites,oneD_v2_peak_R_2fcf58e16c110551,peak,paper primary peak 1,Delayed abrupt peak centered at 1100 K with strong high-temperature softening.,"v10.2.25 paper campaign selection; exact active parameters transferred from v10.2.23; persistent sites, no finite source inventory, no source refresh, and no explicit recovery.",481.33,2,5000000000000.0,0.5773502691896258,0.5773502691896258,0.0,0.0,50.0,80,3.5125933694823246,0.007512244191951975,7.194948873011092,-0.001208521226420925,1.0355398016938198,1.5090976360313768,0.0184513317135146,2.3123681146300354,0.002248199646361125,5.64482004791668,-0.00030638412758712493,0.09989387937703788,0.9363342672347298,0.0058420097608974,5.493309134692408,0.08509112987667322,1.9097672308795155,1.1372957159765065,1.646596990814549,36.681825341656804,0.4561179580539465,1.2506696581840515,45997869417062.48,0.9510717346235373,141.0590567476921,9.160246308716648,0.0,0.0,2.745792597969244,1000000000000.0,100000000000.0,6191484465710946.0,0.0,0.0,0.0,25.0,10.0,2.0,0,0,0,Peak,oneD_v2_peak_dbtt_R_v1,v913_zeroD_sobol_0242980|v913_zeroD_sobol_0202500,ARCHIVED_MORPH_0.25,V913_ACTIVE_CANDIDATE_29,29,"{""Tref_K"":481.33,""c_blunt"":2.745792597969244,""cleave_G00_eV"":3.5125933694823246,""cleave_exp_a"":1.0355398016938198,""cleave_exp_n"":1.5090976360313768,""cleave_floor_frac"":0.0184513317135146,""cleave_gT_eV_per_K"":0.007512244191951975,""cleave_sT_GPa_per_K"":-0.001208521226420925,""cleave_sigc0_GPa"":7.194948873011092,""emit_G00_eV"":2.3123681146300354,""emit_exp_a"":0.09989387937703788,""emit_exp_n"":0.9363342672347298,""emit_floor_frac"":0.0058420097608974,""emit_gT_eV_per_K"":0.002248199646361125,""emit_sT_GPa_per_K"":-0.00030638412758712493,""emit_sigc0_GPa"":5.64482004791668,""peierls_H0_eV"":5.493309134692408,""peierls_activation_entropy_kB"":0.08509112987667322,""peierls_exp_a"":1.9097672308795155,""peierls_exp_n"":1.1372957159765065,""peierls_nu0_s"":1000000000000.0,""rho_source0_m2"":6191484465710946.0,""taylor_H0_eV"":1.646596990814549,""taylor_activation_entropy_kB"":36.681825341656804,""taylor_corr_rho_c_m2"":45997869417062.48,""taylor_corr_scale"":0.9510717346235373,""taylor_exp_a"":0.4561179580539465,""taylor_exp_n"":1.2506696581840515,""taylor_nu0_s"":100000000000.0}",2fcf58e16c1105515c7df365db2645f6e6e5facb94eb003b8696eacedbc56fde
v913_paper_peak01_0242980_persistent_sites,oneD_v2_peak_R_556f3e6cafc7fc5a,peak,paper primary peak 1,Delayed abrupt peak centered at 1100 K with strong high-temperature softening.,"v10.2.25 paper campaign selection; exact active parameters transferred from v10.2.23; persistent sites, no finite source inventory, no source refresh, and no explicit recovery.",481.33,2,5000000000000.0,0.5773502691896258,0.5773502691896258,0.0,0.0,50.0,80,3.3075574285317244,0.008402614671038375,6.68292418704004,-0.001509578226366925,1.1042607351772284,1.1196756809223727,0.0184513317135146,2.498564827944584,0.00022256313217800005,6.951303730685582,0.001909296642057525,0.16423821384743556,0.9527348213600761,0.0058420097608974,5.557764317073051,10.894125797785819,1.9097672308795155,1.1372957159765065,1.1765542445441526,33.54229983873665,0.4561179580539465,1.2506696581840515,30900897410721.254,1.2744920706639142,141.0590567476921,9.160246308716648,0.0,0.0,1.9378637661520242,1000000000000.0,100000000000.0,1.5918030359064748e+16,0.0,0.0,0.0,25.0,10.0,2.0,0,0,0,Peak,oneD_v2_peak_dbtt_R_v1,v913_zeroD_sobol_0242980|v913_zeroD_sobol_0097332,ARCHIVED_MORPH_0.25,V913_ACTIVE_CANDIDATE_29,29,"{""Tref_K"":481.33,""c_blunt"":1.9378637661520242,""cleave_G00_eV"":3.3075574285317244,""cleave_exp_a"":1.1042607351772284,""cleave_exp_n"":1.1196756809223727,""cleave_floor_frac"":0.0184513317135146,""cleave_gT_eV_per_K"":0.008402614671038375,""cleave_sT_GPa_per_K"":-0.001509578226366925,""cleave_sigc0_GPa"":6.68292418704004,""emit_G00_eV"":2.498564827944584,""emit_exp_a"":0.16423821384743556,""emit_exp_n"":0.9527348213600761,""emit_floor_frac"":0.0058420097608974,""emit_gT_eV_per_K"":0.00022256313217800005,""emit_sT_GPa_per_K"":0.001909296642057525,""emit_sigc0_GPa"":6.951303730685582,""peierls_H0_eV"":5.557764317073051,""peierls_activation_entropy_kB"":10.894125797785819,""peierls_exp_a"":1.9097672308795155,""peierls_exp_n"":1.1372957159765065,""peierls_nu0_s"":1000000000000.0,""rho_source0_m2"":1.5918030359064748e+16,""taylor_H0_eV"":1.1765542445441526,""taylor_activation_entropy_kB"":33.54229983873665,""taylor_corr_rho_c_m2"":30900897410721.254,""taylor_corr_scale"":1.2744920706639142,""taylor_exp_a"":0.4561179580539465,""taylor_exp_n"":1.2506696581840515,""taylor_nu0_s"":100000000000.0}",556f3e6cafc7fc5a6d417e265d8e1a8432ab124558cd0325d999b81f986c5b86
v913_paper_peak01_0242980_persistent_sites,oneD_v2_peak_R_58b36ea790fa80d3,peak,paper primary peak 1,Delayed abrupt peak centered at 1100 K with strong high-temperature softening.,"v10.2.25 paper campaign selection; exact active parameters transferred from v10.2.23; persistent sites, no finite source inventory, no source refresh, and no explicit recovery.",481.33,2,5000000000000.0,0.5773502691896258,0.5773502691896258,0.0,0.0,50.0,80,3.8766216225718466,0.008119147100835025,6.713067750925226,-0.001307550147641375,1.0025934455463759,1.198089536067451,0.0184513317135146,2.414693417889998,0.00010293141263535005,7.567490874910843,0.0015337683474644249,0.09640745689424968,1.2503953584429697,0.0058420097608974,5.532829763725225,8.161902539432049,1.9097672308795155,1.1372957159765065,1.7433034863369061,31.730880616232753,0.4561179580539465,1.2506696581840515,641123892515840.2,0.7521663569354039,141.0590567476921,9.160246308716648,0.0,0.0,1.8421715444312508,1000000000000.0,100000000000.0,2.1352543919225116e+16,0.0,0.0,0.0,25.0,10.0,2.0,0,0,0,Peak,oneD_v2_peak_dbtt_R_v1,v913_zeroD_sobol_0242980|v913_zeroD_sobol_0116955,ARCHIVED_MORPH_0.25,V913_ACTIVE_CANDIDATE_29,29,"{""Tref_K"":481.33,""c_blunt"":1.8421715444312508,""cleave_G00_eV"":3.8766216225718466,""cleave_exp_a"":1.0025934455463759,""cleave_exp_n"":1.198089536067451,""cleave_floor_frac"":0.0184513317135146,""cleave_gT_eV_per_K"":0.008119147100835025,""cleave_sT_GPa_per_K"":-0.001307550147641375,""cleave_sigc0_GPa"":6.713067750925226,""emit_G00_eV"":2.414693417889998,""emit_exp_a"":0.09640745689424968,""emit_exp_n"":1.2503953584429697,""emit_floor_frac"":0.0058420097608974,""emit_gT_eV_per_K"":0.00010293141263535005,""emit_sT_GPa_per_K"":0.0015337683474644249,""emit_sigc0_GPa"":7.567490874910843,""peierls_H0_eV"":5.532829763725225,""peierls_activation_entropy_kB"":8.161902539432049,""peierls_exp_a"":1.9097672308795155,""peierls_exp_n"":1.1372957159765065,""peierls_nu0_s"":1000000000000.0,""rho_source0_m2"":2.1352543919225116e+16,""taylor_H0_eV"":1.7433034863369061,""taylor_activation_entropy_kB"":31.730880616232753,""taylor_corr_rho_c_m2"":641123892515840.2,""taylor_corr_scale"":0.7521663569354039,""taylor_exp_a"":0.4561179580539465,""taylor_exp_n"":1.2506696581840515,""taylor_nu0_s"":100000000000.0}",58b36ea790fa80d36ce4d7d91f9323604eceab16579a8d48ebf99818c7d2e9b1
v913_paper_peak01_0242980_persistent_sites,oneD_v2_peak_R_59a9b06d95531051,peak,paper primary peak 1,Delayed abrupt peak centered at 1100 K with strong high-temperature softening.,"v10.2.25 paper campaign selection; exact active parameters transferred from v10.2.23; persistent sites, no finite source inventory, no source refresh, and no explicit recovery.",481.33,2,5000000000000.0,0.5773502691896258,0.5773502691896258,0.0,0.0,50.0,80,2.9427250351486953,0.008369597127078951,7.173673558864457,-0.0016165786534546999,1.0091923043437478,1.2648503246884293,0.0184513317135146,2.1479788315951684,0.000516351676313175,6.945411816935735,8.568288013335e-05,0.11986195352287347,1.37591268267601,0.0058420097608974,5.906998303945939,5.3148165717720985,1.9097672308795155,1.1372957159765065,1.350373401794286,32.062920881435275,0.4561179580539465,1.2506696581840515,17642337921075.65,1.405266229271992,141.0590567476921,9.160246308716648,0.0,0.0,2.42697048896484,1000000000000.0,100000000000.0,6361521226010967.0,0.0,0.0,0.0,25.0,10.0,2.0,0,0,0,Peak,oneD_v2_peak_dbtt_R_v1,v913_zeroD_sobol_0242980|v913_zeroD_sobol_0115460,ARCHIVED_MORPH_0.25,V913_ACTIVE_CANDIDATE_29,29,"{""Tref_K"":481.33,""c_blunt"":2.42697048896484,""cleave_G00_eV"":2.9427250351486953,""cleave_exp_a"":1.0091923043437478,""cleave_exp_n"":1.2648503246884293,""cleave_floor_frac"":0.0184513317135146,""cleave_gT_eV_per_K"":0.008369597127078951,""cleave_sT_GPa_per_K"":-0.0016165786534546999,""cleave_sigc0_GPa"":7.173673558864457,""emit_G00_eV"":2.1479788315951684,""emit_exp_a"":0.11986195352287347,""emit_exp_n"":1.37591268267601,""emit_floor_frac"":0.0058420097608974,""emit_gT_eV_per_K"":0.000516351676313175,""emit_sT_GPa_per_K"":8.568288013335e-05,""emit_sigc0_GPa"":6.945411816935735,""peierls_H0_eV"":5.906998303945939,""peierls_activation_entropy_kB"":5.3148165717720985,""peierls_exp_a"":1.9097672308795155,""peierls_exp_n"":1.1372957159765065,""peierls_nu0_s"":1000000000000.0,""rho_source0_m2"":6361521226010967.0,""taylor_H0_eV"":1.350373401794286,""taylor_activation_entropy_kB"":32.062920881435275,""taylor_corr_rho_c_m2"":17642337921075.65,""taylor_corr_scale"":1.405266229271992,""taylor_exp_a"":0.4561179580539465,""taylor_exp_n"":1.2506696581840515,""taylor_nu0_s"":100000000000.0}",59a9b06d95531051153a6b1bcdf9c9fa1b76daa5050c8aaf47c82a72faf61515
v913_paper_peak01_0242980_persistent_sites,oneD_v2_peak_R_78c69361ffaa65e6,peak,paper primary peak 1,Delayed abrupt peak centered at 1100 K with strong high-temperature softening.,"v10.2.25 paper campaign selection; exact active parameters transferred from v10.2.23; persistent sites, no finite source inventory, no source refresh, and no explicit recovery.",481.33,2,5000000000000.0,0.5773502691896258,0.5773502691896258,0.0,0.0,50.0,80,4.102879398053113,0.007512462176848125,6.712147443723126,-0.0013711199953685498,1.045584113070965,1.3129577273874475,0.0184513317135146,2.3984522404056223,0.00034741391381245006,6.452342904651717,-0.0007302901577205,0.10268069481205051,1.0368917192706084,0.0058420097608974,3.967843478516065,12.864719545468688,1.9097672308795155,1.1372957159765065,0.8892633981840291,33.67230107076466,0.4561179580539465,1.2506696581840515,324370848797478.3,1.4003228967660761,141.0590567476921,9.160246308716648,0.0,0.0,2.633315226913348,1000000000000.0,100000000000.0,1.4693959395883194e+16,0.0,0.0,0.0,25.0,10.0,2.0,0,0,0,Peak,oneD_v2_peak_dbtt_R_v1,v913_zeroD_sobol_0242980|v913_zeroD_sobol_0060219,ARCHIVED_MORPH_0.25,V913_ACTIVE_CANDIDATE_29,29,"{""Tref_K"":481.33,""c_blunt"":2.633315226913348,""cleave_G00_eV"":4.102879398053113,""cleave_exp_a"":1.045584113070965,""cleave_exp_n"":1.3129577273874475,""cleave_floor_frac"":0.0184513317135146,""cleave_gT_eV_per_K"":0.007512462176848125,""cleave_sT_GPa_per_K"":-0.0013711199953685498,""cleave_sigc0_GPa"":6.712147443723126,""emit_G00_eV"":2.3984522404056223,""emit_exp_a"":0.10268069481205051,""emit_exp_n"":1.0368917192706084,""emit_floor_frac"":0.0058420097608974,""emit_gT_eV_per_K"":0.00034741391381245006,""emit_sT_GPa_per_K"":-0.0007302901577205,""emit_sigc0_GPa"":6.452342904651717,""peierls_H0_eV"":3.967843478516065,""peierls_activation_entropy_kB"":12.864719545468688,""peierls_exp_a"":1.9097672308795155,""peierls_exp_n"":1.1372957159765065,""peierls_nu0_s"":1000000000000.0,""rho_source0_m2"":1.4693959395883194e+16,""taylor_H0_eV"":0.8892633981840291,""taylor_activation_entropy_kB"":33.67230107076466,""taylor_corr_rho_c_m2"":324370848797478.3,""taylor_corr_scale"":1.4003228967660761,""taylor_exp_a"":0.4561179580539465,""taylor_exp_n"":1.2506696581840515,""taylor_nu0_s"":100000000000.0}",78c69361ffaa65e6f7286cf62b41add8251b7c6cd9ae0f5449474c04116854f8
