material_class,candidate_role,candidate_id,temperature_K,hazard_seed,seed_comparison_status,new_PF_run,event_transaction_index,physical_avalanche_index,pre_event_step,pre_event_time_s,pre_event_opening_m,pre_event_reaction_N_per_m,pre_event_native_J_J_per_m2,pre_event_native_KJ_MPa_sqrt_m,pre_event_projected_extension_um,post_event_projected_extension_um,event_extension_um,event_driver_da_block_um,pre_event_tip_radius_um,pre_event_front_width_um,pre_event_backstress_GPa,pre_event_mobile_count,pre_event_retained_count,pre_event_source_multiplicity,pre_event_signed_shielding_MPa_sqrt_m,reload_time_to_next_event_s,reload_opening_to_next_event_m,certified_reload_before_next_event,right_censored_at_target,in_avalanche_drive_interpretation,source_steps_file,source_steps_sha256,source_tensor_audit_file,source_tensor_audit_sha256,source_process_zone_state_availability
Peak,R_FINALIST,oneD_v2_peak_R_41f8789bcbc1f097,600.0,8666,CANONICAL_FINALIST_SEED,True,10,0,247,1537.200009339432,3.6600000222367374e-05,7931916.698841562,16764.068608981812,86.3595578438909,37.596235373684394,47.19203139289072,9.595796019206325,9.595796019206324,1.4383358335033212,0.8402883794255573,1.4165310187883635,0.003502921206088371,799.2910477357965,17224.088968087417,-0.11774834344429358,2.9109514798619784e-06,6.930836926512945e-14,False,False,PF_MODEL_NATIVE_DRIVING_TRAJECTORY_NOT_RESISTANCE,/private/tmp/oneD-v2-peak-dbtt-R-pf-runs/Peak_R/T600K_seed8666/steps_0600K.csv,cc73680beed42103a8ef1df7d0bd7ae224a1f7c09363fc1ccd3505dbedd9451d,/private/tmp/oneD-v2-peak-dbtt-R-pf-runs/Peak_R/T600K_seed8666/anisotropic_emission_audit_v10174.json,d8e459ec1f825fb607046df1ebbe8962e9821913f56a88198fc4ae218b2c5167,FULL_PERSISTENT_SITE_OBSERVER
Peak,R_FINALIST,oneD_v2_peak_R_41f8789bcbc1f097,600.0,8666,CANONICAL_FINALIST_SEED,True,11,0,257,1537.2000122503835,3.660000029167574e-05,7981593.621714403,10063.314902964228,66.9100303356817,47.19203139289072,59.93002512708252,12.7379937341918,12.7379937341918,1.1628019570056851,1.3706018845413552,0.8681735182300176,3.0121065269632648,292.35599394570227,22712.486432780966,-0.04280305506805692,5.040001269662753e-07,1.2000003855178187e-14,False,False,PF_MODEL_NATIVE_DRIVING_TRAJECTORY_NOT_RESISTANCE,/private/tmp/oneD-v2-peak-dbtt-R-pf-runs/Peak_R/T600K_seed8666/steps_0600K.csv,cc73680beed42103a8ef1df7d0bd7ae224a1f7c09363fc1ccd3505dbedd9451d,/private/tmp/oneD-v2-peak-dbtt-R-pf-runs/Peak_R/T600K_seed8666/anisotropic_emission_audit_v10174.json,d8e459ec1f825fb607046df1ebbe8962e9821913f56a88198fc4ae218b2c5167,FULL_PERSISTENT_SITE_OBSERVER
Peak,R_FINALIST,oneD_v2_peak_R_41f8789bcbc1f097,600.0,8666,CANONICAL_FINALIST_SEED,True,12,0,263,1537.2000127543836,3.660000030367575e-05,7973399.185252614,10424.505900546552,68.10020747917505,59.93002512708252,62.22736522270742,2.2973400956249024,2.2973400956249024,1.3462784614779648,0.9446925371738506,1.266121710832505,27.925784207855223,601.2246310567232,18124.790048996274,-0.08627292616368093,8.400002116104588e-08,1.99999386626612e-15,False,False,PF_MODEL_NATIVE_DRIVING_TRAJECTORY_NOT_RESISTANCE,/private/tmp/oneD-v2-peak-dbtt-R-pf-runs/Peak_R/T600K_seed8666/steps_0600K.csv,cc73680beed42103a8ef1df7d0bd7ae224a1f7c09363fc1ccd3505dbedd9451d,/private/tmp/oneD-v2-peak-dbtt-R-pf-runs/Peak_R/T600K_seed8666/anisotropic_emission_audit_v10174.json,d8e459ec1f825fb607046df1ebbe8962e9821913f56a88198fc4ae218b2c5167,FULL_PERSISTENT_SITE_OBSERVER
Peak,R_FINALIST,oneD_v2_peak_R_41f8789bcbc1f097,600.0,8666,CANONICAL_FINALIST_SEED,True,13,0,264,1537.2000128383836,3.660000030567574e-05,7970771.449897197,10475.554861254968,68.26674770600386,62.22736522270742,64.52470531833232,2.2973400956249024,2.2973400956249024,1.0734131922886254,2.0150302222087646,0.5840279741430283,2.4217398083081254,103.4614587670747,30824.5038523106,-0.013566941883674227,1.8934872514364542e-06,4.5083050790803436e-14,False,False,PF_MODEL_NATIVE_DRIVING_TRAJECTORY_NOT_RESISTANCE,/private/tmp/oneD-v2-peak-dbtt-R-pf-runs/Peak_R/T600K_seed8666/steps_0600K.csv,cc73680beed42103a8ef1df7d0bd7ae224a1f7c09363fc1ccd3505dbedd9451d,/private/tmp/oneD-v2-peak-dbtt-R-pf-runs/Peak_R/T600K_seed8666/anisotropic_emission_audit_v10174.json,d8e459ec1f825fb607046df1ebbe8962e9821913f56a88198fc4ae218b2c5167,FULL_PERSISTENT_SITE_OBSERVER
Peak,R_FINALIST,oneD_v2_peak_R_41f8789bcbc1f097,600.0,8666,CANONICAL_FINALIST_SEED,True,14,0,274,1537.2000147318709,3.660000035075879e-05,7970771.459715413,10540.355140439744,68.47756633787799,64.52470531833232,72.91419034841714,8.389485030084812,8.389485030084812,1.2836639293266043,1.0425213363330053,1.14637591742449,11.388456203006152,512.0079230835511,19071.457835535883,-0.07450773339274132,1.7508523342257831e-06,4.168696366834562e-14,False,False,PF_MODEL_NATIVE_DRIVING_TRAJECTORY_NOT_RESISTANCE,/private/tmp/oneD-v2-peak-dbtt-R-pf-runs/Peak_R/T600K_seed8666/steps_0600K.csv,cc73680beed42103a8ef1df7d0bd7ae224a1f7c09363fc1ccd3505dbedd9451d,/private/tmp/oneD-v2-peak-dbtt-R-pf-runs/Peak_R/T600K_seed8666/anisotropic_emission_audit_v10174.json,d8e459ec1f825fb607046df1ebbe8962e9821913f56a88198fc4ae218b2c5167,FULL_PERSISTENT_SITE_OBSERVER
Peak,R_FINALIST,oneD_v2_peak_R_41f8789bcbc1f097,600.0,8666,CANONICAL_FINALIST_SEED,True,15,0,284,1537.2000164827232,3.6600000392445755e-05,7896662.946237917,11063.781273660095,70.15723847206883,72.91419034841714,80.57571727409683,7.661526925679691,7.661526925679691,1.271088656110393,1.0661614630129994,1.118687812647925,4.825162647929382,489.2665097998376,19312.85259516987,-0.07171401055796008,1.1971928870480042e-06,2.8504623791544836e-14,False,False,PF_MODEL_NATIVE_DRIVING_TRAJECTORY_NOT_RESISTANCE,/private/tmp/oneD-v2-peak-dbtt-R-pf-runs/Peak_R/T600K_seed8666/steps_0600K.csv,cc73680beed42103a8ef1df7d0bd7ae224a1f7c09363fc1ccd3505dbedd9451d,/private/tmp/oneD-v2-peak-dbtt-R-pf-runs/Peak_R/T600K_seed8666/anisotropic_emission_audit_v10174.json,d8e459ec1f825fb607046df1ebbe8962e9821913f56a88198fc4ae218b2c5167,FULL_PERSISTENT_SITE_OBSERVER
Peak,R_FINALIST,oneD_v2_peak_R_41f8789bcbc1f097,600.0,8666,CANONICAL_FINALIST_SEED,True,16,0,294,1537.200017679916,3.660000042095038e-05,7893420.404310475,10819.556759939289,69.3785837379476,80.57571727409683,85.8144981030469,5.238780828950074,5.238780828950074,1.350522793460216,0.9388253254958415,1.272510051845065,18.944618074241593,630.998691745726,18069.008289647976,-0.09152687921778933,2.5200006348313764e-07,6.000001927589094e-15,False,False,PF_MODEL_NATIVE_DRIVING_TRAJECTORY_NOT_RESISTANCE,/private/tmp/oneD-v2-peak-dbtt-R-pf-runs/Peak_R/T600K_seed8666/steps_0600K.csv,cc73680beed42103a8ef1df7d0bd7ae224a1f7c09363fc1ccd3505dbedd9451d,/private/tmp/oneD-v2-peak-dbtt-R-pf-runs/Peak_R/T600K_seed8666/anisotropic_emission_audit_v10174.json,d8e459ec1f825fb607046df1ebbe8962e9821913f56a88198fc4ae218b2c5167,FULL_PERSISTENT_SITE_OBSERVER
Peak,R_FINALIST,oneD_v2_peak_R_41f8789bcbc1f097,600.0,8666,CANONICAL_FINALIST_SEED,True,17,0,297,1537.2000179319161,3.660000042695038e-05,7890003.027911829,10781.322295166272,69.2558892167948,85.8144981030469,88.1118381986718,2.2973400956249024,2.2973400956249024,1.4430692779453447,0.8359623990595041,1.4313661675099136,65.54226412969561,745.58231645812,17191.80699289919,-0.10526542038819052,1.4481133803201374e-06,3.447891657511887e-14,False,False,PF_MODEL_NATIVE_DRIVING_TRAJECTORY_NOT_RESISTANCE,/private/tmp/oneD-v2-peak-dbtt-R-pf-runs/Peak_R/T600K_seed8666/steps_0600K.csv,cc73680beed42103a8ef1df7d0bd7ae224a1f7c09363fc1ccd3505dbedd9451d,/private/tmp/oneD-v2-peak-dbtt-R-pf-runs/Peak_R/T600K_seed8666/anisotropic_emission_audit_v10174.json,d8e459ec1f825fb607046df1ebbe8962e9821913f56a88198fc4ae218b2c5167,FULL_PERSISTENT_SITE_OBSERVER
Peak,R_FINALIST,oneD_v2_peak_R_41f8789bcbc1f097,600.0,8666,CANONICAL_FINALIST_SEED,True,18,0,307,1537.2000193800295,3.66000004614293e-05,7887670.1361340415,10860.94962534058,69.51116943487597,88.1118381986718,94.44861849005173,6.3367802913799185,6.3367802913799185,1.2607531594466563,1.0868077659966313,1.097244772798849,5.562780208230371,473.01197771365753,19526.7695345049,-0.06927351339342035,4.200001058052294e-07,9.999996436384911e-15,False,False,PF_MODEL_NATIVE_DRIVING_TRAJECTORY_NOT_RESISTANCE,/private/tmp/oneD-v2-peak-dbtt-R-pf-runs/Peak_R/T600K_seed8666/steps_0600K.csv,cc73680beed42103a8ef1df7d0bd7ae224a1f7c09363fc1ccd3505dbedd9451d,/private/tmp/oneD-v2-peak-dbtt-R-pf-runs/Peak_R/T600K_seed8666/anisotropic_emission_audit_v10174.json,d8e459ec1f825fb607046df1ebbe8962e9821913f56a88198fc4ae218b2c5167,FULL_PERSISTENT_SITE_OBSERVER
Peak,R_FINALIST,oneD_v2_peak_R_41f8789bcbc1f097,600.0,8666,CANONICAL_FINALIST_SEED,True,19,0,312,1537.2000198000296,3.6600000471429294e-05,7906500.695854224,13120.555618461784,76.40060692329592,94.44861849005173,96.74569264369183,2.2970741536401054,2.2970741536401054,1.3374282014850671,0.9566571536425348,1.2468415287230143,1.5042189569671929,615.6705281357529,18233.68309031999,-0.09065362897283104,4.200001058052294e-07,1.0000009988912067e-14,False,False,PF_MODEL_NATIVE_DRIVING_TRAJECTORY_NOT_RESISTANCE,/private/tmp/oneD-v2-peak-dbtt-R-pf-runs/Peak_R/T600K_seed8666/steps_0600K.csv,cc73680beed42103a8ef1df7d0bd7ae224a1f7c09363fc1ccd3505dbedd9451d,/private/tmp/oneD-v2-peak-dbtt-R-pf-runs/Peak_R/T600K_seed8666/anisotropic_emission_audit_v10174.json,d8e459ec1f825fb607046df1ebbe8962e9821913f56a88198fc4ae218b2c5167,FULL_PERSISTENT_SITE_OBSERVER
Peak,R_FINALIST,oneD_v2_peak_R_41f8789bcbc1f097,600.0,8666,CANONICAL_FINALIST_SEED,True,20,0,317,1537.2000202200297,3.6600000481429304e-05,7905119.788573583,13081.413400720974,76.28655981377094,96.74569264369183,99.04276679733192,2.297074153640092,2.2970741536401054,1.3880659876534354,0.8926928944812383,1.3372800129366356,3.6814500915093986,706.8899424459834,17658.74327832143,-0.10400488911310671,1.1987503967247903e-06,2.8541689953316685e-14,False,False,PF_MODEL_NATIVE_DRIVING_TRAJECTORY_NOT_RESISTANCE,/private/tmp/oneD-v2-peak-dbtt-R-pf-runs/Peak_R/T600K_seed8666/steps_0600K.csv,cc73680beed42103a8ef1df7d0bd7ae224a1f7c09363fc1ccd3505dbedd9451d,/private/tmp/oneD-v2-peak-dbtt-R-pf-runs/Peak_R/T600K_seed8666/anisotropic_emission_audit_v10174.json,d8e459ec1f825fb607046df1ebbe8962e9821913f56a88198fc4ae218b2c5167,FULL_PERSISTENT_SITE_OBSERVER
Peak,R_FINALIST,oneD_v2_peak_R_41f8789bcbc1f097,600.0,8666,CANONICAL_FINALIST_SEED,True,21,0,327,1537.2000214187801,3.6600000509970994e-05,7903714.495168227,13036.262292473904,76.1547927064604,99.04276679733192,104.28775434413835,5.244987546806435,5.244987546806435,1.3998885681286148,0.8794346357232847,1.359810623092067,2.079114305433904,739.1502763816991,17544.64702206794,-0.10870438953874072,,,False,True,PF_MODEL_NATIVE_DRIVING_TRAJECTORY_NOT_RESISTANCE,/private/tmp/oneD-v2-peak-dbtt-R-pf-runs/Peak_R/T600K_seed8666/steps_0600K.csv,cc73680beed42103a8ef1df7d0bd7ae224a1f7c09363fc1ccd3505dbedd9451d,/private/tmp/oneD-v2-peak-dbtt-R-pf-runs/Peak_R/T600K_seed8666/anisotropic_emission_audit_v10174.json,d8e459ec1f825fb607046df1ebbe8962e9821913f56a88198fc4ae218b2c5167,FULL_PERSISTENT_SITE_OBSERVER
Peak,CONTROL,v913_zeroD_sobol_0242980,600.0,4630,AUTHORITATIVE_TEMPERATURE_SWEEP_SEED_NOT_PAIRED,False,0,0,79,557.4783793946121,1.3273294747490768e-05,2891452.6552129467,1142.3160298345636,22.54311003716557,0.0,3.717307718533033,3.717307718533033,3.717307718533033,,,0.1749540330923531,9.276475430718207,8.905466546822804e-07,,-9.7922141599961e-11,0.16108030671250617,3.835245397912067e-09,False,False,PF_MODEL_NATIVE_DRIVING_TRAJECTORY_NOT_RESISTANCE,/Volumes/Data/Data/Nanopillar_calculation/PF-fracture-fatigue_v10_2_21_persistent_sites_top1/runs/1_final_v10_2_30_theta0_rate_extremes_four_class_1000um_base3621_v1/rate1x/v913_paper_peak01_0242980_persistent_sites/T600K_th0_seed4630/steps_0600K.csv,6c78ce302d54db196702d0c1c2fe724f9db34635ea51a26629b2746ea95f31d9,/Volumes/Data/Data/Nanopillar_calculation/PF-fracture-fatigue_v10_2_21_persistent_sites_top1/runs/1_final_v10_2_30_theta0_rate_extremes_four_class_1000um_base3621_v1/rate1x/v913_paper_peak01_0242980_persistent_sites/T600K_th0_seed4630/anisotropic_emission_audit_v10174.json,ea0cda6106f6c2e65e580a3209fefe6bdba1a082fc244b17ba658ac2bf256396,ARCHIVED_SCALAR_STATE_ONLY
Peak,CONTROL,v913_zeroD_sobol_0242980,600.0,4630,AUTHORITATIVE_TEMPERATURE_SWEEP_SEED_NOT_PAIRED,False,1,0,89,557.6394597013247,1.327712999288868e-05,2892132.604082047,1203.6365565179783,23.140267767995567,3.717307718533033,6.756369253984392,3.0390615354513586,3.039061535451358,,,0.040883170585626495,0.4972308385821343,2.732169633785563e-08,,-3.0002675053116517e-12,0.008649507306699888,2.0594065015492474e-10,False,False,PF_MODEL_NATIVE_DRIVING_TRAJECTORY_NOT_RESISTANCE,/Volumes/Data/Data/Nanopillar_calculation/PF-fracture-fatigue_v10_2_21_persistent_sites_top1/runs/1_final_v10_2_30_theta0_rate_extremes_four_class_1000um_base3621_v1/rate1x/v913_paper_peak01_0242980_persistent_sites/T600K_th0_seed4630/steps_0600K.csv,6c78ce302d54db196702d0c1c2fe724f9db34635ea51a26629b2746ea95f31d9,/Volumes/Data/Data/Nanopillar_calculation/PF-fracture-fatigue_v10_2_21_persistent_sites_top1/runs/1_final_v10_2_30_theta0_rate_extremes_four_class_1000um_base3621_v1/rate1x/v913_paper_peak01_0242980_persistent_sites/T600K_th0_seed4630/anisotropic_emission_audit_v10174.json,ea0cda6106f6c2e65e580a3209fefe6bdba1a082fc244b17ba658ac2bf256396,ARCHIVED_SCALAR_STATE_ONLY
Peak,CONTROL,v913_zeroD_sobol_0242980,600.0,4630,AUTHORITATIVE_TEMPERATURE_SWEEP_SEED_NOT_PAIRED,False,2,0,99,557.6481092086314,1.3277335933538835e-05,2892022.0891215825,1250.7239030038108,23.588559496928806,6.756369253984392,9.053709349609292,2.2973400956249006,2.2973400956249024,,,0.014243069740616784,0.061399879583300704,1.0780052239979042e-09,,-1.1819487292426347e-13,0.0008843358430112858,2.1055615309970152e-11,False,False,PF_MODEL_NATIVE_DRIVING_TRAJECTORY_NOT_RESISTANCE,/Volumes/Data/Data/Nanopillar_calculation/PF-fracture-fatigue_v10_2_21_persistent_sites_top1/runs/1_final_v10_2_30_theta0_rate_extremes_four_class_1000um_base3621_v1/rate1x/v913_paper_peak01_0242980_persistent_sites/T600K_th0_seed4630/steps_0600K.csv,6c78ce302d54db196702d0c1c2fe724f9db34635ea51a26629b2746ea95f31d9,/Volumes/Data/Data/Nanopillar_calculation/PF-fracture-fatigue_v10_2_21_persistent_sites_top1/runs/1_final_v10_2_30_theta0_rate_extremes_four_class_1000um_base3621_v1/rate1x/v913_paper_peak01_0242980_persistent_sites/T600K_th0_seed4630/anisotropic_emission_audit_v10174.json,ea0cda6106f6c2e65e580a3209fefe6bdba1a082fc244b17ba658ac2bf256396,ARCHIVED_SCALAR_STATE_ONLY
