material_class,candidate_role,candidate_id,temperature_K,hazard_seed,seed_comparison_status,new_PF_run,event_transaction_index,physical_avalanche_index,pre_event_step,pre_event_time_s,pre_event_opening_m,pre_event_reaction_N_per_m,pre_event_native_J_J_per_m2,pre_event_native_KJ_MPa_sqrt_m,pre_event_projected_extension_um,post_event_projected_extension_um,event_extension_um,event_driver_da_block_um,pre_event_tip_radius_um,pre_event_front_width_um,pre_event_backstress_GPa,pre_event_mobile_count,pre_event_retained_count,pre_event_source_multiplicity,pre_event_signed_shielding_MPa_sqrt_m,reload_time_to_next_event_s,reload_opening_to_next_event_m,certified_reload_before_next_event,right_censored_at_target,in_avalanche_drive_interpretation,source_steps_file,source_steps_sha256,source_tensor_audit_file,source_tensor_audit_sha256,source_process_zone_state_availability
Peak,R_FINALIST,oneD_v2_peak_R_41f8789bcbc1f097,600.0,8666,CANONICAL_FINALIST_SEED,True,0,0,183,1537.2000000000037,3.660000000000004e-05,7972938.836516077,8685.422812066017,62.16074027258657,0.0,2.2973400956249024,2.2973400956249024,2.2973400956249024,3.6939568082903778,0.33370471577929145,3.5993183331420284,3617.828700731787,604.696033971087,17567.168191997887,-0.0665177996355161,3.360000846441835e-07,8.000002570118792e-15,False,False,PF_MODEL_NATIVE_DRIVING_TRAJECTORY_NOT_RESISTANCE,/private/tmp/oneD-v2-peak-dbtt-R-pf-runs/Peak_R/T600K_seed8666/steps_0600K.csv,cc73680beed42103a8ef1df7d0bd7ae224a1f7c09363fc1ccd3505dbedd9451d,/private/tmp/oneD-v2-peak-dbtt-R-pf-runs/Peak_R/T600K_seed8666/anisotropic_emission_audit_v10174.json,d8e459ec1f825fb607046df1ebbe8962e9821913f56a88198fc4ae218b2c5167,FULL_PERSISTENT_SITE_OBSERVER
Peak,R_FINALIST,oneD_v2_peak_R_41f8789bcbc1f097,600.0,8666,CANONICAL_FINALIST_SEED,True,1,0,187,1537.2000003360038,3.6600000008000045e-05,7972750.272824166,8932.371551244085,63.03824084663776,2.2973400956249024,4.594680191249805,2.2973400956249024,2.2973400956249024,1.448693832354365,0.7959992521624378,1.5049626850577837,148.59621952059524,641.1592142981781,16433.75746172878,-0.08168981101617828,4.200001058052294e-07,1.000000321264849e-14,False,False,PF_MODEL_NATIVE_DRIVING_TRAJECTORY_NOT_RESISTANCE,/private/tmp/oneD-v2-peak-dbtt-R-pf-runs/Peak_R/T600K_seed8666/steps_0600K.csv,cc73680beed42103a8ef1df7d0bd7ae224a1f7c09363fc1ccd3505dbedd9451d,/private/tmp/oneD-v2-peak-dbtt-R-pf-runs/Peak_R/T600K_seed8666/anisotropic_emission_audit_v10174.json,d8e459ec1f825fb607046df1ebbe8962e9821913f56a88198fc4ae218b2c5167,FULL_PERSISTENT_SITE_OBSERVER
Peak,R_FINALIST,oneD_v2_peak_R_41f8789bcbc1f097,600.0,8666,CANONICAL_FINALIST_SEED,True,2,0,192,1537.2000007560039,3.660000001800005e-05,7972510.129685891,9179.84416925755,63.90551657922322,4.594680191249805,6.892020286874707,2.2973400956249024,2.2973400956249024,1.5312083824664962,0.7604539936837059,1.5757030511244041,186.0909068258403,794.6331513273523,16594.143646274566,-0.10654673659268016,2.5200006348313764e-07,6.000001927589094e-15,False,False,PF_MODEL_NATIVE_DRIVING_TRAJECTORY_NOT_RESISTANCE,/private/tmp/oneD-v2-peak-dbtt-R-pf-runs/Peak_R/T600K_seed8666/steps_0600K.csv,cc73680beed42103a8ef1df7d0bd7ae224a1f7c09363fc1ccd3505dbedd9451d,/private/tmp/oneD-v2-peak-dbtt-R-pf-runs/Peak_R/T600K_seed8666/anisotropic_emission_audit_v10174.json,d8e459ec1f825fb607046df1ebbe8962e9821913f56a88198fc4ae218b2c5167,FULL_PERSISTENT_SITE_OBSERVER
Peak,R_FINALIST,oneD_v2_peak_R_41f8789bcbc1f097,600.0,8666,CANONICAL_FINALIST_SEED,True,3,0,195,1537.200001008004,3.660000002400005e-05,7972081.828846728,9507.420650456766,65.03573459067877,6.892020286874707,9.18936038249961,2.2973400956249024,2.2973400956249024,1.6052972434030035,0.7155566506373718,1.6751367929114924,255.2255031839667,852.2662425854838,16369.939891532858,-0.11202044690352791,1.2154123396612704e-06,2.893837242317482e-14,False,False,PF_MODEL_NATIVE_DRIVING_TRAJECTORY_NOT_RESISTANCE,/private/tmp/oneD-v2-peak-dbtt-R-pf-runs/Peak_R/T600K_seed8666/steps_0600K.csv,cc73680beed42103a8ef1df7d0bd7ae224a1f7c09363fc1ccd3505dbedd9451d,/private/tmp/oneD-v2-peak-dbtt-R-pf-runs/Peak_R/T600K_seed8666/anisotropic_emission_audit_v10174.json,d8e459ec1f825fb607046df1ebbe8962e9821913f56a88198fc4ae218b2c5167,FULL_PERSISTENT_SITE_OBSERVER
Peak,R_FINALIST,oneD_v2_peak_R_41f8789bcbc1f097,600.0,8666,CANONICAL_FINALIST_SEED,True,4,0,205,1537.2000022234163,3.660000005293842e-05,7971375.713084638,9949.007072461114,66.5289340552258,9.18936038249961,14.507867693188759,5.31850731068915,5.31850731068915,1.4728647000443715,0.8091878724613144,1.4802332101510616,91.52086963868524,786.8657778524312,16984.7759008013,-0.10961134567584337,3.360000846441835e-07,8.000002570118792e-15,False,False,PF_MODEL_NATIVE_DRIVING_TRAJECTORY_NOT_RESISTANCE,/private/tmp/oneD-v2-peak-dbtt-R-pf-runs/Peak_R/T600K_seed8666/steps_0600K.csv,cc73680beed42103a8ef1df7d0bd7ae224a1f7c09363fc1ccd3505dbedd9451d,/private/tmp/oneD-v2-peak-dbtt-R-pf-runs/Peak_R/T600K_seed8666/anisotropic_emission_audit_v10174.json,d8e459ec1f825fb607046df1ebbe8962e9821913f56a88198fc4ae218b2c5167,FULL_PERSISTENT_SITE_OBSERVER
Peak,R_FINALIST,oneD_v2_peak_R_41f8789bcbc1f097,600.0,8666,CANONICAL_FINALIST_SEED,True,5,0,209,1537.2000025594164,3.6600000060938425e-05,7968623.964958848,11276.866171450252,70.82961946678275,14.507867693188759,16.80520778881366,2.2973400956249024,2.2973400956249024,1.3573890784230354,0.9296725028270088,1.2857791481547776,20.64102612975816,638.2628746338867,17983.81965301726,-0.09285036690255814,5.040001269662753e-07,1.2000003855178187e-14,False,False,PF_MODEL_NATIVE_DRIVING_TRAJECTORY_NOT_RESISTANCE,/private/tmp/oneD-v2-peak-dbtt-R-pf-runs/Peak_R/T600K_seed8666/steps_0600K.csv,cc73680beed42103a8ef1df7d0bd7ae224a1f7c09363fc1ccd3505dbedd9451d,/private/tmp/oneD-v2-peak-dbtt-R-pf-runs/Peak_R/T600K_seed8666/anisotropic_emission_audit_v10174.json,d8e459ec1f825fb607046df1ebbe8962e9821913f56a88198fc4ae218b2c5167,FULL_PERSISTENT_SITE_OBSERVER
Peak,R_FINALIST,oneD_v2_peak_R_41f8789bcbc1f097,600.0,8666,CANONICAL_FINALIST_SEED,True,6,0,215,1537.2000030634165,3.660000007293843e-05,7968623.967571505,11285.062279363725,70.85535453143935,16.80520778881366,19.102547884438565,2.2973400956249024,2.2973400956249024,1.5144923434177118,0.776033627890264,1.542261655878237,58.675252031735056,882.6708340636003,16749.244615063373,-0.12572106216024606,6.72000169288367e-07,1.6000005140237583e-14,False,False,PF_MODEL_NATIVE_DRIVING_TRAJECTORY_NOT_RESISTANCE,/private/tmp/oneD-v2-peak-dbtt-R-pf-runs/Peak_R/T600K_seed8666/steps_0600K.csv,cc73680beed42103a8ef1df7d0bd7ae224a1f7c09363fc1ccd3505dbedd9451d,/private/tmp/oneD-v2-peak-dbtt-R-pf-runs/Peak_R/T600K_seed8666/anisotropic_emission_audit_v10174.json,d8e459ec1f825fb607046df1ebbe8962e9821913f56a88198fc4ae218b2c5167,FULL_PERSISTENT_SITE_OBSERVER
Peak,R_FINALIST,oneD_v2_peak_R_41f8789bcbc1f097,600.0,8666,CANONICAL_FINALIST_SEED,True,7,0,223,1537.2000037354167,3.6600000088938434e-05,7966228.815825948,12185.1392504221,73.62680309196385,19.102547884438565,21.9809590141333,2.8784111296947366,2.8784111296947366,1.3393729742302614,0.9537210223719418,1.2542161554882452,3.4883174253687335,619.0188618380807,18204.15352329124,-0.09124823694022775,3.360000846441835e-07,7.999995793855214e-15,False,False,PF_MODEL_NATIVE_DRIVING_TRAJECTORY_NOT_RESISTANCE,/private/tmp/oneD-v2-peak-dbtt-R-pf-runs/Peak_R/T600K_seed8666/steps_0600K.csv,cc73680beed42103a8ef1df7d0bd7ae224a1f7c09363fc1ccd3505dbedd9451d,/private/tmp/oneD-v2-peak-dbtt-R-pf-runs/Peak_R/T600K_seed8666/anisotropic_emission_audit_v10174.json,d8e459ec1f825fb607046df1ebbe8962e9821913f56a88198fc4ae218b2c5167,FULL_PERSISTENT_SITE_OBSERVER
Peak,R_FINALIST,oneD_v2_peak_R_41f8789bcbc1f097,600.0,8666,CANONICAL_FINALIST_SEED,True,8,0,227,1537.2000040714167,3.660000009693843e-05,7946457.0223107375,14184.646516201092,79.43830229265859,21.9809590141333,24.278299109758198,2.297340095624899,2.2973400956249024,1.4103395295451862,0.8681853226035567,1.3788115599790127,1.6790396920394852,751.2868070960999,17449.529459449976,-0.11056714086431695,3.07513482766808e-06,7.321748730308025e-14,False,False,PF_MODEL_NATIVE_DRIVING_TRAJECTORY_NOT_RESISTANCE,/private/tmp/oneD-v2-peak-dbtt-R-pf-runs/Peak_R/T600K_seed8666/steps_0600K.csv,cc73680beed42103a8ef1df7d0bd7ae224a1f7c09363fc1ccd3505dbedd9451d,/private/tmp/oneD-v2-peak-dbtt-R-pf-runs/Peak_R/T600K_seed8666/anisotropic_emission_audit_v10174.json,d8e459ec1f825fb607046df1ebbe8962e9821913f56a88198fc4ae218b2c5167,FULL_PERSISTENT_SITE_OBSERVER
Peak,R_FINALIST,oneD_v2_peak_R_41f8789bcbc1f097,600.0,8666,CANONICAL_FINALIST_SEED,True,9,0,237,1537.2000071465516,3.660000017015592e-05,7944876.406888848,14504.444380438616,80.32879344544973,24.278299109758198,37.596235373684394,13.317936263926194,13.31793626392619,1.5218615565168025,0.7705425007075432,1.5546681365088169,1.5380864739596207,964.9826946213909,16711.65059212374,-0.14192683184230662,2.192880401707953e-06,5.221145645819755e-14,False,False,PF_MODEL_NATIVE_DRIVING_TRAJECTORY_NOT_RESISTANCE,/private/tmp/oneD-v2-peak-dbtt-R-pf-runs/Peak_R/T600K_seed8666/steps_0600K.csv,cc73680beed42103a8ef1df7d0bd7ae224a1f7c09363fc1ccd3505dbedd9451d,/private/tmp/oneD-v2-peak-dbtt-R-pf-runs/Peak_R/T600K_seed8666/anisotropic_emission_audit_v10174.json,d8e459ec1f825fb607046df1ebbe8962e9821913f56a88198fc4ae218b2c5167,FULL_PERSISTENT_SITE_OBSERVER
