material_class,candidate_id,provider,temperature_K,hazard_seed,onset_ordinal,event_index,extension_before_um,opening_um,tip_radius_um,front_width_um,mapped_native_KJ_MPa_sqrt_m,mapped_qualified_G_J_per_m2,mapped_drive_factors_json,wake_or_topology_transition,new_FEMCZM_solve,exact_check_status,exact_source,exact_native_KJ_MPa_sqrt_m,exact_to_mapped_native_KJ_ratio,exact_drive_factors_json,exact_selected_system,exact_probe_reliable,exact_field_snapshot_sha256,exact_field_source_commit
Peak,oneD_v2_peak_R_41f8789bcbc1f097,PF,900.0,8666,0,0,0.0,43.14703178444627,16.582865017636834,0.14141762625585028,85.77487119085077,,"[1.01387254168578, 1.0085645433243953]",False,False,PF_EXACT_FIELD_AND_TENSOR_PROBE_PASS,FRESH_DETERMINISTIC_PF_SHARP_WAKE_ORACLE,85.77487119085076,0.9999999999999999,"[1.0281724529676535, 1.0216946935009863]",(110),True,68d955e47461ff394c7ff1187a2f3db5660547b58f3af651a95af2c79a0f74a3,9e884fb0b0845da621d2612bdf1042e481b8df49
Peak,oneD_v2_peak_R_41f8789bcbc1f097,FEMCZM,900.0,8666,0,0,0.0,19.823818366899776,10.641884823044123,0.17977093254615997,90.6258796767049,18452.77715442894,"[0.6016435517848596, 0.604646851838635]",False,False,PRECOMPUTED_EXACT_MAP_BOUNDED_NO_NEW_FEM_SOLVE,QUALIFIED_DETERMINISTIC_FEMCZM_SOURCE_PROBE_MAP,,,"[0.6016435517848596, 0.604646851838635]",1,True,PRECOMPUTED_MAP_PROVENANCE,D41_QUALIFIED_MAP_LINEAGE
Peak,oneD_v2_peak_R_41f8789bcbc1f097,FEMCZM,900.0,8666,1,1,3.939081633829308,21.464606063242368,13.762029476076387,0.15626356468818425,98.34092029472212,21728.294294724437,"[0.6100595428376968, 0.6130149286795463]",True,False,PRECOMPUTED_EXACT_MAP_BOUNDED_NO_NEW_FEM_SOLVE,QUALIFIED_DETERMINISTIC_FEMCZM_SOURCE_PROBE_MAP,,,"[0.6100595428376968, 0.6130149286795463]",1,True,PRECOMPUTED_MAP_PROVENANCE,D41_QUALIFIED_MAP_LINEAGE
DBTT,oneD_v2_dbtt_R_9f5160f509e713e2,PF,1100.0,1008666,0,0,0.0,46.58847323142453,9.685795598475156,0.10179407757917425,92.61634288930085,,"[0.9957460117991949, 0.9929720985011095]",False,False,PF_EXACT_FIELD_AND_TENSOR_PROBE_PASS,FRESH_DETERMINISTIC_PF_SHARP_WAKE_ORACLE,92.61634288930085,1.0,"[1.0013120435352239, 0.998630877683551]",(110),True,68d955e47461ff394c7ff1187a2f3db5660547b58f3af651a95af2c79a0f74a3,9e884fb0b0845da621d2612bdf1042e481b8df49
DBTT,oneD_v2_dbtt_R_9f5160f509e713e2,PF,1100.0,1008666,1,1,5.0,90.83153988339485,36.26201826002945,0.05052318139885297,179.09873399622782,,"[0.9173939267845456, 0.9163133296349627]",True,False,PF_EXACT_FIELD_AND_TENSOR_PROBE_PASS,FRESH_DETERMINISTIC_PF_SHARP_WAKE_ORACLE,179.09873399622782,1.0,"[1.0523404076592653, 1.0435929221851934]",(110),True,0c66c97f98dbf57ffa629ba7959c1fb519e9b49f37c204c422715a53762bd5a4,9e884fb0b0845da621d2612bdf1042e481b8df49
DBTT,oneD_v2_dbtt_R_9f5160f509e713e2,FEMCZM,1100.0,1008666,0,0,0.0,18.561767090907722,5.392274696913623,0.14313985508329963,84.85632988730302,16178.03442109042,"[0.5747323698592495, 0.5777257347243665]",False,False,PRECOMPUTED_EXACT_MAP_BOUNDED_NO_NEW_FEM_SOLVE,QUALIFIED_DETERMINISTIC_FEMCZM_SOURCE_PROBE_MAP,,,"[0.5747323698592495, 0.5777257347243665]",1,True,PRECOMPUTED_MAP_PROVENANCE,D41_QUALIFIED_MAP_LINEAGE
DBTT,oneD_v2_dbtt_R_9f5160f509e713e2,FEMCZM,1100.0,1008666,1,1,2.2973400956248735,20.17035318132483,6.08389286556575,0.13304947882135787,92.34347494887973,19158.856676860705,"[0.5801643497009549, 0.583167599040425]",True,False,PRECOMPUTED_EXACT_MAP_BOUNDED_NO_NEW_FEM_SOLVE,QUALIFIED_DETERMINISTIC_FEMCZM_SOURCE_PROBE_MAP,,,"[0.5801643497009549, 0.583167599040425]",1,True,PRECOMPUTED_MAP_PROVENANCE,D41_QUALIFIED_MAP_LINEAGE
DBTT,oneD_v2_dbtt_R_9f5160f509e713e2,FEMCZM,1100.0,1008666,2,2,4.594680191249747,23.47239432854019,6.811532192108767,0.12444311157756212,107.5711754117503,25998.528684119738,"[0.5858739134575364, 0.5888879738879749]",True,False,PRECOMPUTED_EXACT_MAP_BOUNDED_NO_NEW_FEM_SOLVE,QUALIFIED_DETERMINISTIC_FEMCZM_SOURCE_PROBE_MAP,,,"[0.5858739134575364, 0.5888879738879749]",1,True,PRECOMPUTED_MAP_PROVENANCE,D41_QUALIFIED_MAP_LINEAGE
