provider,material_class,candidate_id,temperature_K,target_um,status,event_count,physical_avalanche_count,precursor_reinitiation_count,largest_avalanche_fraction,first_event_opening_um,first_event_native_KJ_MPa_sqrt_m,onset_envelope_min_MPa_sqrt_m,onset_envelope_max_MPa_sqrt_m,qualified_G_onset_min_J_m2,qualified_G_onset_max_J_m2,mean_event_size_um,median_event_size_um,terminal_extension_um,terminal_opening_um,max_tip_radius_um,max_backstress_GPa,minimum_front_width_um,max_source_multiplicity,model_contract
PF,Peak,v913_zeroD_sobol_0242980,300.0,100.0,TARGET_RIGHT_CENSORED,19,2,1,0.9473684210526315,11.988262618481397,23.832269321316648,23.832269321316648,24.2388812122589,,,5.263157894736841,4.143147460518555,99.99999999999999,13.687606364678054,1.0000000211693199,0.00045739396251027494,9.999923293987903,352563.0211089279,SOURCE_NORMALIZED_DRIVE+V913_ZEROD_IMPLICIT_BACKSTRESS_V1
PF,Peak,v913_zeroD_sobol_0242980,600.0,100.0,TARGET_RIGHT_CENSORED,19,2,1,0.9473684210526315,11.387413525761982,22.637801210726348,22.637801210726348,22.888419560288497,,,5.263157894736841,4.143147460518555,99.99999999999999,12.925005676102746,1.013203425407804,0.37174670996331866,3.0760487446346594,350215.5819862478,SOURCE_NORMALIZED_DRIVE+V913_ZEROD_IMPLICIT_BACKSTRESS_V1
PF,Peak,v913_zeroD_sobol_0242980,900.0,100.0,TARGET_RIGHT_CENSORED,19,1,0,1.0,29.1395308826852,57.928422991199696,57.928422991199696,57.928422991199696,,,5.263157894736841,4.143147460518555,99.99999999999999,29.139531429992772,7.615465222764549,8.321159253111341,0.1444095021790293,352392.8866134404,SOURCE_NORMALIZED_DRIVE+V913_ZEROD_IMPLICIT_BACKSTRESS_V1
PF,Peak,v913_zeroD_sobol_0242980,1100.0,100.0,TARGET_RIGHT_CENSORED,19,1,0,1.0,27.242651472555604,54.15748950309136,54.15748950309136,54.15748950309136,,,5.263157894736841,4.143147460518555,99.99999999999999,27.242652019863176,7.160161882032176,8.029707362872546,0.14964994332575948,350079.5684110438,SOURCE_NORMALIZED_DRIVE+V913_ZEROD_IMPLICIT_BACKSTRESS_V1
PF,Peak,v913_zeroD_sobol_0242980,1200.0,100.0,TARGET_RIGHT_CENSORED,19,1,0,1.0,26.327043210654633,52.33729058145556,52.33729058145556,52.33729058145556,,,5.263157894736841,4.143147460518555,99.99999999999999,26.327043757962205,6.940529463214422,7.885264039106444,0.15239062288355276,345892.63138481154,SOURCE_NORMALIZED_DRIVE+V913_ZEROD_IMPLICIT_BACKSTRESS_V1
PF,DBTT,v913_zeroD_sobol_0202500,300.0,100.0,TARGET_RIGHT_CENSORED,17,1,0,1.0,11.835684034627441,23.528948146364513,23.528948146364513,23.528948146364513,,,5.882352941176471,3.2784012931805058,99.99999999999999,13.353474637597065,1.0000000310694306,0.0005459973227071261,9.999896719245784,13098.721493861516,SOURCE_NORMALIZED_DRIVE+V913_ZEROD_IMPLICIT_BACKSTRESS_V1
PF,DBTT,v913_zeroD_sobol_0202500,600.0,100.0,TARGET_RIGHT_CENSORED,17,1,0,1.0,11.725865843558338,23.31063321706826,23.31063321706826,23.31063321706826,,,5.882352941176471,3.2784012931805058,99.99999999999999,13.210444564230407,1.0000000304304069,0.0005403532227396618,9.999898843451044,13098.721493861516,SOURCE_NORMALIZED_DRIVE+V913_ZEROD_IMPLICIT_BACKSTRESS_V1
PF,DBTT,v913_zeroD_sobol_0202500,900.0,100.0,TARGET_RIGHT_CENSORED,17,1,0,1.0,11.243712314152948,22.352127957991094,22.352127957991094,22.352127957991094,,,5.882352941176471,3.2784012931805058,99.99999999999999,12.645498274320074,1.000011558701043,0.010535153794371806,9.961796113873495,13098.721493861516,SOURCE_NORMALIZED_DRIVE+V913_ZEROD_IMPLICIT_BACKSTRESS_V1
PF,DBTT,v913_zeroD_sobol_0202500,1100.0,100.0,RIGHT_CENSORED_DRIVE_MAP_BOUND,3,3,2,0.3333333333333333,31.20924271002627,62.04294160465289,62.04294160465289,107.1697858240552,,,2.6243604948100843,2.2973400956248735,7.873081484430252,54.31595164323977,137.4373353807551,36.195360467940496,0.03320240764895553,11492.87631582114,SOURCE_NORMALIZED_DRIVE+V913_ZEROD_IMPLICIT_BACKSTRESS_V1
PF,DBTT,v913_zeroD_sobol_0202500,1200.0,100.0,RIGHT_CENSORED_DRIVE_MAP_BOUND,3,3,2,0.3333333333333333,30.143830869351415,59.92493812632241,59.92493812632241,102.75016383205231,,,2.6243604948100843,2.2973400956248735,7.873081484430252,52.07599219433432,126.41617442496236,34.70268405118314,0.03463053547601294,11492.876306398863,SOURCE_NORMALIZED_DRIVE+V913_ZEROD_IMPLICIT_BACKSTRESS_V1
