candidate_id,temperature_K,event_index,projected_extension_um,target_K_MPa_sqrt_m,predicted_K_MPa_sqrt_m,error_K_MPa_sqrt_m,absolute_error_K_MPa_sqrt_m
v912_targeted_local_peak_005518_0118,300.0,14,49.97566270502666,15.417747108249142,15.421126676306246,0.0033795680571042652,0.0033795680571042652
v912_targeted_local_peak_005518_0118,300.0,15,52.08183895673963,16.42363904738431,16.427239099842698,0.0036000524583883475,0.0036000524583883475
v912_targeted_local_peak_005518_0118,400.0,0,2.4335696912706477,17.155018764297107,17.164450010325343,0.009431246028235307,0.009431246028235307
v912_targeted_local_peak_005518_0118,400.0,1,8.269426255548096,17.43635938155282,17.442711434093304,0.006352052540485431,0.006352052540485431
v912_targeted_local_peak_005518_0118,400.0,2,10.566766351172998,18.378697138283485,18.38539190054792,0.0066947622644342175,0.0066947622644342175
v912_targeted_local_peak_005518_0118,400.0,3,14.803139908890111,18.413494264118224,18.420200467469197,0.006706203350972828,0.006706203350972828
v912_targeted_local_peak_005518_0118,400.0,4,18.914682684690003,19.455601825051627,19.462687559131933,0.007085734080305883,0.007085734080305883
v912_targeted_local_peak_005518_0118,400.0,5,22.411475066426803,17.830872947963975,17.837306121247824,0.006433173283848959,0.006433173283848959
v912_targeted_local_peak_005518_0118,400.0,6,24.691815553413075,21.990381942841765,21.998315817744484,0.007933874902718685,0.007933874902718685
v912_targeted_local_peak_005518_0118,400.0,7,30.977903897115535,21.295812420485905,21.303495698937095,0.007683278451189324,0.007683278451189324
v912_targeted_local_peak_005518_0118,400.0,8,33.17990391921708,22.495144267264333,22.50326024937529,0.008115982110957987,0.008115982110957987
v912_targeted_local_peak_005518_0118,400.0,9,38.150788292087455,22.95809449191314,22.96637749794694,0.008283006033799722,0.008283006033799722
v912_targeted_local_peak_005518_0118,400.0,10,40.0355875934535,21.861192535394647,21.869079791862717,0.007887256468070092,0.007887256468070092
v912_targeted_local_peak_005518_0118,400.0,11,41.92038689481954,21.922224873218667,21.930134148223292,0.007909275004625016,0.007909275004625016
v912_targeted_local_peak_005518_0118,400.0,12,44.09020610628318,23.87620162944613,23.884815874506263,0.00861424506013364,0.00861424506013364
v912_targeted_local_peak_005518_0118,400.0,13,47.46639350570406,19.28841893047156,19.295377946939027,0.006959016467465773,0.006959016467465773
v912_targeted_local_peak_005518_0118,400.0,14,49.97566270502666,18.012743224438772,18.019229249930312,0.006486025491540204,0.006486025491540204
v912_targeted_local_peak_005518_0118,400.0,15,52.08183895673963,19.187939085715797,19.194848269137125,0.00690918342132818,0.00690918342132818
v912_targeted_local_peak_005518_0118,500.0,0,2.4335696912706477,19.46813433570243,19.48542962711652,0.01729529141409003,0.01729529141409003
v912_targeted_local_peak_005518_0118,500.0,1,8.269426255548096,19.786740322815778,19.799253655835603,0.012513333019825268,0.012513333019825268
v912_targeted_local_peak_005518_0118,500.0,2,10.566766351172998,20.856101879770783,20.86929070919951,0.0131888294287279,0.0131888294287279
v912_targeted_local_peak_005518_0118,500.0,3,14.803139908890111,20.8955872682578,20.908799464405572,0.013212196147772914,0.013212196147772914
v912_targeted_local_peak_005518_0118,500.0,4,18.914682684690003,22.078168309018334,22.092128240427527,0.01395993140919316,0.01395993140919316
v912_targeted_local_peak_005518_0118,500.0,5,22.411475066426803,20.234329231251245,20.247039147326756,0.01270991607551153,0.01270991607551153
v912_targeted_local_peak_005518_0118,500.0,6,24.691815553413075,24.95450612207888,24.970180951208647,0.015674829129768142,0.015674829129768142
v912_targeted_local_peak_005518_0118,500.0,7,30.977903897115535,24.166314280808407,24.181494014254646,0.015179733446238686,0.015179733446238686
v912_targeted_local_peak_005518_0118,500.0,8,33.17990391921708,25.527306278338664,25.543340898778315,0.016034620439651093,0.016034620439651093
v912_targeted_local_peak_005518_0118,500.0,9,38.150788292087455,26.052658409597996,26.06902301956973,0.016364609971734723,0.016364609971734723
v912_targeted_local_peak_005518_0118,500.0,10,40.0355875934535,24.807903013247465,24.82348574721583,0.015582733968365403,0.015582733968365403
v912_targeted_local_peak_005518_0118,500.0,11,41.92038689481954,24.877162008993622,24.89278824581517,0.015626236821546513,0.015626236821546513
v912_targeted_local_peak_005518_0118,500.0,12,44.09020610628318,27.094518895884107,27.11153793276169,0.01701903687758133,0.01701903687758133
v912_targeted_local_peak_005518_0118,500.0,13,47.46639350570406,21.888340474601723,21.90208931828658,0.013748843684858514,0.013748843684858514
v912_targeted_local_peak_005518_0118,500.0,14,49.97566270502666,20.440693752653058,20.45351574738715,0.012821994734093067,0.012821994734093067
v912_targeted_local_peak_005518_0118,500.0,15,52.08183895673963,21.774295086885335,21.787953612693972,0.013658525808637023,0.013658525808637023
v912_targeted_local_peak_005518_0118,600.0,0,2.4335696912706477,21.728754419845774,21.73753493308127,0.008780513235496556,0.008780513235496556
v912_targeted_local_peak_005518_0118,600.0,1,8.269426255548096,22.08027614827175,22.085894786333473,0.005618638061722692,0.005618638061722692
v912_targeted_local_peak_005518_0118,600.0,2,10.566766351172998,23.27358914286018,23.27951097932279,0.005921836462608354,0.005921836462608354
v912_targeted_local_peak_005518_0118,600.0,3,14.803139908890111,23.3176489757514,23.323581055269383,0.005932079517982913,0.005932079517982913
v912_targeted_local_peak_005518_0118,600.0,4,18.914682684690003,24.63730603929695,24.643573839065525,0.0062677997685760545,0.0062677997685760545
v912_targeted_local_peak_005518_0118,600.0,5,22.411475066426803,22.579601718998912,22.58531196683978,0.0057102478408666,0.0057102478408666
v912_targeted_local_peak_005518_0118,600.0,6,24.691815553413075,27.846873641376757,27.853915949913056,0.007042308536298947,0.007042308536298947
v912_targeted_local_peak_005518_0118,600.0,7,30.977903897115535,26.96732592635214,26.974145798697958,0.006819872345818823,0.006819872345818823
v912_targeted_local_peak_005518_0118,600.0,8,33.17990391921708,28.486064543431834,28.493268494364894,0.00720395093306081,0.00720395093306081
v912_targeted_local_peak_005518_0118,600.0,9,38.150788292087455,29.072307931908654,29.07966013715918,0.007352205250526822,0.007352205250526822
v912_targeted_local_peak_005518_0118,600.0,10,40.0355875934535,27.683278388752065,27.69027931664725,0.007000927895184361,0.007000927895184361
v912_targeted_local_peak_005518_0118,600.0,11,41.92038689481954,27.76056488831637,27.767585360286493,0.007020471970122344,0.007020471970122344
v912_targeted_local_peak_005518_0118,600.0,12,44.09020610628318,30.23492589821031,30.242572119241167,0.007646221030856992,0.007646221030856992
v912_targeted_local_peak_005518_0118,600.0,13,47.46639350570406,24.425322124157212,24.43149912921452,0.006177005057306673,0.006177005057306673
v912_targeted_local_peak_005518_0118,600.0,14,49.97566270502666,22.80985904999421,22.81561817428494,0.00575912429073,0.00575912429073
v912_targeted_local_peak_005518_0118,600.0,15,52.08183895673963,24.29803056398905,24.304165422736542,0.006134858747490313,0.006134858747490313
v912_targeted_local_peak_005518_0118,700.0,0,2.4335696912706477,23.93053359774682,23.948812497773275,0.018278900026455602,0.018278900026455602
v912_targeted_local_peak_005518_0118,700.0,1,8.269426255548096,24.31863287301069,24.331786857368446,0.013153984357757054,0.013153984357757054
v912_targeted_local_peak_005518_0118,700.0,2,10.566766351172998,25.632915984557016,25.646780158708246,0.013864174151230202,0.013864174151230202
v912_targeted_local_peak_005518_0118,700.0,3,14.803139908890111,25.681441715404148,25.69533068120847,0.013888965804323306,0.013888965804323306
v912_targeted_local_peak_005518_0118,700.0,4,18.914682684690003,27.134877086784233,27.149552090014353,0.014675003230120609,0.014675003230120609
v912_targeted_local_peak_005518_0118,700.0,5,22.411475066426803,24.868660616788222,24.88193981018753,0.013279193399306166,0.013279193399306166
v912_targeted_local_peak_005518_0118,700.0,6,24.691815553413075,30.66991430736092,30.686291212368634,0.01637690500771427,0.01637690500771427
v912_targeted_local_peak_005518_0118,700.0,7,30.977903897115535,29.70120041792599,29.71706005207538,0.015859634149389734,0.015859634149389734
v912_targeted_local_peak_005518_0118,700.0,8,33.17990391921708,31.37390464239769,31.39065745400519,0.01675281160749975,0.01675281160749975
v912_targeted_local_peak_005518_0118,700.0,9,38.150788292087455,32.019579791942554,32.03667737345933,0.01709758151677221,0.01709758151677221
v912_targeted_local_peak_005518_0118,700.0,10,40.0355875934535,30.489734193853018,30.50601487912865,0.016280685275631868,0.016280685275631868
v912_targeted_local_peak_005518_0118,700.0,11,41.92038689481954,30.57485578683955,30.591181923516288,0.016326136676738656,0.016326136676738656
v912_targeted_local_peak_005518_0118,700.0,12,44.09020610628318,33.30006081490322,33.3178421352695,0.017781320366282216,0.017781320366282216
v912_targeted_local_peak_005518_0118,700.0,13,47.46639350570406,26.901495133116153,26.91585978898982,0.014364655873666976,0.014364655873666976
v912_targeted_local_peak_005518_0118,700.0,14,49.97566270502666,25.122256349563678,25.13565555385695,0.013399204293271794,0.013399204293271794
v912_targeted_local_peak_005518_0118,700.0,15,52.08183895673963,26.76129436542535,26.77556776021775,0.014273394792400751,0.014273394792400751
v912_targeted_local_peak_005518_0118,800.0,0,2.4335696912706477,26.129738501099958,26.138873840183496,0.009135339083538696,0.009135339083538696
v912_targeted_local_peak_005518_0118,800.0,1,8.269426255548096,26.550138565872352,26.55579644387791,0.005657878005557393,0.005657878005557393
v912_targeted_local_peak_005518_0118,800.0,2,10.566766351172998,27.985021041046252,27.990984252582777,0.005963211536524682,0.005963211536524682
v912_targeted_local_peak_005518_0118,800.0,3,14.803139908890111,28.037998040686603,28.04397160421419,0.0059735635275863785,0.0059735635275863785
v912_targeted_local_peak_005518_0118,800.0,4,18.914682684690003,29.624802174878898,29.631113806597487,0.006311631718588728,0.006311631718588728
v912_targeted_local_peak_005518_0118,800.0,5,22.411475066426803,27.150529526350006,27.15619058676589,0.005661060415885544,0.005661060415885544
v912_targeted_local_peak_005518_0118,800.0,6,24.691815553413075,33.48408773573324,33.49106938261465,0.006981646881406789,0.006981646881406789
v912_targeted_local_peak_005518_0118,800.0,7,30.977903897115535,32.42648774495422,32.43324887165296,0.006761126698734188,0.006761126698734188
v912_targeted_local_peak_005518_0118,800.0,8,33.17990391921708,34.25267396719756,34.259815864062006,0.007141896864446551,0.007141896864446551
v912_targeted_local_peak_005518_0118,800.0,9,38.150788292087455,34.95759420124098,34.964883075349995,0.007288874109015353,0.007288874109015353
v912_targeted_local_peak_005518_0118,800.0,10,40.0355875934535,33.28737485478314,33.29431547740001,0.006940622616873782,0.006940622616873782
v912_targeted_local_peak_005518_0118,800.0,11,41.92038689481954,33.38030693097778,33.387266929308694,0.0069599983309132085,0.0069599983309132085
v912_targeted_local_peak_005518_0118,800.0,12,44.09020610628318,36.35556807020743,36.3631484274489,0.007580357241465663,0.007580357241465663
v912_targeted_local_peak_005518_0118,800.0,13,47.46639350570406,29.369890420999006,29.376014218147752,0.00612379714874578,0.00612379714874578
v912_targeted_local_peak_005518_0118,800.0,14,49.97566270502666,27.42737699110636,27.43308760421115,0.00571061310478882,0.00571061310478882
v912_targeted_local_peak_005518_0118,800.0,15,52.08183895673963,29.216806758667452,29.222889941500153,0.006083182832700373,0.006083182832700373
v912_targeted_local_peak_005518_0118,900.0,0,2.4335696912706477,28.295558078224243,28.3125912306394,0.017033152415155683,0.017033152415155683
v912_targeted_local_peak_005518_0118,900.0,1,8.269426255548096,28.751522942806282,28.763469370885158,0.01194642807887547,0.01194642807887547
v912_targeted_local_peak_005518_0118,900.0,2,10.566766351172998,30.30537742792366,30.31796885627972,0.012591428356060419,0.012591428356060419
v912_targeted_local_peak_005518_0118,900.0,3,14.803139908890111,30.362746633015433,30.375360583945007,0.012613950929573292,0.012613950929573292
v912_targeted_local_peak_005518_0118,900.0,4,18.914682684690003,32.08111938097306,32.09444721055309,0.0133278295800352,0.0133278295800352
v912_targeted_local_peak_005518_0118,900.0,5,22.411475066426803,31.904936868646374,32.00380483799591,0.09886796934953423,0.09886796934953423
v912_targeted_local_peak_005518_0118,900.0,6,24.691815553413075,39.34758267809529,39.46951413886068,0.12193146076538852,0.12193146076538852
v912_targeted_local_peak_005518_0118,900.0,7,30.977903897115535,38.10478329611219,38.22286352911185,0.11808023299965953,0.11808023299965953
v912_targeted_local_peak_005518_0118,900.0,8,33.17990391921708,40.25075823805709,40.37548848067327,0.12473024261618093,0.12473024261618093
v912_targeted_local_peak_005518_0118,900.0,9,38.150788292087455,41.079119070968694,41.20641625946671,0.1272971884980123,0.1272971884980123
v912_targeted_local_peak_005518_0118,900.0,10,40.0355875934535,39.11642280915801,39.23763793598488,0.12121512682686841,0.12121512682686841
v912_targeted_local_peak_005518_0118,900.0,11,41.92038689481954,39.22562848396124,39.34718201928886,0.12155353532762092,0.12155353532762092
v912_targeted_local_peak_005518_0118,900.0,12,44.09020610628318,42.721896156884334,42.854284028395305,0.13238787151097142,0.13238787151097142
v912_targeted_local_peak_005518_0118,900.0,13,47.46639350570406,34.5129363254725,34.61988602920181,0.10694970372930612,0.10694970372930612
v912_targeted_local_peak_005518_0118,900.0,14,49.97566270502666,32.23007064163564,32.329946127979284,0.09987548634364174,0.09987548634364174
v912_targeted_local_peak_005518_0118,900.0,15,52.08183895673963,34.33283992578865,34.43923153425721,0.10639160846856299,0.10639160846856299
v912_targeted_local_peak_005518_0118,1000.0,0,2.4335696912706477,30.52668069811091,30.533870546769084,0.00718984865817518,0.00718984865817518
v912_targeted_local_peak_005518_0118,1000.0,1,8.269426255548096,31.007818183645757,31.0115012791162,0.0036830954704427654,0.0036830954704427654
v912_targeted_local_peak_005518_0118,1000.0,2,10.566766351172998,32.683611872424336,32.68749366758035,0.003881795156011947,0.003881795156011947
v912_targeted_local_peak_005518_0118,1000.0,3,14.803139908890111,32.74548263801431,32.74937076257552,0.0038881245612145676,0.0038881245612145676
v912_targeted_local_peak_005518_0118,1000.0,4,18.914682684690003,34.598705782806945,34.60281395071525,0.0041081679083063705,0.0041081679083063705
v912_targeted_local_peak_005518_0118,1000.0,5,22.411475066426803,45.284069829393346,45.29734466369138,0.013274834298037774,0.013274834298037774
v912_targeted_local_peak_005518_0118,1000.0,6,24.691815553413075,55.84774196201539,55.864113491049515,0.01637152903412442,0.01637152903412442
v912_targeted_local_peak_005518_0118,1000.0,7,30.977903897115535,54.08378250669861,54.099636934675495,0.0158544279768833,0.0158544279768833
v912_targeted_local_peak_005518_0118,1000.0,8,33.17990391921708,57.12965842308729,57.1464057353225,0.016747312235210643,0.016747312235210643
v912_targeted_local_peak_005518_0118,1000.0,9,38.150788292087455,58.30538709095881,58.3224790599262,0.01709196896739229,0.01709196896739229
v912_targeted_local_peak_005518_0118,1000.0,10,40.0355875934535,55.51964659740071,55.535921938285824,0.016275340885115952,0.016275340885115952
v912_targeted_local_peak_005518_0118,1000.0,11,41.92038689481954,55.67464696833717,55.690967745702956,0.016320777365784522,0.016320777365784522
v912_targeted_local_peak_005518_0118,1000.0,12,44.09020610628318,60.63705230802901,60.65482779139701,0.01777548336799839,0.01777548336799839
v912_targeted_local_peak_005518_0118,1000.0,13,47.46639350570406,48.985717229676894,49.000077174851675,0.014359945174781785,0.014359945174781785
v912_targeted_local_peak_005518_0118,1000.0,14,49.97566270502666,45.74554627242711,45.75895637504403,0.01341010261691622,0.01341010261691622
v912_targeted_local_peak_005518_0118,1000.0,15,52.08183895673963,48.73009850632602,48.74438351627115,0.014285009945126603,0.014285009945126603
v912_targeted_local_peak_005518_0118,1100.0,0,2.4335696912706477,32.94391728380274,32.95767923444169,0.013761950638951248,0.013761950638951248
v912_targeted_local_peak_005518_0118,1100.0,1,8.269426255548096,33.47025142128449,33.47632696572696,0.006075544442474268,0.006075544442474268
v912_targeted_local_peak_005518_0118,1100.0,2,10.566766351172998,45.792756275275856,45.94429367688667,0.15153740161081686,0.15153740161081686
v912_targeted_local_peak_005518_0118,1100.0,3,14.803139908890111,45.87942328663427,46.03124748489555,0.15182419826128069,0.15182419826128069
v912_targeted_local_peak_005518_0118,1100.0,4,18.914682684690003,48.475958753158224,48.63637540497074,0.1604166518125183,0.1604166518125183
v912_targeted_local_peak_005518_0118,1100.0,5,22.411475066426803,44.425428806018246,44.5724414411916,0.14701263517335406,0.14701263517335406
v912_targeted_local_peak_005518_0118,1100.0,6,24.691815553413075,54.78880087106694,54.97010797725682,0.18130710618988388,0.18130710618988388
v912_targeted_local_peak_005518_0118,1100.0,7,30.977903897115535,53.05828823326987,53.233868722784656,0.1755804895147861,0.1755804895147861
v912_targeted_local_peak_005518_0118,1100.0,8,33.17990391921708,56.046410639330205,56.23187942242326,0.18546878309305725,0.18546878309305725
v912_targeted_local_peak_005518_0118,1100.0,9,38.150788292087455,57.19984606337397,57.38913179176073,0.18928572838676416,0.18928572838676416
v912_targeted_local_peak_005518_0118,1100.0,10,40.0355875934535,54.466926596671954,54.6471685475864,0.18024195091444994,0.18024195091444994
v912_targeted_local_peak_005518_0118,1100.0,11,41.92038689481954,54.61898797261763,54.79973312375351,0.18074515113588063,0.18074515113588063
v912_targeted_local_peak_005518_0118,1100.0,12,44.09020610628318,59.4873000739586,59.6841554418768,0.19685536791819658,0.19685536791819658
v912_targeted_local_peak_005518_0118,1100.0,13,47.46639350570406,48.05688847499383,48.21591832488945,0.1590298498956173,0.1590298498956173
v912_targeted_local_peak_005518_0118,1100.0,14,49.97566270502666,44.87815509897864,45.026665883810445,0.14851078483180657,0.14851078483180657
v912_targeted_local_peak_005518_0118,1100.0,15,52.08183895673963,47.80611659434934,47.96431658807964,0.15819999373029958,0.15819999373029958
v912_targeted_local_peak_005518_0118,1200.0,0,2.4335696912706477,35.25074874862068,35.25291640008713,0.002167651466450593,0.002167651466450593
v912_targeted_local_peak_005518_0118,1200.0,1,8.269426255548096,37.09820663945864,37.04097237337331,-0.05723426608533089,0.05723426608533089
v912_targeted_local_peak_005518_0118,1200.0,2,10.566766351172998,53.84472798807985,53.63769678478054,-0.2070312032993158,0.2070312032993158
v912_targeted_local_peak_005518_0118,1200.0,3,14.803139908890111,53.94663409029955,53.73921105964306,-0.2074230306564857,0.2074230306564857
v912_targeted_local_peak_005518_0118,1200.0,4,18.914682684690003,56.99973149930694,56.780569407796214,-0.21916209151072508,0.21916209151072508
v912_targeted_local_peak_005518_0118,1200.0,5,22.411475066426803,52.23697639925991,52.036126942474965,-0.20084945678494392,0.20084945678494392
v912_targeted_local_peak_005518_0118,1200.0,6,24.691815553413075,64.4225925316002,64.17488978020144,-0.2477027513987622,0.2477027513987622
v912_targeted_local_peak_005518_0118,1200.0,7,30.977903897115535,62.387795099826796,62.14791607420688,-0.23987902561991348,0.23987902561991348
v912_targeted_local_peak_005518_0118,1200.0,8,33.17990391921708,65.90133416118879,65.64794569205584,-0.25338846913294333,0.25338846913294333
v912_targeted_local_peak_005518_0118,1200.0,9,38.150788292087455,67.2575839516875,66.99898074379948,-0.25860320788801516,0.25860320788801516
v912_targeted_local_peak_005518_0118,1200.0,10,40.0355875934535,64.04412144781702,63.79787389761216,-0.24624755020485622,0.24624755020485622
v912_targeted_local_peak_005518_0118,1200.0,11,41.92038689481954,64.22292053908501,63.975985511137246,-0.24693502794776379,0.24693502794776379
v912_targeted_local_peak_005518_0118,1200.0,12,44.09020610628318,69.9472525481292,69.6783076497087,-0.26894489842050007,0.26894489842050007
v912_targeted_local_peak_005518_0118,1200.0,13,47.46639350570406,56.50697393056427,56.28970646309553,-0.21726746746874426,0.21726746746874426
v912_targeted_local_peak_005518_0118,1200.0,14,49.97566270502666,52.7693078029538,52.56641153882364,-0.20289626413016038,0.20289626413016038
v912_targeted_local_peak_005518_0118,1200.0,15,52.08183895673963,56.21210755472696,55.99597383730006,-0.21613371742689935,0.21613371742689935
v912_targeted_local_peak_013476_0162,300.0,0,2.4335696912706477,14.680218582620581,14.685695095864272,0.005476513243690917,0.005476513243690917
v912_targeted_local_peak_013476_0162,300.0,1,8.269426255548096,14.924138629492605,14.927484381975255,0.0033457524826498997,0.0033457524826498997
v912_targeted_local_peak_013476_0162,300.0,2,10.566766351172998,15.73070747889833,15.73423348629667,0.003526007398340525,0.003526007398340525
v912_targeted_local_peak_013476_0162,300.0,3,14.803139908890111,15.760496238567343,15.764027683427853,0.0035314448605099358,0.0035314448605099358
v912_targeted_local_peak_013476_0162,300.0,4,18.914682684690003,16.65245800060324,16.656189301007863,0.003731300404623994,0.003731300404623994
v912_targeted_local_peak_013476_0162,300.0,5,22.411475066426803,15.262041088498547,15.265398288842468,0.003357200343920397,0.003357200343920397
v912_targeted_local_peak_013476_0162,300.0,6,24.691815553413075,18.822304087636574,18.826444439923844,0.004140352287269167,0.004140352287269167
v912_targeted_local_peak_013476_0162,300.0,7,30.977903897115535,18.227798792476065,18.23180836730811,0.004009574832043228,0.004009574832043228
v912_targeted_local_peak_013476_0162,300.0,8,33.17990391921708,19.254347073959384,19.2585824578001,0.004235383840715201,0.004235383840715201
v912_targeted_local_peak_013476_0162,300.0,9,38.150788292087455,19.65060167909259,19.65492422412785,0.004322545035261527,0.004322545035261527
v912_targeted_local_peak_013476_0162,300.0,10,40.0355875934535,18.71172657307816,18.715842593200193,0.0041160201220336035,0.0041160201220336035
v912_targeted_local_peak_013476_0162,300.0,11,41.92038689481954,18.763966198043526,18.768093708124024,0.0041275100804973874,0.0041275100804973874
v912_targeted_local_peak_013476_0162,300.0,12,44.09020610628318,20.436440321790432,20.440935724792773,0.004495403002341192,0.004495403002341192
v912_targeted_local_peak_013476_0162,300.0,13,47.46639350570406,16.509603555338302,16.51323516201003,0.003631606671728349,0.003631606671728349
v912_targeted_local_peak_013476_0162,300.0,14,49.97566270502666,15.417755539503622,15.421134584716688,0.0033790452130659787,0.0033790452130659787
v912_targeted_local_peak_013476_0162,300.0,15,52.08183895673963,16.42364802870991,16.427247524213232,0.003599495503323169,0.003599495503323169
v912_targeted_local_peak_013476_0162,400.0,0,2.4335696912706477,17.15683260978076,17.165841559756068,0.00900894997530699,0.00900894997530699
v912_targeted_local_peak_013476_0162,400.0,1,8.269426255548096,17.437831932954623,17.443845130749118,0.006013197794494829,0.006013197794494829
v912_targeted_local_peak_013476_0162,400.0,2,10.566766351172998,18.380249200051544,18.386586815418973,0.006337615367428384,0.006337615367428384
v912_targeted_local_peak_013476_0162,400.0,3,14.803139908890111,18.41504912109279,18.42139754423241,0.006348423139620252,0.006348423139620252
v912_targeted_local_peak_013476_0162,400.0,4,18.914682684690003,19.457244678458313,19.463952383937638,0.006707705479325199,0.006707705479325199
v912_targeted_local_peak_013476_0162,400.0,5,22.411475066426803,17.832372174255408,17.838460648515333,0.006088474259925647,0.006088474259925647
v912_targeted_local_peak_013476_0162,400.0,6,24.691815553413075,21.992230902163996,21.999739668144013,0.007508765980016818,0.007508765980016818
v912_targeted_local_peak_013476_0162,400.0,7,30.977903897115535,21.297602980143065,21.30487457680237,0.007271596659304436,0.007271596659304436
v912_targeted_local_peak_013476_0162,400.0,8,33.17990391921708,22.49703566717808,22.504716782512855,0.007681115334776223,0.007681115334776223
v912_targeted_local_peak_013476_0162,400.0,9,38.150788292087455,22.960024816844847,22.96786400654244,0.007839189697595117,0.007839189697595117
v912_targeted_local_peak_013476_0162,400.0,10,40.0355875934535,21.863030632410332,21.870495277394863,0.007464644984530366,0.007464644984530366
v912_targeted_local_peak_013476_0162,400.0,11,41.92038689481954,21.924068101853326,21.931553585523133,0.00748548366980728,0.00748548366980728
v912_targeted_local_peak_013476_0162,400.0,12,44.09020610628318,23.878209149155786,23.88636182941522,0.008152680259431833,0.008152680259431833
v912_targeted_local_peak_013476_0162,400.0,13,47.46639350570406,19.290040707181397,19.29662684807519,0.006586140893791281,0.006586140893791281
v912_targeted_local_peak_013476_0162,400.0,14,49.97566270502666,18.014256011236476,18.020394270580486,0.006138259344009356,0.006138259344009356
v912_targeted_local_peak_013476_0162,400.0,15,52.08183895673963,19.189550569900838,19.19608929821559,0.006538728314751552,0.006538728314751552
v912_targeted_local_peak_013476_0162,500.0,0,2.4335696912706477,19.487772628570244,19.50145784250669,0.013685213936444285,0.013685213936444285
v912_targeted_local_peak_013476_0162,500.0,1,8.269426255548096,19.802869273739258,19.812566694363333,0.009697420624075193,0.009697420624075193
v912_targeted_local_peak_013476_0162,500.0,2,10.566766351172998,20.873101853689857,20.883322756764787,0.010220903074930732,0.010220903074930732
v912_targeted_local_peak_013476_0162,500.0,3,14.803139908890111,20.912618134591582,20.92285713311899,0.01023899852740584,0.01023899852740584
v912_targeted_local_peak_013476_0162,500.0,4,18.914682684690003,22.096163030380616,22.106981497481918,0.010818467101302076,0.010818467101302076
v912_targeted_local_peak_013476_0162,500.0,5,22.411475066426803,20.25081122566571,20.260653287743075,0.009842062077364488,0.009842062077364488
v912_targeted_local_peak_013476_0162,500.0,6,24.691815553413075,24.974832964928353,24.98697093947186,0.012137974543506402,0.012137974543506402
v912_targeted_local_peak_013476_0162,500.0,7,30.977903897115535,24.18599909719453,24.197753688151558,0.01175459095702891,0.01175459095702891
v912_targeted_local_peak_013476_0162,500.0,8,33.17990391921708,25.54809969891293,25.560516280611072,0.012416581698140305,0.012416581698140305
v912_targeted_local_peak_013476_0162,500.0,9,38.150788292087455,26.073879758852854,26.08655187083097,0.012672111978115908,0.012672111978115908
v912_targeted_local_peak_013476_0162,500.0,10,40.0355875934535,24.828110439517182,24.840177097289757,0.012066657772574985,0.012066657772574985
v912_targeted_local_peak_013476_0162,500.0,11,41.92038689481954,24.897425850572763,24.909526194979282,0.012100344406519525,0.012100344406519525
v912_targeted_local_peak_013476_0162,500.0,12,44.09020610628318,27.116588898812083,27.12976777262781,0.01317887381572902,0.01317887381572902
v912_targeted_local_peak_013476_0162,500.0,13,47.46639350570406,21.90616974876124,21.91681631282803,0.01064656406678921,0.01064656406678921
v912_targeted_local_peak_013476_0162,500.0,14,49.97566270502666,20.457327693123077,20.467256259006998,0.009928565883921436,0.009928565883921436
