dataset,candidate_id,temperature_K,status,scale_K_geometry_scale,scale_reference_source_area_scale,scale_emission_geometry_scale,scale_activation_to_line_content_scale,scale_persistent_backstress_scale,scale_blunting_slip_fraction_scale,scale_translation_action_exponent,target_K_first_MPa_sqrt_m,predicted_K_first_MPa_sqrt_m,error_K_first_MPa_sqrt_m,absolute_error_K_first_MPa_sqrt_m,target_K_10um_MPa_sqrt_m,predicted_K_10um_MPa_sqrt_m,error_K_10um_MPa_sqrt_m,absolute_error_K_10um_MPa_sqrt_m,target_K_25um_MPa_sqrt_m,predicted_K_25um_MPa_sqrt_m,error_K_25um_MPa_sqrt_m,absolute_error_K_25um_MPa_sqrt_m,target_K_50um_MPa_sqrt_m,predicted_K_50um_MPa_sqrt_m,error_K_50um_MPa_sqrt_m,absolute_error_K_50um_MPa_sqrt_m,target_max_backstress_GPa,predicted_max_backstress_GPa,error_max_backstress_GPa,target_min_front_width_um,predicted_min_front_width_um,error_min_front_width_um,target_max_tip_radius_um,predicted_max_tip_radius_um,error_max_tip_radius_um
final,v912_targeted_local_peak_013476_0162,300.0,complete,1.0,1.0,1.0,1.0,1.0,1.0,0.95,14.680218582620581,14.685695095864272,0.005476513243690917,0.005476513243690917,15.73070747889833,15.73423348629667,0.003526007398340525,0.003526007398340525,18.227798792476065,18.23180836730811,0.004009574832043228,0.004009574832043228,16.42364802870991,16.427247524213232,0.003599495503323169,0.003599495503323169,0.005811050442665579,0.005785426153549029,-2.562428911654941e-05,9.987890968264475,9.987996082417604,0.00010511415312919326,1.0000017582329652,1.0000017429428565,-1.5290108734689056e-08
final,v912_targeted_local_peak_013476_0162,400.0,complete,1.0,1.0,1.0,1.0,1.0,1.0,0.95,17.15683260978076,17.165841559756068,0.00900894997530699,0.00900894997530699,18.380249200051544,18.386586815418973,0.006337615367428384,0.006337615367428384,21.297602980143065,21.30487457680237,0.007271596659304436,0.007271596659304436,19.189550569900838,19.19608929821559,0.006538728314751552,0.006538728314751552,0.060189198410796126,0.059796856400588426,-0.00039234201020769965,8.769244945450504,8.782509316402793,0.013264370952288829,1.0002176915856167,1.0002148471692889,-2.8444163278074086e-06
final,v912_targeted_local_peak_013476_0162,500.0,complete,1.0,1.0,1.0,1.0,1.0,1.0,0.95,19.487772628570244,19.50145784250669,0.013685213936444285,0.013685213936444285,20.873101853689857,20.883322756764787,0.010220903074930732,0.010220903074930732,24.18599909719453,24.197753688151558,0.01175459095702891,0.01175459095702891,21.792014261895147,21.80259058564557,0.010576323750424166,0.010576323750424166,0.16489209702101468,0.1645489603519403,-0.0003431366690743731,5.000370480021482,5.010362371482795,0.009991891461313074,1.0021736171829132,1.0021620688696813,-1.1548313231912744e-05
final,v912_targeted_local_peak_013476_0162,600.0,complete,1.0,1.0,1.0,1.0,1.0,1.0,0.95,21.774722100637344,21.793691626478893,0.018969525841548318,0.018969525841548318,23.3150929764812,23.330161451108662,0.01506847462746208,0.01506847462746208,27.01681203611088,27.033737043564642,0.0169250074537608,0.0169250074537608,24.342586652191393,24.357820530936714,0.01523387874532034,0.01523387874532034,0.4289350920064089,0.4099455495683549,-0.018989542438054008,1.95114210385838,2.0376075695657807,0.08646546570740066,1.018311059911156,1.0167297820589343,-0.0015812778522217297
final,v912_targeted_local_peak_013476_0162,700.0,complete,1.0,1.0,1.0,1.0,1.0,1.0,0.95,24.05092526970718,24.064612154952872,0.013686885245693503,0.013686885245693503,25.741227116390398,25.754030086003674,0.01280296961327565,0.01280296961327565,37.4095856648231,37.37444025468814,-0.035145410134958865,0.035145410134958865,33.706459001134185,33.67479258146133,-0.03166641967285244,0.03166641967285244,2.7876704821317766,2.7991318523586544,0.011461370226877765,0.31198327303448736,0.3106803778622341,-0.0013028951722532378,1.7541919827390842,1.7500678865848145,-0.004124096154269674
final,v912_targeted_local_peak_013476_0162,800.0,complete,1.0,1.0,1.0,1.0,1.0,1.0,0.95,26.315746838282912,26.296727410727456,-0.019019427555456048,0.019019427555456048,28.158892628707765,28.140519937958025,-0.018372690749739462,0.018372690749739462,45.767786932055365,45.3882888943215,-0.3794980377338675,0.3794980377338675,41.237292656364744,40.89536063357037,-0.3419320227943743,0.3419320227943743,3.451228830016503,3.4885081538430045,0.037279323826501454,0.2513378532992136,0.24858982244429734,-0.0027480308549162613,2.2126976520534525,2.1719591200643977,-0.04073853198905475
final,v912_targeted_local_peak_013476_0162,900.0,complete,1.0,1.0,1.0,1.0,1.0,1.0,0.95,28.56375467603589,28.52391552994388,-0.039839146092010225,0.039839146092010225,30.56115633214712,30.523416587175035,-0.03773974497208599,0.03773974497208599,54.493659322960525,53.87499004797937,-0.6186692749811584,0.6186692749811584,49.099402142804045,48.54197413645561,-0.557428006348438,0.557428006348438,4.05798551884333,4.084274859680794,0.02628934083746426,0.21339198002442977,0.21201424321779308,-0.0013777368066366924,2.6632980157664834,2.6114702021137908,-0.05182781365269262
final,v912_targeted_local_peak_013476_0162,1000.0,complete,1.0,1.0,1.0,1.0,1.0,1.0,0.95,30.78472072303605,30.747209547911602,-0.037511175124446794,0.037511175124446794,32.94563779401223,40.955917665277035,8.010279871264807,8.010279871264807,46.85656509257096,47.72522214402026,0.8686570514492971,0.8686570514492971,42.21829406469837,43.000963861367076,0.7826697966687064,0.7826697966687064,2.8865115008241453,3.0251929154977795,0.13868141467363415,0.29896036796588177,0.28603349250228083,-0.01292687546360094,1.8088322438728492,1.8850307754119402,0.07619853153909095
final,v912_targeted_local_peak_013476_0162,1100.0,complete,1.0,1.0,1.0,1.0,1.0,1.0,0.95,33.00385304536116,32.976330858056166,-0.027522187304995782,0.027522187304995782,46.62388045594414,46.65226371689253,0.028383260948388056,0.028383260948388056,54.021279538402574,54.054166108415416,0.03288657001284179,0.03288657001284179,48.67378262661144,48.70341378872068,0.029631162109239995,0.029631162109239995,3.3772005234958327,3.37629823658655,-0.0009022869092825125,0.25602721838878184,0.2560445221412833,1.730375250147409e-05,2.104814462203299,2.1046681318291234,-0.00014633037417555173
final,v912_targeted_local_peak_013476_0162,1200.0,complete,1.0,1.0,1.0,1.0,1.0,1.0,0.95,35.217059043994894,35.209424045541134,-0.0076349984537600335,0.0076349984537600335,52.2208355809788,52.259236977748785,0.03840139676998433,0.03840139676998433,60.50625404337422,60.550748238203695,0.044494194829475475,0.044494194829475475,54.51681783166398,54.55690759471273,0.04008976304875489,0.04008976304875489,3.69690418952857,3.697509958695362,0.0006057691667917808,0.23379530028424975,0.23372661883504645,-6.868144920330055e-05,2.32506808301922,2.3258486479234817,0.0007805649042618157
final,v912_targeted_local_peak_013476_0314,300.0,complete,1.0,1.0,1.0,1.0,1.0,1.0,0.95,14.681448903096454,14.686858816971018,0.005409913874563799,0.005409913874563799,15.731751942940049,15.735211787787616,0.0034598448475673393,0.0034598448475673393,18.229000413547208,18.232933427360187,0.003933013812979169,0.003933013812979169,16.42472911592615,16.428259769203933,0.0035306532777816813,0.0035306532777816813,0.05804878806204935,0.0577464873799286,-0.0003023006821207472,8.793670719331521,8.805399412663874,0.011728693332353046,1.0002124636797134,1.0002099688066826,-2.494873030833844e-06
final,v912_targeted_local_peak_013476_0314,400.0,complete,1.0,1.0,1.0,1.0,1.0,1.0,0.95,17.176321569293176,17.18285448961488,0.006532920321703273,0.006532920321703273,18.39721232466281,18.40141619513888,0.004203870476068516,0.004203870476068516,21.317173631238266,21.321981852530833,0.004808221292567083,0.004808221292567083,19.207165299377476,19.211487341034672,0.004322041657196962,0.004322041657196962,0.18502461385257693,0.1842047041913324,-0.0008199096612445389,4.489792464087265,4.507108979219243,0.017316515131978072,1.0028702862003103,1.002842715206366,-2.7570993944348032e-05
final,v912_targeted_local_peak_013476_0314,500.0,complete,1.0,1.0,1.0,1.0,1.0,1.0,0.95,19.534933426858178,19.545209960639024,0.010276533780846364,0.010276533780846364,20.91558428714735,20.923087832093902,0.007503544946551699,0.007503544946551699,24.23520692508199,24.243816029680215,0.00860910459822506,0.00860910459822506,21.836316560925525,21.844062510639393,0.0077459497138683275,0.0077459497138683275,0.30165647900365494,0.3004036197133414,-0.001252859290313546,2.873137117017188,2.885037289582613,0.01190017256542486,1.0080541128026816,1.0079818407945953,-7.227200808634926e-05
final,v912_targeted_local_peak_013476_0314,600.0,complete,1.0,1.0,1.0,1.0,1.0,1.0,0.95,21.811264224737904,21.827028577450527,0.015764352712622554,0.015764352712622554,23.34972557143672,23.362158594039872,0.012433022603151045,0.012433022603151045,32.422768524206006,32.45272741246656,0.02995888826055193,0.02995888826055193,29.213280486485186,29.240273774299812,0.0269932878146264,0.0269932878146264,2.4942518706511665,2.504773741484906,0.010521870833739566,0.34876952446820114,0.3472742288080133,-0.0014952956601878564,1.595034492240882,1.600175732419911,0.005141240179029172
final,v912_targeted_local_peak_013476_0314,700.0,complete,1.0,1.0,1.0,1.0,1.0,1.0,0.95,24.070801725152606,24.07903350146487,0.008231776312264572,0.008231776312264572,25.764338615522913,25.76989456493293,0.005555949410016581,0.005555949410016581,39.78396186552121,39.75608164233084,-0.027880223190372533,0.027880223190372533,35.845798750285354,35.82067834602954,-0.025120404255815743,0.025120404255815743,3.1829848437960093,3.196056737172667,0.013071893376657595,0.2724404661772009,0.2713270165064428,-0.0011134496707581043,1.9934335547389717,1.9836524950117016,-0.009781059727270058
final,v912_targeted_local_peak_013476_0314,800.0,complete,1.0,1.0,1.0,1.0,1.0,1.0,0.95,26.346114996638565,26.312704519168744,-0.03341047746982184,0.03341047746982184,28.191176106250072,28.15988452766151,-0.031291578588561464,0.031291578588561464,47.95691582866878,47.478880874201856,-0.4780349544669207,0.4780349544669207,43.209722494215846,42.779007597560216,-0.4307148966556298,0.4307148966556298,3.7375158897672525,3.777827728747166,0.04031183897991353,0.23168283007393045,0.2291973127735376,-0.002485517300392842,2.426939840113827,2.3787971307477944,-0.04814270936603249
final,v912_targeted_local_peak_013476_0314,900.0,complete,1.0,1.0,1.0,1.0,1.0,1.0,0.95,28.60493046619389,28.54280869550137,-0.06212177069251723,0.06212177069251723,30.605725707143336,30.549213281387086,-0.056512425756249485,0.056512425756249485,56.22504136306109,55.626953316632004,-0.5980880464290834,0.5980880464290834,50.6593968977483,50.1205128105627,-0.5388840871856004,0.5388840871856004,4.268263331158562,4.295636275487598,0.02737294432903603,0.20269168771900858,0.20139737138699826,-0.0012943163320103257,2.8487439214606662,2.78592751995433,-0.06281640150633638
final,v912_targeted_local_peak_013476_0314,1000.0,complete,1.0,1.0,1.0,1.0,1.0,1.0,0.95,30.815086963967293,30.769197845804136,-0.04588911816315644,0.04588911816315644,42.06335878904277,42.18451409930571,0.12115531026293525,0.12115531026293525,48.75182853423964,48.8776644083554,0.12583587411575792,0.12583587411575792,43.92594781168363,44.03932734562416,0.11337953394053102,0.11337953394053102,3.1621261705798753,3.165119223670286,0.0029930530904107577,0.2734038208555436,0.27311173260981164,-0.00029208824573195846,1.9676969007864464,1.9708292189774232,0.0031323181909768127
final,v912_targeted_local_peak_013476_0314,1100.0,complete,1.0,1.0,1.0,1.0,1.0,1.0,0.95,33.030610794325476,32.99970506399799,-0.030905730327482672,0.030905730327482672,47.31650072865341,47.42462185035632,0.10812112170290789,0.10812112170290789,54.82379174544937,54.94906747755774,0.12527573210837062,0.12527573210837062,49.39685518066142,49.509730020332626,0.11287483967120693,0.11287483967120693,3.4713781569011313,3.48139554388377,0.010017386982638765,0.24895385191317723,0.24819606929215335,-0.0007577826210238836,2.1685261114634944,2.1756829035818237,0.007156792118329314
final,v912_targeted_local_peak_013476_0314,1200.0,complete,1.0,1.0,1.0,1.0,1.0,1.0,0.95,35.25391302957826,35.2327029457959,-0.021210083782357003,0.021210083782357003,52.73591566591056,52.8070358171225,0.07112015121193593,0.07112015121193593,61.10305733090865,61.18546147564738,0.08240414473873159,0.08240414473873159,55.05454432802589,55.12879138371655,0.07424705569066248,0.07424705569066248,3.7602565003207684,3.7636181649420806,0.003361664621312155,0.22978259728936135,0.2295786747676265,-0.00020392252173484504,2.371777425388859,2.374217783560157,0.0024403581712979516
final,v912_targeted_local_peak_013476_0368,300.0,complete,1.0,1.0,1.0,1.0,1.0,1.0,0.95,14.68020835485743,14.685685402453723,0.005477047596293971,0.005477047596293971,15.73069880910801,15.734225351171098,0.0035265420630885558,0.0035265420630885558,18.2277888109178,18.23179900403068,0.004010193112879534,0.004010193112879534,16.423639048438048,16.427239099842698,0.0036000514046499177,0.0036000514046499177,6.222595678058574e-05,0.0,-6.222595678058574e-05,9.999998588897359,10.0,1.4111026409580063e-06,1.0000000002045204,1.0,-2.04520400615138e-10
final,v912_targeted_local_peak_013476_0368,400.0,complete,1.0,1.0,1.0,1.0,1.0,1.0,0.95,17.155031491623763,17.164462513832547,0.009431022208783446,0.009431022208783446,18.378708082325634,18.38540262199311,0.006694539667474686,0.006694539667474686,21.29582508734583,21.303508104112527,0.007683016766698358,0.007683016766698358,19.187950485744526,19.194859434139435,0.006908948394908521,0.006908948394908521,0.006079635631481128,0.00604501479291051,-3.462083857061742e-05,9.986524647024906,9.986676003250693,0.00015135622578732466,1.0000019570246317,1.0000019349991767,-2.2025455015395323e-08
final,v912_targeted_local_peak_013476_0368,500.0,complete,1.0,1.0,1.0,1.0,1.0,1.0,0.95,19.47097604133512,19.487784694458746,0.01680865312362556,0.01680865312362556,20.85853720405152,20.87133199737935,0.0127947933278314,0.0127947933278314,24.169138412166692,24.183862807898397,0.014724395731704476,0.014724395731704476,21.776837080747548,21.790085912371122,0.013248831623574375,0.013248831623574375,0.07216071178710463,0.07182316716706803,-0.0003375446200366006,8.207513838734336,8.25380416947324,0.04629033073890376,1.0003510999984886,1.0003390670811008,-1.2032917387827524e-05
final,v912_targeted_local_peak_013476_0368,600.0,complete,1.0,1.0,1.0,1.0,1.0,1.0,0.95,21.76047867582752,21.769034751006767,0.008556075179246392,0.008556075179246392,23.30183139872485,23.30754487387519,0.005713475150340486,0.005713475150340486,27.000526778747847,27.00694616227721,0.0064193835293622215,0.0064193835293622215,24.327921978990577,24.333696685161232,0.0057747061706550085,0.0057747061706550085,0.2754279217708823,0.27484057928784666,-0.0005873424830356577,2.9565933682762466,2.962308032244027,0.005714663967780531,1.0075655065011115,1.0075335517253408,-3.195477577078165e-05
final,v912_targeted_local_peak_013476_0368,700.0,complete,1.0,1.0,1.0,1.0,1.0,1.0,0.95,24.047733823116985,24.062060948074947,0.014327124957961956,0.014327124957961956,25.73810330616067,25.7515066993609,0.013403393200228209,0.013403393200228209,37.16209785007508,37.14502729601402,-0.017070554061056953,0.017070554061056953,33.48346968740816,33.468088917013546,-0.015380770394614274,0.015380770394614274,2.7459854261868744,2.7583562312096244,0.012370805022750009,0.31684037820506705,0.3153841716712149,-0.0014562065338521446,1.7298693988964613,1.7278395191204738,-0.002029879775987453
final,v912_targeted_local_peak_013476_0368,800.0,complete,1.0,1.0,1.0,1.0,1.0,1.0,0.95,26.326702142799537,26.30376410045387,-0.022938042345668208,0.022938042345668208,28.17060950109958,28.148707353983394,-0.021902147116186654,0.021902147116186654,46.6730184456297,46.336069449673644,-0.33694899595605676,0.33694899595605676,42.052916464674645,41.749321608643015,-0.30359485603162994,0.30359485603162994,3.5865336571214668,3.6201682627063922,0.03363460558492548,0.24165206342303047,0.23937345377145505,-0.0022786096515754195,2.306459709443238,2.2639989764145145,-0.04246073302872366
final,v912_targeted_local_peak_013476_0368,900.0,complete,1.0,1.0,1.0,1.0,1.0,1.0,0.95,28.60878234963409,28.545464751367057,-0.06331759826703376,0.06331759826703376,30.61013208694005,30.553134428908567,-0.05699765803148438,0.05699765803148438,56.45861173006284,55.82005863172092,-0.638553098341923,0.638553098341923,50.86984643401125,50.2945028784469,-0.575343555564352,0.575343555564352,4.298106337436492,4.317606288615787,0.01949995117929504,0.20127890775489393,0.2003574934055941,-0.0009214143492998206,2.872777689831814,2.8045215002422865,-0.0682561895895275
final,v912_targeted_local_peak_013476_0368,1000.0,complete,1.0,1.0,1.0,1.0,1.0,1.0,0.95,30.834352964685333,30.788939270655497,-0.045413694029836194,0.045413694029836194,42.894947241706014,42.95713750207004,0.06219026036402653,0.06219026036402653,49.70071029284361,49.77276701893209,0.07205672608848346,0.07205672608848346,44.78090098331215,44.84582489803927,0.06492391472711745,0.06492391472711745,3.2788892138974046,3.2823953165307476,0.0035061026333429446,0.26351896065930386,0.26321868687187644,-0.0003002737874274186,2.042462622941523,2.0452331549549005,0.0027705320133777356
final,v912_targeted_local_peak_013476_0368,1100.0,complete,1.0,1.0,1.0,1.0,1.0,1.0,0.95,33.05020159530656,33.02315532084825,-0.0270462744583142,0.0270462744583142,48.24468700296672,48.27695740898351,0.03227040601679221,0.03227040601679221,55.89925693160914,55.93665787420714,0.03740094259800486,0.03740094259800486,50.365861448877695,50.399560111626016,0.03369866274832134,0.03369866274832134,3.600854757269821,3.5893563834828335,-0.011498373786987592,0.2398746042370252,0.24066136777815325,0.0007867635411280549,2.258715321626696,2.250498705283625,-0.008216616343070804
final,v912_targeted_local_peak_013476_0368,1200.0,complete,1.0,1.0,1.0,1.0,1.0,1.0,0.95,35.272527539230644,35.25291640008706,-0.01961113914358492,0.01961113914358492,53.59492064539075,53.54920638622956,-0.04571425916119409,0.04571425916119409,62.0983530349353,62.04538568649206,-0.05296734844323936,0.05296734844323936,55.951316988212426,55.90359280102211,-0.0477241871903189,0.0477241871903189,3.8522055017947494,3.843801487780289,-0.008404014014460337,0.2242441586020193,0.22472159784295925,0.0004774392409399586,2.4404115975139686,2.4342954252496596,-0.00611617226430905
final,v912_targeted_local_plateau_010759_0403,300.0,complete,1.0,1.0,1.0,1.0,1.0,1.0,0.95,14.680208874710285,14.685685402453723,0.005476527743438098,0.005476527743438098,15.730699242734657,15.734225351171098,0.0035261084364410777,0.0035261084364410777,18.227789310785468,18.23179900403068,0.004009693245212276,0.004009693245212276,16.42363949816379,16.427239099842698,0.0035996016789070495,0.0035996016789070495,0.0009324556473715294,0.0,-0.0009324556473715294,9.999677849036289,10.0,0.000322150963711465,1.0000001036356283,1.0,-1.036356283012907e-07
final,v912_targeted_local_plateau_010759_0403,400.0,complete,1.0,1.0,1.0,1.0,1.0,1.0,0.95,17.158531450082265,17.167022325742437,0.008490875660172037,0.008490875660172037,18.381697049504517,18.3876031570958,0.005906107591282961,0.005906107591282961,21.299272051547398,21.30604643815846,0.006774386611063221,0.006774386611063221,19.191052732678024,19.197144015019106,0.006091282341081694,0.006091282341081694,0.07764899838331983,0.07737134965666005,-0.00027764872665977935,8.02495941707393,8.038309674605994,0.013350257532064091,1.000400980129189,1.0003968664961396,-4.113633049529497e-06
final,v912_targeted_local_plateau_010759_0403,500.0,complete,1.0,1.0,1.0,1.0,1.0,1.0,0.95,19.532748225559665,19.54697052026282,0.01422229470315628,0.01422229470315628,20.913693582189914,20.924742236753303,0.011048654563388993,0.011048654563388993,24.233053589923077,24.245739362534486,0.012685772611408908,0.012685772611408908,21.834377939605268,21.845794389621638,0.011416450016369595,0.011416450016369595,0.30571104019354745,0.304270370096564,-0.001440670096983454,2.8359530156840855,2.849281635729355,0.013328620045269357,1.0082858491902154,1.008201728305353,-8.412088486231539e-05
final,v912_targeted_local_plateau_010759_0403,600.0,complete,1.0,1.0,1.0,1.0,1.0,1.0,0.95,21.8259882284673,21.843929484271023,0.01794125580372352,0.01794125580372352,23.36821570893173,23.38201912615745,0.013803417225719983,0.013803417225719983,35.22881319228767,35.32159011365848,0.09277692137081317,0.09277692137081317,31.74155839567071,31.82515144015267,0.08359304448195815,0.08359304448195815,3.0515688407677364,3.0544696292065487,0.002900788438812363,0.2838573019006455,0.2836033920107639,-0.00025390988988160945,1.8986641217650126,1.9003030807612544,0.0016389589962417794
final,v912_targeted_local_plateau_010759_0403,700.0,complete,1.0,1.0,1.0,1.0,1.0,1.0,0.95,24.097065874467585,24.106791985061157,0.009726110593572201,0.009726110593572201,25.850309171141824,25.847652895157132,-0.002656275984691092,0.002656275984691092,44.62934064742869,44.53471049413036,-0.09463015329833269,0.09463015329833269,40.21153970775479,40.12627686326941,-0.0852628444853778,0.0852628444853778,3.9348212364477826,3.9240450837850505,-0.01077615266273213,0.21956826173605465,0.22017494240129842,0.0006066806652437751,2.5024466621506907,2.494114066057931,-0.008332596092759825
final,v912_targeted_local_plateau_010759_0403,800.0,complete,1.0,1.0,1.0,1.0,1.0,1.0,0.95,26.331106964960707,26.34109260905168,0.009985644090974688,0.009985644090974688,28.72397736048617,28.711211488083993,-0.01276587240217708,0.01276587240217708,51.92160802914322,51.70547564633343,-0.2161323828097892,0.2161323828097892,46.78195490419826,46.58721717989899,-0.19473772429926584,0.19473772429926584,4.337722639447462,4.31821625624899,-0.019506383198472754,0.19915352200621025,0.20006259410962526,0.0009090721034150095,2.826414506218623,2.809865108232411,-0.01654939798621191
final,v912_targeted_local_plateau_010759_0403,900.0,complete,1.0,1.0,1.0,1.0,1.0,1.0,0.95,28.56853499422414,28.57051032798692,0.00197533376277903,0.00197533376277903,39.54701229582665,39.24134541071749,-0.3056668851091544,0.3056668851091544,45.82170062591777,45.46742589835184,-0.3542747275659295,0.3542747275659295,41.28586950289373,40.96666396717904,-0.3192055357146941,0.3192055357146941,3.1701458201522303,3.1294220857720636,-0.04072373438016674,0.27245481236262814,0.27597968988686056,0.003524877524232417,1.9755199261171994,1.950741529215322,-0.02477839690187733
