material_class,candidate_role,candidate_id,option_key,temperature_K,hazard_seed,target_um,physical_avalanche_index,first_event_transaction_index,last_event_transaction_index,event_transaction_count,start_extension_um,end_extension_um,avalanche_extension_um,onset_native_KJ_MPa_sqrt_m,target_right_censored,grouping_rule
DBTT,CONTROL,v913_zeroD_sobol_0202500,oneD_v2_DBTT_spatial_00_control,1100.0,1008666,300.0,0,0,10,11,0.0,50.12934688319599,50.129346883195986,55.50968532085477,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
DBTT,CONTROL,v913_zeroD_sobol_0202500,oneD_v2_DBTT_spatial_00_control,1100.0,1008666,300.0,1,11,58,48,50.12934688319599,300.64693596292,250.51758907972405,49.17587333466602,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
DBTT,TRANSPORT_EXTREME,oneD_v2_dbtt_TP_f07fe99faea93479,oneD_v2_DBTT_spatial_01_transport_extreme,1100.0,1008666,300.0,0,0,10,11,0.0,50.12934688319599,50.129346883195986,55.508160779005244,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
DBTT,TRANSPORT_EXTREME,oneD_v2_dbtt_TP_f07fe99faea93479,oneD_v2_DBTT_spatial_01_transport_extreme,1100.0,1008666,300.0,1,11,58,48,50.12934688319599,300.64693596292,250.51758907972405,49.17711533271691,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
DBTT,RETENTION_EXTREME,oneD_v2_dbtt_TP_4895f9e5b44deea5,oneD_v2_DBTT_spatial_02_retention_extreme,1100.0,1008666,300.0,0,0,10,11,0.0,50.12934688319599,50.129346883195986,55.508231671889185,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
DBTT,RETENTION_EXTREME,oneD_v2_dbtt_TP_4895f9e5b44deea5,oneD_v2_DBTT_spatial_02_retention_extreme,1100.0,1008666,300.0,1,11,58,48,50.12934688319599,300.64693596292,250.51758907972405,49.1786030591505,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
DBTT,NEAR_TIP_RETENTION_EXTREME,oneD_v2_dbtt_TP_7e668ee637fc3ac5,oneD_v2_DBTT_spatial_03_near_tip_retention_extreme,1100.0,1008666,300.0,0,0,10,11,0.0,50.12934688319599,50.129346883195986,55.509088067114256,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
DBTT,NEAR_TIP_RETENTION_EXTREME,oneD_v2_dbtt_TP_7e668ee637fc3ac5,oneD_v2_DBTT_spatial_03_near_tip_retention_extreme,1100.0,1008666,300.0,1,11,58,48,50.12934688319599,300.64693596292,250.51758907972405,49.17351463833644,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
DBTT,PERSISTENT_WAKE_EXTREME,oneD_v2_dbtt_TP_b60d78111740b058,oneD_v2_DBTT_spatial_04_persistent_wake_extreme,1100.0,1008666,300.0,0,0,10,11,0.0,50.12934688319599,50.129346883195986,55.50823283534355,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
DBTT,PERSISTENT_WAKE_EXTREME,oneD_v2_dbtt_TP_b60d78111740b058,oneD_v2_DBTT_spatial_04_persistent_wake_extreme,1100.0,1008666,300.0,1,11,58,48,50.12934688319599,300.64693596292,250.51758907972405,49.16783106921971,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
DBTT,MOBILE_TRANSPORT_EXTREME,oneD_v2_dbtt_TP_bd5be1610f6e1bce,oneD_v2_DBTT_spatial_05_mobile_transport_extreme,1100.0,1008666,300.0,0,0,10,11,0.0,50.12934688319599,50.129346883195986,55.51254078070884,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
DBTT,MOBILE_TRANSPORT_EXTREME,oneD_v2_dbtt_TP_bd5be1610f6e1bce,oneD_v2_DBTT_spatial_05_mobile_transport_extreme,1100.0,1008666,300.0,1,11,58,48,50.12934688319599,300.64693596292,250.51758907972405,49.16894200842873,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
DBTT,BACKSTRESS_SHIELDING_EXTREME,oneD_v2_dbtt_TP_9555ff54d637c974,oneD_v2_DBTT_spatial_06_backstress_shielding_extreme,1100.0,1008666,300.0,0,0,10,11,0.0,50.12934688319599,50.129346883195986,55.511063826065026,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
DBTT,BACKSTRESS_SHIELDING_EXTREME,oneD_v2_dbtt_TP_9555ff54d637c974,oneD_v2_DBTT_spatial_06_backstress_shielding_extreme,1100.0,1008666,300.0,1,11,58,48,50.12934688319599,300.64693596292,250.51758907972405,49.1721238983418,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
DBTT,BALANCED_MAXIMIN_MEDOID,oneD_v2_dbtt_TP_f2817e7998cb7be6,oneD_v2_DBTT_spatial_07_balanced_maximin_medoid,1100.0,1008666,300.0,0,0,10,11,0.0,50.12934688319599,50.129346883195986,55.510498865142075,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
DBTT,BALANCED_MAXIMIN_MEDOID,oneD_v2_dbtt_TP_f2817e7998cb7be6,oneD_v2_DBTT_spatial_07_balanced_maximin_medoid,1100.0,1008666,300.0,1,11,58,48,50.12934688319599,300.64693596292,250.51758907972405,49.16879387184228,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
