material_class,candidate_role,candidate_id,option_key,temperature_K,hazard_seed,target_um,event_transaction_index,physical_avalanche_index,pre_event_step,pre_event_time_s,pre_event_opening_m,pre_event_reaction_N_per_m,pre_event_native_J_J_per_m2,pre_event_native_KJ_MPa_sqrt_m,pre_event_K_app_or_common_reference_MPa_sqrt_m,pre_event_K_native_MPa_sqrt_m,pre_event_K_shield_MPa_sqrt_m,pre_event_K_effective_local_equivalent_MPa_sqrt_m,pre_event_source_opening_stress_Pa,pre_event_projected_extension_um,post_event_projected_extension_um,event_extension_um,pre_event_tip_radius_um,pre_event_front_width_um,pre_event_backstress_GPa,pre_event_mobile_count,pre_event_retained_count,pre_event_source_multiplicity,pre_event_resolved_shears_Pa_json,pre_event_opening_tensor_Pa_json,pre_event_channel_tensors_Pa_json,pre_event_peierls_rate_max_s,pre_event_encounter_rate_max_s,pre_event_taylor_completion_rate_max_s,reload_time_to_next_event_s,reload_opening_to_next_event_m,certified_reload_before_next_event,right_censored_at_target,source_steps_file,source_steps_sha256,source_tensor_audit_file,source_tensor_audit_sha256,source_process_zone_state_availability,in_avalanche_drive_interpretation
DBTT,CONTROL,v913_zeroD_sobol_0202500,oneD_v2_DBTT_spatial_00_control,1100.0,1008666,300.0,0,0,175,1372.7231674048933,3.268388493821179e-05,7119852.883936919,6926.217735438456,55.50968532085477,55.50968532085477,55.50968532085477,-3.726714083983024,20.08995158829768,8014731099.789861,0.0,2.931106565679095,2.931106565679095,7.634485073185825,0.15055173032887342,7.981595613481321,0.0,25263.98741143706,1505.547319142136,"[3209360357.202898, -3200766804.922176]","[[-206359143.81027782, -9432596.036016915], [-9432596.036016915, 6410296661.54227]]","[[[-43422521.86583167, 57638881.866366], [57638881.866366, 6375298192.539965]], [[-40133856.0102214, -69416183.19969718], [-69416183.19969718, 6361399753.83413]]]",1100313261519.4668,5039570246132.836,2.0,7.052843248882937,1.679248392590969e-07,False,False,/private/tmp/oneD-v2-taylor-peierls-pf-runs-300um/oneD_v2_DBTT_control/T1100K_seed1008666/steps_1100K.csv,0991053a3c1df8f64f0040008d38dbcc608f5d82f2f0b519f03bce43cdd08e8e,/private/tmp/oneD-v2-taylor-peierls-pf-runs-300um/oneD_v2_DBTT_control/T1100K_seed1008666/anisotropic_emission_audit_v10174.json,d63211d73e7c4cd31b00243541bdd337022c214117540a1fba04553fb914bec1,FULL_ACTIVE_AND_WAKE_SPATIAL_PROFILE_OBSERVER,PF_MODEL_NATIVE_DRIVING_TRAJECTORY_NOT_RESISTANCE
DBTT,CONTROL,v913_zeroD_sobol_0202500,oneD_v2_DBTT_spatial_00_control,1100.0,1008666,300.0,1,0,198,1379.7760106537762,3.285180977747089e-05,7156264.35270077,7219.906285104084,56.67434055818139,56.67434055818139,56.67434055818139,-3.772315916361501,20.419225693363824,8146092462.142088,2.931106565679095,7.415929780049919,4.484823214370824,7.703612199569873,0.149773654992742,8.023067406061998,0.0,25633.957347649688,1511.3280702775858,"[3550587438.8985186, -3539822758.1335707]","[[664185093.2959166, -13225617.482112274], [-13225617.482112274, 7149848996.017133]]","[[[-15317976.284483047, -82131814.34574418], [-82131814.34574418, 7085856901.512555]], [[-11371739.550290523, 63143550.21243154], [63143550.21243154, 7068273776.716851]]]",1100313261519.4668,5039570246132.836,2.0,0.10812247816238596,2.574344718158457e-09,False,False,/private/tmp/oneD-v2-taylor-peierls-pf-runs-300um/oneD_v2_DBTT_control/T1100K_seed1008666/steps_1100K.csv,0991053a3c1df8f64f0040008d38dbcc608f5d82f2f0b519f03bce43cdd08e8e,/private/tmp/oneD-v2-taylor-peierls-pf-runs-300um/oneD_v2_DBTT_control/T1100K_seed1008666/anisotropic_emission_audit_v10174.json,d63211d73e7c4cd31b00243541bdd337022c214117540a1fba04553fb914bec1,FULL_ACTIVE_AND_WAKE_SPATIAL_PROFILE_OBSERVER,PF_MODEL_NATIVE_DRIVING_TRAJECTORY_NOT_RESISTANCE
DBTT,CONTROL,v913_zeroD_sobol_0202500,oneD_v2_DBTT_spatial_00_control,1100.0,1008666,300.0,2,0,212,1379.8841331319386,3.285438412218905e-05,7156225.095265132,7671.323214669366,58.41923100884651,58.41923100884651,58.41923100884651,-3.882596385232684,20.67765868307861,8249192308.389867,7.415929780049919,10.475434902500647,3.059505122450728,7.981948973882025,0.14675857160229225,8.187936969953599,0.0,26405.785254478953,1534.409686632357,"[3912977792.788684, -3903132062.9001517]","[[1555817030.3854544, -18060769.24628543], [-18060769.24628543, 7940678392.837525]]","[[[526027148.67011756, -131139356.56051886], [-131139356.56051886, 8351982734.247485]], [[524112188.632523, 98931660.95439786], [98931660.95439786, 8330376314.432826]]]",2200626523038.9336,10079140492265.672,4.0,0.0018097112922532688,4.3088364114500424e-11,False,False,/private/tmp/oneD-v2-taylor-peierls-pf-runs-300um/oneD_v2_DBTT_control/T1100K_seed1008666/steps_1100K.csv,0991053a3c1df8f64f0040008d38dbcc608f5d82f2f0b519f03bce43cdd08e8e,/private/tmp/oneD-v2-taylor-peierls-pf-runs-300um/oneD_v2_DBTT_control/T1100K_seed1008666/anisotropic_emission_audit_v10174.json,d63211d73e7c4cd31b00243541bdd337022c214117540a1fba04553fb914bec1,FULL_ACTIVE_AND_WAKE_SPATIAL_PROFILE_OBSERVER,PF_MODEL_NATIVE_DRIVING_TRAJECTORY_NOT_RESISTANCE
DBTT,CONTROL,v913_zeroD_sobol_0202500,oneD_v2_DBTT_spatial_00_control,1100.0,1008666,300.0,3,0,221,1379.8859428432309,3.285442721055316e-05,7155600.621713238,8031.903577129266,59.77642505561427,59.77642505561427,59.77642505561427,-3.637262203782466,21.59066004701531,8613427154.52839,10.475434902500647,17.738586165025698,7.263151262525049,7.66528025716441,0.15020361387824532,8.000095515328459,0.0,25030.11096974008,1508.1249616319228,"[4038073334.332647, -4025410746.7109566]","[[2107925078.1257207, -21422020.516764756], [-21422020.516764756, 8680529088.490307]]","[[[854543628.5257214, -183249350.95453826], [-183249350.95453826, 8930690297.191015]], [[850703019.1650748, 146188064.56008485], [146188064.56008485, 8901524512.586988]]]",5501566307597.334,25197851230664.18,10.0,2.3921711544971913e-06,5.695646048981678e-14,False,False,/private/tmp/oneD-v2-taylor-peierls-pf-runs-300um/oneD_v2_DBTT_control/T1100K_seed1008666/steps_1100K.csv,0991053a3c1df8f64f0040008d38dbcc608f5d82f2f0b519f03bce43cdd08e8e,/private/tmp/oneD-v2-taylor-peierls-pf-runs-300um/oneD_v2_DBTT_control/T1100K_seed1008666/anisotropic_emission_audit_v10174.json,d63211d73e7c4cd31b00243541bdd337022c214117540a1fba04553fb914bec1,FULL_ACTIVE_AND_WAKE_SPATIAL_PROFILE_OBSERVER,PF_MODEL_NATIVE_DRIVING_TRAJECTORY_NOT_RESISTANCE
DBTT,CONTROL,v913_zeroD_sobol_0202500,oneD_v2_DBTT_spatial_00_control,1100.0,1008666,300.0,4,0,231,1379.885945235402,3.285442726750962e-05,7150980.45327584,9813.76144305494,66.0751935111781,66.0751935111781,66.0751935111781,-3.030588191539187,25.919155490423417,10340246997.428833,17.738586165025698,28.2064547972602,10.467868632234504,6.49883024995101,0.1653651696625308,7.2654925831368,8.443521438293856e-09,21273.167565328826,1407.6936201206206,"[3712856964.408492, -3594875194.5355496]","[[2735056803.643112, -230087225.81645784], [-230087225.81645784, 10262959281.097694]]","[[[2419873902.643778, -1727868581.9341545], [-1727868581.9341545, 9845587831.460762]], [[2425817905.4967923, 1623220199.1705449], [1623220199.1705449, 9615568294.567892]]]",6601879569116.801,30237421476797.016,12.0,1.108996912080329e-06,2.6404727471347755e-14,False,False,/private/tmp/oneD-v2-taylor-peierls-pf-runs-300um/oneD_v2_DBTT_control/T1100K_seed1008666/steps_1100K.csv,0991053a3c1df8f64f0040008d38dbcc608f5d82f2f0b519f03bce43cdd08e8e,/private/tmp/oneD-v2-taylor-peierls-pf-runs-300um/oneD_v2_DBTT_control/T1100K_seed1008666/anisotropic_emission_audit_v10174.json,d63211d73e7c4cd31b00243541bdd337022c214117540a1fba04553fb914bec1,FULL_ACTIVE_AND_WAKE_SPATIAL_PROFILE_OBSERVER,PF_MODEL_NATIVE_DRIVING_TRAJECTORY_NOT_RESISTANCE
DBTT,CONTROL,v913_zeroD_sobol_0202500,oneD_v2_DBTT_spatial_00_control,1100.0,1008666,300.0,5,0,241,1379.885946344399,3.285442729391435e-05,7142087.089478183,10607.061737404916,68.69391108754465,68.69391108754465,68.69391108754465,-3.375747402252649,25.711278887875487,10257316231.566257,28.2064547972602,33.059301215423474,4.852846418163278,7.138206854369928,0.15651811999853465,7.677260661702566,9.538780433327525e-09,24031.82994004827,1463.4660770786409,"[4595593430.524147, -4576168648.174228]","[[5103410695.699822, 8020647.041709462], [8020647.041709462, 12042984737.785746]]","[[[2779369738.3394217, -593315736.3393644], [-593315736.3393644, 11970556599.387716]], [[2813834848.425248, 607137165.6312431], [607137165.6312431, 11966172144.773705]]]",3300939784558.4004,15118710738398.51,6.0,8.400002116104588e-08,2.000000642529698e-15,False,False,/private/tmp/oneD-v2-taylor-peierls-pf-runs-300um/oneD_v2_DBTT_control/T1100K_seed1008666/steps_1100K.csv,0991053a3c1df8f64f0040008d38dbcc608f5d82f2f0b519f03bce43cdd08e8e,/private/tmp/oneD-v2-taylor-peierls-pf-runs-300um/oneD_v2_DBTT_control/T1100K_seed1008666/anisotropic_emission_audit_v10174.json,d63211d73e7c4cd31b00243541bdd337022c214117540a1fba04553fb914bec1,FULL_ACTIVE_AND_WAKE_SPATIAL_PROFILE_OBSERVER,PF_MODEL_NATIVE_DRIVING_TRAJECTORY_NOT_RESISTANCE
DBTT,CONTROL,v913_zeroD_sobol_0202500,oneD_v2_DBTT_spatial_00_control,1100.0,1008666,300.0,6,0,242,1379.885946428399,3.285442729591435e-05,7139580.978653241,10692.236636685337,68.96916629601262,68.96916629601262,68.96916629601262,-3.4765299018961393,25.27278811547708,10082383722.890654,33.059301215423474,35.35664131104838,2.2973400956249024,7.447382156296164,0.1527201096499737,7.868223964178237,9.899167708928679e-09,24939.55710519998,1489.8027627614588,"[4710935572.325586, -4686291429.857956]","[[5394666468.724468, 5423192.884726427], [5423192.884726427, 11913992070.326374]]","[[[2733950741.5800743, -525741001.1917255], [-525741001.1917255, 12155821886.231247]], [[2773013581.5252, 531242569.73607063], [531242569.73607063, 12145596441.241112]]]",55015663075973.42,251978512306641.44,100.0,1.198895915877074e-06,2.854514584774148e-14,False,False,/private/tmp/oneD-v2-taylor-peierls-pf-runs-300um/oneD_v2_DBTT_control/T1100K_seed1008666/steps_1100K.csv,0991053a3c1df8f64f0040008d38dbcc608f5d82f2f0b519f03bce43cdd08e8e,/private/tmp/oneD-v2-taylor-peierls-pf-runs-300um/oneD_v2_DBTT_control/T1100K_seed1008666/anisotropic_emission_audit_v10174.json,d63211d73e7c4cd31b00243541bdd337022c214117540a1fba04553fb914bec1,FULL_ACTIVE_AND_WAKE_SPATIAL_PROFILE_OBSERVER,PF_MODEL_NATIVE_DRIVING_TRAJECTORY_NOT_RESISTANCE
DBTT,CONTROL,v913_zeroD_sobol_0202500,oneD_v2_DBTT_spatial_00_control,1100.0,1008666,300.0,7,0,252,1379.8859476272949,3.2854427324459496e-05,7138014.765371085,10757.367173344983,69.17890627359759,69.17890627359759,69.17890627359759,-3.6072967456081213,25.179099107707053,10045007216.48233,35.35664131104838,40.602872086987624,5.246230775939242,7.548610354145598,0.15153541453284874,7.929763177391659,1.048351805514085e-08,26413.173917756743,1498.3389109256104,"[4549300592.141268, -4531249670.937382]","[[4890738096.368748, 5946521.029700727], [5946521.029700727, 11163672323.464476]]","[[[2900583603.278982, -454664194.98809195], [-454664194.98809195, 11999184787.561518]], [[2940677282.022296, 451952749.7150448], [451952749.7150448, 12003176623.89706]]]",3300939784558.4004,15118710738398.51,6.0,1.1270390132267494e-06,2.6834274819559356e-14,False,False,/private/tmp/oneD-v2-taylor-peierls-pf-runs-300um/oneD_v2_DBTT_control/T1100K_seed1008666/steps_1100K.csv,0991053a3c1df8f64f0040008d38dbcc608f5d82f2f0b519f03bce43cdd08e8e,/private/tmp/oneD-v2-taylor-peierls-pf-runs-300um/oneD_v2_DBTT_control/T1100K_seed1008666/anisotropic_emission_audit_v10174.json,d63211d73e7c4cd31b00243541bdd337022c214117540a1fba04553fb914bec1,FULL_ACTIVE_AND_WAKE_SPATIAL_PROFILE_OBSERVER,PF_MODEL_NATIVE_DRIVING_TRAJECTORY_NOT_RESISTANCE
DBTT,CONTROL,v913_zeroD_sobol_0202500,oneD_v2_DBTT_spatial_00_control,1100.0,1008666,300.0,8,0,262,1379.8859487543339,3.285442735129377e-05,7133747.211161627,10910.370278242408,69.66913851027026,69.66913851027026,69.66913851027026,-3.32945644585399,25.62261009366453,10221942500.603294,40.602872086987624,45.534666691946185,4.931794604958564,7.393228771300935,0.15336539661158863,7.835136763697281,9.942596081458466e-09,25050.157056925986,1485.2187908210178,"[4653038987.3982115, -4657094488.648555]","[[4661003458.698141, 12901004.4241903], [12901004.4241903, 11932301036.627024]]","[[[2976604854.195392, -1060530200.3905252], [-1060530200.3905252, 12282682828.991816]], [[2990611079.807528, 1073711932.3457836], [1073711932.3457836, 12304800057.10464]]]",3300939784558.4004,15118710738398.51,6.0,8.400002116104588e-08,2.000000642529698e-15,False,False,/private/tmp/oneD-v2-taylor-peierls-pf-runs-300um/oneD_v2_DBTT_control/T1100K_seed1008666/steps_1100K.csv,0991053a3c1df8f64f0040008d38dbcc608f5d82f2f0b519f03bce43cdd08e8e,/private/tmp/oneD-v2-taylor-peierls-pf-runs-300um/oneD_v2_DBTT_control/T1100K_seed1008666/anisotropic_emission_audit_v10174.json,d63211d73e7c4cd31b00243541bdd337022c214117540a1fba04553fb914bec1,FULL_ACTIVE_AND_WAKE_SPATIAL_PROFILE_OBSERVER,PF_MODEL_NATIVE_DRIVING_TRAJECTORY_NOT_RESISTANCE
DBTT,CONTROL,v913_zeroD_sobol_0202500,oneD_v2_DBTT_spatial_00_control,1100.0,1008666,300.0,9,0,263,1379.885948838334,3.285442735329377e-05,7130864.929611051,10940.23798564832,69.7644347845143,69.7644347845143,69.7644347845143,-3.315919288363504,25.424066556685727,10142735089.202003,45.534666691946185,47.83200678757109,2.2973400956249024,7.529707857338943,0.1517545414084469,7.9183214471547805,1.002513272544192e-08,25260.0636934036,1496.74815459664,"[4520448177.540283, -4510801231.676873]","[[4342310267.5325165, -394497.384003009], [-394497.384003009, 11446083364.955914]]","[[[3490827416.757714, -580764229.6618124], [-580764229.6618124, 12531723771.83828]], [[3473230606.0461693, 639157395.648868], [639157395.648868, 12494833069.399916]]]",55015663075973.42,251978512306641.44,100.0,1.6800004232209176e-07,4.000001285059396e-15,False,False,/private/tmp/oneD-v2-taylor-peierls-pf-runs-300um/oneD_v2_DBTT_control/T1100K_seed1008666/steps_1100K.csv,0991053a3c1df8f64f0040008d38dbcc608f5d82f2f0b519f03bce43cdd08e8e,/private/tmp/oneD-v2-taylor-peierls-pf-runs-300um/oneD_v2_DBTT_control/T1100K_seed1008666/anisotropic_emission_audit_v10174.json,d63211d73e7c4cd31b00243541bdd337022c214117540a1fba04553fb914bec1,FULL_ACTIVE_AND_WAKE_SPATIAL_PROFILE_OBSERVER,PF_MODEL_NATIVE_DRIVING_TRAJECTORY_NOT_RESISTANCE
