candidate_id,selection_role,initial_native_KJ_MPa_sqrt_m,maximum_reinit_native_KJ_MPa_sqrt_m,apparent_deltaK_reinit_MPa_sqrt_m,initial_local_equivalent_K_MPa_sqrt_m,maximum_reinit_local_equivalent_K_MPa_sqrt_m,local_deltaK_reinit_MPa_sqrt_m,initial_shielding_MPa_sqrt_m,maximum_reinit_abs_shielding_MPa_sqrt_m,initial_tip_radius_um,maximum_reinit_tip_radius_um,response_origin
v913_zeroD_sobol_0202500,CONTROL,55.50968532085477,49.17587333466602,-6.333811986188749,20.08995158829768,21.413342552421785,1.3233909641241048,-3.726714083983024,2.066736866308218,7.634485073185825,5.273940598008174,NO_POSITIVE_RESPONSE
oneD_v2_dbtt_TP_f07fe99faea93479,TRANSPORT_EXTREME,55.508160779005244,49.17711533271691,-6.331045446288336,20.085760414234564,21.412762103432556,1.327001689197992,-3.7241879912511253,2.066524759548096,7.637251966364048,5.274492947535005,NO_POSITIVE_RESPONSE
oneD_v2_dbtt_TP_4895f9e5b44deea5,RETENTION_EXTREME,55.508231671889185,49.1786030591505,-6.329628612738688,20.085961544395765,21.41206191169852,1.3261003673027538,-3.7243094258594946,2.0662691899296264,7.637118523981768,5.275157071526056,NO_POSITIVE_RESPONSE
oneD_v2_dbtt_TP_7e668ee637fc3ac5,NEAR_TIP_RETENTION_EXTREME,55.509088067114256,49.17351463833644,-6.335573428777813,20.088341986938936,21.414434710676243,1.3260927237373075,-3.725745030387321,2.067136577485627,7.635544254702428,5.272896798762938,NO_POSITIVE_RESPONSE
oneD_v2_dbtt_TP_b60d78111740b058,PERSISTENT_WAKE_EXTREME,55.50823283534355,49.16783106921971,-6.34040176612384,20.085964839846337,21.417012379599637,1.3310475397532997,-3.7243114153483527,2.0680832405005325,7.637116338127132,5.270409084907061,NO_POSITIVE_RESPONSE
oneD_v2_dbtt_TP_bd5be1610f6e1bce,MOBILE_TRANSPORT_EXTREME,55.51254078070884,49.16894200842873,-6.34359877228011,20.09715967163089,21.416514480041577,1.3193548084106865,-3.7310376329898256,2.0679000136480865,7.629794563201612,5.27089232669589,NO_POSITIVE_RESPONSE
oneD_v2_dbtt_TP_9555ff54d637c974,BACKSTRESS_SHIELDING_EXTREME,55.511063826065026,49.1721238983418,-6.338939927723224,20.093524862490423,21.41507247106357,1.3215476085731481,-3.728860637020706,2.067370362218327,7.632149054560665,5.272284502794002,NO_POSITIVE_RESPONSE
oneD_v2_dbtt_TP_f2817e7998cb7be6,BALANCED_MAXIMIN_MEDOID,55.510498865142075,49.16879387184228,-6.341704993299793,20.09208307704246,21.416581037075236,1.324497960032776,-3.7279952970173613,2.0679244964606203,7.63308906975585,5.270827805557002,NO_POSITIVE_RESPONSE
