candidate_i,candidate_j,distance_1d,distance_2d
oneD_v2_dbtt_TP_4895f9e5b44deea5,oneD_v2_dbtt_TP_7e668ee637fc3ac5,3.3935510845463934,17.09082283612262
oneD_v2_dbtt_TP_4895f9e5b44deea5,oneD_v2_dbtt_TP_9555ff54d637c974,112.86353067601516,18.05496030016182
oneD_v2_dbtt_TP_4895f9e5b44deea5,oneD_v2_dbtt_TP_b60d78111740b058,0.3265862618659352,15.126558015526882
oneD_v2_dbtt_TP_4895f9e5b44deea5,oneD_v2_dbtt_TP_bd5be1610f6e1bce,10.388662759800187,21.294398953787823
oneD_v2_dbtt_TP_4895f9e5b44deea5,oneD_v2_dbtt_TP_f07fe99faea93479,0.7768460376210177,368.749676134551
oneD_v2_dbtt_TP_4895f9e5b44deea5,oneD_v2_dbtt_TP_f2817e7998cb7be6,12.319489417087002,18.852138546239235
oneD_v2_dbtt_TP_4895f9e5b44deea5,v913_zeroD_sobol_0202500,5.0132450733238745,17.31395004547784
oneD_v2_dbtt_TP_7e668ee637fc3ac5,oneD_v2_dbtt_TP_9555ff54d637c974,112.71348488858604,6.03414365719247
oneD_v2_dbtt_TP_7e668ee637fc3ac5,oneD_v2_dbtt_TP_b60d78111740b058,3.28661140168622,12.878306262708692
oneD_v2_dbtt_TP_7e668ee637fc3ac5,oneD_v2_dbtt_TP_bd5be1610f6e1bce,7.151088393949911,8.598400781993048
oneD_v2_dbtt_TP_7e668ee637fc3ac5,oneD_v2_dbtt_TP_f07fe99faea93479,3.5155624312020737,355.9186211316374
oneD_v2_dbtt_TP_7e668ee637fc3ac5,oneD_v2_dbtt_TP_f2817e7998cb7be6,10.93862103967676,4.380880616980861
oneD_v2_dbtt_TP_7e668ee637fc3ac5,v913_zeroD_sobol_0202500,1.7120723426009166,2.0799255032515127
oneD_v2_dbtt_TP_9555ff54d637c974,oneD_v2_dbtt_TP_b60d78111740b058,112.86935989069556,16.541414311627737
oneD_v2_dbtt_TP_9555ff54d637c974,oneD_v2_dbtt_TP_bd5be1610f6e1bce,112.6387627116482,8.98199015461042
oneD_v2_dbtt_TP_9555ff54d637c974,oneD_v2_dbtt_TP_f07fe99faea93479,112.90033169775228,355.9888316365339
oneD_v2_dbtt_TP_9555ff54d637c974,oneD_v2_dbtt_TP_f2817e7998cb7be6,115.46590364176718,5.540890450436694
oneD_v2_dbtt_TP_9555ff54d637c974,v913_zeroD_sobol_0202500,112.65262437227844,5.704994846663343
oneD_v2_dbtt_TP_b60d78111740b058,oneD_v2_dbtt_TP_bd5be1610f6e1bce,10.351837333184235,14.240516677936217
oneD_v2_dbtt_TP_b60d78111740b058,oneD_v2_dbtt_TP_f07fe99faea93479,0.4978535764537731,359.9004314495655
oneD_v2_dbtt_TP_b60d78111740b058,oneD_v2_dbtt_TP_f2817e7998cb7be6,12.314812375296365,13.176349707623164
oneD_v2_dbtt_TP_b60d78111740b058,v913_zeroD_sobol_0202500,4.944239111491095,13.621239194334004
oneD_v2_dbtt_TP_bd5be1610f6e1bce,oneD_v2_dbtt_TP_f07fe99faea93479,10.641434024066513,356.1038791103009
oneD_v2_dbtt_TP_bd5be1610f6e1bce,oneD_v2_dbtt_TP_f2817e7998cb7be6,10.90432059341098,5.101128578650844
oneD_v2_dbtt_TP_bd5be1610f6e1bce,v913_zeroD_sobol_0202500,5.440391760335199,8.055823391453423
oneD_v2_dbtt_TP_f07fe99faea93479,oneD_v2_dbtt_TP_f2817e7998cb7be6,12.499674634079604,355.99216600233103
oneD_v2_dbtt_TP_f07fe99faea93479,v913_zeroD_sobol_0202500,5.208733224867748,355.9303268303303
oneD_v2_dbtt_TP_f2817e7998cb7be6,v913_zeroD_sobol_0202500,10.490480316645804,4.572030472275215
