candidate_id,selection_role,event_transaction_count,physical_avalanche_count,N_reinit,initial_onset_native_KJ_MPa_sqrt_m,maximum_reinitiation_native_KJ_MPa_sqrt_m,deltaK_reinit_MPa_sqrt_m,largest_avalanche_fraction,positive_reload_separated_resistance,target_right_censored,direct_PF_decision
v913_zeroD_sobol_0202500,CONTROL,59,2,1,55.50968532085477,49.17587333466602,-6.333811986188749,0.8332617403113044,False,True,NON_TOUGHENING_TAYLOR_PEIERLS_REDISTRIBUTION_INSUFFICIENT
oneD_v2_dbtt_TP_f07fe99faea93479,TRANSPORT_EXTREME,59,2,1,55.508160779005244,49.17711533271691,-6.331045446288336,0.8332617403113044,False,True,NON_TOUGHENING_TAYLOR_PEIERLS_REDISTRIBUTION_INSUFFICIENT
oneD_v2_dbtt_TP_4895f9e5b44deea5,RETENTION_EXTREME,59,2,1,55.508231671889185,49.1786030591505,-6.329628612738688,0.8332617403113044,False,True,NON_TOUGHENING_TAYLOR_PEIERLS_REDISTRIBUTION_INSUFFICIENT
oneD_v2_dbtt_TP_7e668ee637fc3ac5,NEAR_TIP_RETENTION_EXTREME,59,2,1,55.509088067114256,49.17351463833644,-6.335573428777813,0.8332617403113044,False,True,NON_TOUGHENING_TAYLOR_PEIERLS_REDISTRIBUTION_INSUFFICIENT
oneD_v2_dbtt_TP_b60d78111740b058,PERSISTENT_WAKE_EXTREME,59,2,1,55.50823283534355,49.16783106921971,-6.34040176612384,0.8332617403113044,False,True,NON_TOUGHENING_TAYLOR_PEIERLS_REDISTRIBUTION_INSUFFICIENT
oneD_v2_dbtt_TP_bd5be1610f6e1bce,MOBILE_TRANSPORT_EXTREME,59,2,1,55.51254078070884,49.16894200842873,-6.34359877228011,0.8332617403113044,False,True,NON_TOUGHENING_TAYLOR_PEIERLS_REDISTRIBUTION_INSUFFICIENT
oneD_v2_dbtt_TP_9555ff54d637c974,BACKSTRESS_SHIELDING_EXTREME,59,2,1,55.511063826065026,49.1721238983418,-6.338939927723224,0.8332617403113044,False,True,NON_TOUGHENING_TAYLOR_PEIERLS_REDISTRIBUTION_INSUFFICIENT
oneD_v2_dbtt_TP_f2817e7998cb7be6,BALANCED_MAXIMIN_MEDOID,59,2,1,55.510498865142075,49.16879387184228,-6.341704993299793,0.8332617403113044,False,True,NON_TOUGHENING_TAYLOR_PEIERLS_REDISTRIBUTION_INSUFFICIENT
