option_key,candidate_id,role,temperature_K,seed,event_index,threshold_action,path_advance_m,step,U_m,K_MPa_sqrt_m,projected_extension_m,projected_advance_m,projected_advance_reported_m
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,400,3621,5,0.9705690875311566,4.459454560718732e-06,124.0,1.0121313200694988e-05,17.832372174255408,2.2411475066426803e-05,3.4967923817367987e-06,3.4967923817367987e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,400,3621,6,0.05992034728703238,2.2973400956249183e-06,125.0,1.0121313202694989e-05,21.992230902163996,2.4691815553413076e-05,2.280340486986274e-06,2.280340486986274e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,400,3621,7,1.5130544416197773,6.952001271192797e-06,135.0,1.0121313240521346e-05,21.297602980143065,3.0977903897115534e-05,6.2860883437024576e-06,6.2860883437024576e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,400,3621,8,0.3143274347568031,2.297340095624867e-06,139.0,1.0121313248521349e-05,22.49703566717808,3.317990391921708e-05,2.2020000221015463e-06,2.2020000221015463e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,400,3621,9,1.1191103309427959,5.141954069405808e-06,149.0,1.0121313276499101e-05,22.960024816844847,3.8150788292087455e-05,4.970884372870374e-06,4.970884372870374e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,400,3621,10,0.15925225809888693,2.2973400956248425e-06,151.0,1.0121313280499102e-05,21.863030632410332,4.00355875934535e-05,1.8847993013660453e-06,1.8847993013660453e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,400,3621,11,0.4809138788151508,2.297340095624836e-06,157.0,1.0121313292499106e-05,21.924068101853326,4.1920386894819545e-05,1.8847993013660453e-06,1.8847993013660453e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,400,3621,12,0.14578380994875226,2.297340095624854e-06,159.0,1.0121313296499107e-05,23.878209149155786,4.4090206106283183e-05,2.169819211463638e-06,2.169819211463638e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,400,3621,13,0.7361666818667092,3.382450470631057e-06,169.0,1.0121313355970178e-05,19.290040707181397,4.7466393505704065e-05,3.376187399420881e-06,3.376187399420881e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,400,3621,14,0.6521332302605996,2.9963436351340934e-06,183.0,1.0121402841452374e-05,18.014256011236476,4.997566270502666e-05,2.5092691993225955e-06,2.5092691993225955e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,400,3621,15,0.401693679224015,2.2973400956249188e-06,193.0,1.01214028868606e-05,19.189550569900838,5.208183895673963e-05,2.1061762517129686e-06,2.1061762517129686e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,500,3621,0,0.5296494184524981,2.4335696912706475e-06,72.0,1.1474324068180738e-05,19.487772628570244,2.4335696912706475e-06,2.4335696912706475e-06,2.4335696912706475e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,500,3621,1,1.270133354524103,5.835856564277448e-06,83.0,1.149342461419479e-05,19.802869273739258,8.269426255548096e-06,5.835856564277448e-06,5.835856564277448e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,500,3621,2,0.3747792998336802,2.2973400956249022e-06,93.0,1.1493427999062816e-05,20.873101853689857,1.0566766351172998e-05,2.2973400956249022e-06,2.2973400956249022e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,500,3621,3,0.9220170678657782,4.236373557717113e-06,103.0,1.1493434611368968e-05,20.912618134591582,1.480313990889011e-05,4.236373557717113e-06,4.236373557717113e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,500,3621,4,0.907530957796216,4.169814514732207e-06,113.0,1.1493434650828628e-05,22.096163030380616,1.8914682684690004e-05,4.111542775799893e-06,4.111542775799893e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,500,3621,5,0.9705690875311566,4.459454560718732e-06,128.0,1.1493972926328908e-05,20.25081122566571,2.2411475066426803e-05,3.4967923817367987e-06,3.4967923817367987e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,500,3621,6,0.05992034728703238,2.2973400956249183e-06,129.0,1.1493972928328908e-05,24.974832964928353,2.4691815553413076e-05,2.280340486986274e-06,2.280340486986274e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,500,3621,7,1.5130544416197773,6.952001271192797e-06,139.0,1.1493972966155265e-05,24.18599909719453,3.0977903897115534e-05,6.2860883437024576e-06,6.2860883437024576e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,500,3621,8,0.3143274347568031,2.297340095624867e-06,143.0,1.1493972974155268e-05,25.54809969891293,3.317990391921708e-05,2.2020000221015463e-06,2.2020000221015463e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,500,3621,9,1.1191103309427959,5.141954069405808e-06,153.0,1.149397300213302e-05,26.073879758852854,3.8150788292087455e-05,4.970884372870374e-06,4.970884372870374e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,500,3621,10,0.15925225809888693,2.2973400956248425e-06,155.0,1.1493973006133022e-05,24.828110439517182,4.00355875934535e-05,1.8847993013660453e-06,1.8847993013660453e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,500,3621,11,0.4809138788151508,2.297340095624836e-06,161.0,1.1493973018133025e-05,24.897425850572763,4.1920386894819545e-05,1.8847993013660453e-06,1.8847993013660453e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,500,3621,12,0.14578380994875226,2.297340095624854e-06,163.0,1.1493973022133027e-05,27.116588898812083,4.4090206106283183e-05,2.169819211463638e-06,2.169819211463638e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,500,3621,13,0.7361666818667092,3.382450470631057e-06,173.0,1.1493973072526706e-05,21.90616974876124,4.7466393505704065e-05,3.376187399420881e-06,3.376187399420881e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,500,3621,14,0.6521332302605996,2.9963436351340934e-06,187.0,1.1494055292238855e-05,20.457327693123077,4.997566270502666e-05,2.5092691993225955e-06,2.5092691993225955e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,500,3621,15,0.401693679224015,2.2973400956249188e-06,197.0,1.1494055332740021e-05,21.792014261895147,5.208183895673963e-05,2.1061762517129686e-06,2.1061762517129686e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,600,3621,0,0.5296494184524981,2.4335696912706475e-06,78.0,1.2820870945045548e-05,21.774722100637344,2.4335696912706475e-06,2.4335696912706475e-06,2.4335696912706475e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,600,3621,1,1.270133354524103,5.835856564277448e-06,89.0,1.283806715546829e-05,22.119653118291676,8.269426255548096e-06,5.835856564277448e-06,5.835856564277448e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,600,3621,2,0.3747792998336802,2.2973400956249022e-06,99.0,1.2838069985715661e-05,23.3150929764812,1.0566766351172998e-05,2.2973400956249022e-06,2.2973400956249022e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,600,3621,3,0.9220170678657782,4.236373557717113e-06,109.0,1.2838075476997671e-05,23.35922890864552,1.480313990889011e-05,4.236373557717113e-06,4.236373557717113e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,600,3621,4,0.907530957796216,4.169814514732207e-06,119.0,1.2838075513369973e-05,24.681239173296948,1.8914682684690004e-05,4.111542775799893e-06,4.111542775799893e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,600,3621,5,0.9705690875311566,4.459454560718732e-06,135.0,1.2839267253902141e-05,22.62103618141092,2.2411475066426803e-05,3.4967923817367987e-06,3.4967923817367987e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,600,3621,6,0.05992034728703238,2.2973400956249183e-06,136.0,1.2839267255902142e-05,27.89797375613362,2.4691815553413076e-05,2.280340486986274e-06,2.280340486986274e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,600,3621,7,1.5130544416197773,6.952001271192797e-06,146.0,1.2839267293728499e-05,27.01681203611088,3.0977903897115534e-05,6.2860883437024576e-06,6.2860883437024576e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,600,3621,8,0.3143274347568031,2.297340095624867e-06,150.0,1.2839267301728502e-05,28.538337598593518,3.317990391921708e-05,2.2020000221015463e-06,2.2020000221015463e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,600,3621,9,1.1191103309427959,5.141954069405808e-06,160.0,1.2839267329706254e-05,29.125656766759704,3.8150788292087455e-05,4.970884372870374e-06,4.970884372870374e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,600,3621,10,0.15925225809888693,2.2973400956248425e-06,162.0,1.2839267333706255e-05,27.73407829944012,4.00355875934535e-05,1.8847993013660453e-06,1.8847993013660453e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,600,3621,11,0.4809138788151508,2.297340095624836e-06,168.0,1.2839267345706259e-05,27.81150662274,4.1920386894819545e-05,1.8847993013660453e-06,1.8847993013660453e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,600,3621,12,0.14578380994875226,2.297340095624854e-06,170.0,1.283926734970626e-05,30.290408182923912,4.4090206106283183e-05,2.169819211463638e-06,2.169819211463638e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,600,3621,13,0.7361666818667092,3.382450470631057e-06,180.0,1.2839267394962697e-05,24.470143546452494,4.7466393505704065e-05,3.376187399420881e-06,3.376187399420881e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,600,3621,14,0.6521332302605996,2.9963436351340934e-06,194.0,1.2839338015243735e-05,22.85168623801286,4.997566270502666e-05,2.5092691993225955e-06,2.5092691993225955e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,600,3621,15,0.401693679224015,2.2973400956249188e-06,204.0,1.2839338051074406e-05,24.342586652191393,5.208183895673963e-05,2.1061762517129686e-06,2.1061762517129686e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,700,3621,0,0.5296494184524981,2.4335696912706475e-06,86.0,1.4161090440866066e-05,24.05092526970718,2.4335696912706475e-06,2.4335696912706475e-06,2.4335696912706475e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,700,3621,1,1.270133354524103,5.835856564277448e-06,96.0,1.4173978326635322e-05,24.421393041071177,8.269426255548096e-06,5.835856564277448e-06,5.835856564277448e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,700,3621,2,0.3747792998336802,2.2973400956249022e-06,106.0,1.4173980587243498e-05,25.741227116390398,1.0566766351172998e-05,2.2973400956249022e-06,2.2973400956249022e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,700,3621,3,0.9220170678657782,4.236373557717113e-06,116.0,1.41739849259745e-05,25.789952631666512,1.480313990889011e-05,4.236373557717113e-06,4.236373557717113e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,700,3621,4,0.907530957796216,4.169814514732207e-06,126.0,1.4173984959356528e-05,27.249529141362864,1.8914682684690004e-05,4.111542775799893e-06,4.111542775799893e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,700,3621,5,0.9705690875311566,4.459454560718732e-06,158.0,1.7778251111949426e-05,31.322851506451073,2.2411475066426803e-05,3.4967923817367987e-06,3.4967923817367987e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,700,3621,6,0.05992034728703238,2.2973400956249183e-06,159.0,1.7778251113949426e-05,38.62971095791438,2.4691815553413076e-05,2.280340486986274e-06,2.280340486986274e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,700,3621,7,1.5130544416197773,6.952001271192797e-06,169.0,1.7778251151775783e-05,37.4095856648231,3.0977903897115534e-05,6.2860883437024576e-06,6.2860883437024576e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,700,3621,8,0.3143274347568031,2.297340095624867e-06,173.0,1.7778251159775786e-05,39.51640865378381,3.317990391921708e-05,2.2020000221015463e-06,2.2020000221015463e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,700,3621,9,1.1191103309427959,5.141954069405808e-06,183.0,1.7778251187753555e-05,40.32965656924246,3.8150788292087455e-05,4.970884372870374e-06,4.970884372870374e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,700,3621,10,0.15925225809888693,2.2973400956248425e-06,185.0,1.7778251191753556e-05,38.40276845741766,4.00355875934535e-05,1.8847993013660453e-06,1.8847993013660453e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,700,3621,11,0.4809138788151508,2.297340095624836e-06,191.0,1.777825120375356e-05,38.50998174434616,4.1920386894819545e-05,1.8847993013660453e-06,1.8847993013660453e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,700,3621,12,0.14578380994875226,2.297340095624854e-06,193.0,1.777825120775356e-05,41.942462228869765,4.4090206106283183e-05,2.169819211463638e-06,2.169819211463638e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,700,3621,13,0.7361666818667092,3.382450470631057e-06,202.0,1.7778251225753567e-05,33.883269669246495,4.7466393505704065e-05,3.376187399420881e-06,3.376187399420881e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,700,3621,14,0.6521332302605996,2.9963436351340934e-06,210.0,1.7778251241753572e-05,31.642053410757786,4.997566270502666e-05,2.5092691993225955e-06,2.5092691993225955e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,700,3621,15,0.401693679224015,2.2973400956249188e-06,215.0,1.7778251251753576e-05,33.706459001134185,5.208183895673963e-05,2.1061762517129686e-06,2.1061762517129686e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,800,3621,0,0.5296494184524981,2.4335696912706475e-06,92.0,1.549460849496858e-05,26.315746838282912,2.4335696912706475e-06,2.4335696912706475e-06,2.4335696912706475e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,800,3621,1,1.270133354524103,5.835856564277448e-06,102.0,1.550522621124031e-05,26.715098243367102,8.269426255548096e-06,5.835856564277448e-06,5.835856564277448e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,800,3621,2,0.3747792998336802,2.2973400956249022e-06,112.0,1.550522807917891e-05,28.158892628707765,1.0566766351172998e-05,2.2973400956249022e-06,2.2973400956249022e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,800,3621,3,0.9220170678657782,4.236373557717113e-06,122.0,1.550523164814332e-05,28.212192395932004,1.480313990889011e-05,4.236373557717113e-06,4.236373557717113e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,800,3621,4,0.907530957796216,4.169814514732207e-06,132.0,1.5505231679373333e-05,29.808855004587755,1.8914682684690004e-05,4.111542775799893e-06,4.111542775799893e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,800,3621,5,0.9705690875311566,4.459454560718732e-06,178.0,2.1750340047584756e-05,38.32112997140636,2.2411475066426803e-05,3.4967923817367987e-06,3.4967923817367987e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,800,3621,6,0.05992034728703238,2.2973400956249183e-06,179.0,2.1750340049584757e-05,47.26051758221319,2.4691815553413076e-05,2.280340486986274e-06,2.280340486986274e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,800,3621,7,1.5130544416197773,6.952001271192797e-06,189.0,2.1750340087411114e-05,45.767786932055365,3.0977903897115534e-05,6.2860883437024576e-06,6.2860883437024576e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,800,3621,8,0.3143274347568031,2.297340095624867e-06,193.0,2.1750340095411116e-05,48.34532484914476,3.317990391921708e-05,2.2020000221015463e-06,2.2020000221015463e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,800,3621,9,1.1191103309427959,5.141954069405808e-06,203.0,2.1750340123388885e-05,49.340271896075585,3.8150788292087455e-05,4.970884372870374e-06,4.970884372870374e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,800,3621,10,0.15925225809888693,2.2973400956248425e-06,205.0,2.1750340127388887e-05,46.98287063069717,4.00355875934535e-05,1.8847993013660453e-06,1.8847993013660453e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,800,3621,11,0.4809138788151508,2.297340095624836e-06,211.0,2.175034013938889e-05,47.11403793891384,4.1920386894819545e-05,1.8847993013660453e-06,1.8847993013660453e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,800,3621,12,0.14578380994875226,2.297340095624854e-06,213.0,2.1750340143388892e-05,51.313417122337476,4.4090206106283183e-05,2.169819211463638e-06,2.169819211463638e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,800,3621,13,0.7361666818667092,3.382450470631057e-06,222.0,2.1750340161388898e-05,41.45360709148962,4.7466393505704065e-05,3.376187399420881e-06,3.376187399420881e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,800,3621,14,0.6521332302605996,2.9963436351340934e-06,230.0,2.1750340177388903e-05,38.711649207585786,4.997566270502666e-05,2.5092691993225955e-06,2.5092691993225955e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,800,3621,15,0.401693679224015,2.2973400956249188e-06,235.0,2.1750340187388906e-05,41.237292656364744,5.208183895673963e-05,2.1061762517129686e-06,2.1061762517129686e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,900,3621,0,0.5296494184524981,2.4335696912706475e-06,99.0,1.6818226690327243e-05,28.56375467603589,2.4335696912706475e-06,2.4335696912706475e-06,2.4335696912706475e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,900,3621,1,1.270133354524103,5.835856564277448e-06,109.0,1.6827992924322495e-05,28.994190609489984,8.269426255548096e-06,5.835856564277448e-06,5.835856564277448e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,900,3621,2,0.3747792998336802,2.2973400956249022e-06,119.0,1.6827994820019656e-05,30.56115633214712,1.0566766351172998e-05,2.2973400956249022e-06,2.2973400956249022e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,900,3621,3,0.9220170678657782,4.236373557717113e-06,129.0,1.6827998639939226e-05,30.619003059222102,1.480313990889011e-05,4.236373557717113e-06,4.236373557717113e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,900,3621,4,0.907530957796216,4.169814514732207e-06,139.0,1.6827998671103787e-05,32.351878564422854,1.8914682684690004e-05,4.111542775799893e-06,4.111542775799893e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,900,3621,5,0.9705690875311566,4.459454560718732e-06,196.0,2.5897158252784222e-05,45.62725755661111,2.2411475066426803e-05,3.4967923817367987e-06,3.4967923817367987e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,900,3621,6,0.05992034728703238,2.2973400956249183e-06,197.0,2.5897158254784222e-05,56.270987039255665,2.4691815553413076e-05,2.280340486986274e-06,2.280340486986274e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,900,3621,7,1.5130544416197773,6.952001271192797e-06,207.0,2.589715829261058e-05,54.493659322960525,3.0977903897115534e-05,6.2860883437024576e-06,6.2860883437024576e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,900,3621,8,0.3143274347568031,2.297340095624867e-06,211.0,2.5897158300610582e-05,57.56261857150877,3.317990391921708e-05,2.2020000221015463e-06,2.2020000221015463e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,900,3621,9,1.1191103309427959,5.141954069405808e-06,221.0,2.589715832858835e-05,58.74725756100863,3.8150788292087455e-05,4.970884372870374e-06,4.970884372870374e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,900,3621,10,0.15925225809888693,2.2973400956248425e-06,223.0,2.5897158332588353e-05,55.940405185229075,4.00355875934535e-05,1.8847993013660453e-06,1.8847993013660453e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,900,3621,11,0.4809138788151508,2.297340095624836e-06,229.0,2.5897158344588356e-05,56.096580234504586,4.1920386894819545e-05,1.8847993013660453e-06,1.8847993013660453e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,900,3621,12,0.14578380994875226,2.297340095624854e-06,231.0,2.5897158348588358e-05,61.096593426298874,4.4090206106283183e-05,2.169819211463638e-06,2.169819211463638e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,900,3621,13,0.7361666818667092,3.382450470631057e-06,240.0,2.5897158366588363e-05,49.356958086584946,4.7466393505704065e-05,3.376187399420881e-06,3.376187399420881e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,900,3621,14,0.6521332302605996,2.9963436351340934e-06,248.0,2.589715838258837e-05,46.09223132161613,4.997566270502666e-05,2.5092691993225955e-06,2.5092691993225955e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,900,3621,15,0.401693679224015,2.2973400956249188e-06,253.0,2.5897158392588372e-05,49.099402142804045,5.208183895673963e-05,2.1061762517129686e-06,2.1061762517129686e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,1000,3621,0,0.5296494184524981,2.4335696912706475e-06,105.0,1.8125922785382507e-05,30.78472072303605,2.4335696912706475e-06,2.4335696912706475e-06,2.4335696912706475e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,1000,3621,1,1.270133354524103,5.835856564277448e-06,116.0,1.8140952180192832e-05,31.256384983970396,8.269426255548096e-06,5.835856564277448e-06,5.835856564277448e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,1000,3621,2,0.3747792998336802,2.2973400956249022e-06,128.0,1.814097006390762e-05,32.94563779401223,1.0566766351172998e-05,2.2973400956249022e-06,2.2973400956249022e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,1000,3621,3,0.9220170678657782,4.236373557717113e-06,156.0,2.2267762774560873e-05,40.516802449585505,1.480313990889011e-05,4.236373557717113e-06,4.236373557717113e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,1000,3621,4,0.907530957796216,4.169814514732207e-06,166.0,2.2267762797249158e-05,42.80984162157202,1.8914682684690004e-05,4.111542775799893e-06,4.111542775799893e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,1000,3621,5,0.9705690875311566,4.459454560718732e-06,176.0,2.22677628215134e-05,39.23275826441261,2.2411475066426803e-05,3.4967923817367987e-06,3.4967923817367987e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,1000,3621,6,0.05992034728703238,2.2973400956249183e-06,177.0,2.22677628235134e-05,48.38480658408371,2.4691815553413076e-05,2.280340486986274e-06,2.280340486986274e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,1000,3621,7,1.5130544416197773,6.952001271192797e-06,187.0,2.2267762861339757e-05,46.85656509257096,3.0977903897115534e-05,6.2860883437024576e-06,6.2860883437024576e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,1000,3621,8,0.3143274347568031,2.297340095624867e-06,191.0,2.226776286933976e-05,49.49542052489943,3.317990391921708e-05,2.2020000221015463e-06,2.2020000221015463e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,1000,3621,9,1.1191103309427959,5.141954069405808e-06,201.0,2.226776289731753e-05,50.51403654554916,3.8150788292087455e-05,4.970884372870374e-06,4.970884372870374e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,1000,3621,10,0.15925225809888693,2.2973400956248425e-06,203.0,2.226776290131753e-05,48.10055463501556,4.00355875934535e-05,1.8847993013660453e-06,1.8847993013660453e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,1000,3621,11,0.4809138788151508,2.297340095624836e-06,209.0,2.2267762913317534e-05,48.23484230542509,4.1920386894819545e-05,1.8847993013660453e-06,1.8847993013660453e-06
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,1000,3621,12,0.14578380994875226,2.297340095624854e-06,211.0,2.2267762917317535e-05,52.534121279245454,4.4090206106283183e-05,2.169819211463638e-06,2.169819211463638e-06
