option_key,candidate_id,role,temperature_K,seed,n_events,achieved_extension_um,K_first_MPa_sqrt_m,K_10um_MPa_sqrt_m,K_25um_MPa_sqrt_m,K_50um_MPa_sqrt_m,max_backstress_GPa,max_shield_MPa_sqrt_m,min_front_width_um,max_tip_radius_um
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,300,3621,16,52.08183895673963,14.680208353665616,15.730698808097184,18.22778880974658,16.42363904738431,1.1632565153936559e-28,2.1820337029093365e-59,10.0,1.0
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,400,3621,16,52.08183895673963,17.155018764297107,18.378697138283485,21.295812420485905,19.187939085715797,4.481050417999534e-18,3.2280532388919886e-38,10.0,1.0
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,500,3621,16,52.08183895673963,19.46813433570243,20.856101879770783,24.166314280808407,21.774295086885335,9.37622580448037e-12,1.4067374976250438e-25,10.0,1.0
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,600,3621,16,52.08183895673963,21.728754419845774,23.27358914286018,26.96732592635214,24.29803056398905,1.435404441094269e-07,3.300981993650647e-17,9.999999999985734,1.0000000000000022
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,700,3621,16,52.08183895673963,23.93053359774682,25.632915984557016,29.70120041792599,26.76129436542535,0.00014479049583792226,3.3617888680101274e-11,9.999985484776285,1.0000000021037896
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,800,3621,16,52.08183895673963,26.129738501099958,27.985021041046252,32.42648774495422,29.216806758667452,0.023906332389228912,9.176783382070837e-07,9.62633878095522,1.0000573512184068
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,900,3621,16,52.08183895673963,28.295558078224243,30.30537742792366,38.10478329611219,34.33283992578865,1.7151563841821247,0.004992267450173733,0.49499128895025696,1.295044215344228
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,1000,3621,16,52.08183895673963,30.52668069811091,32.683611872424336,54.08378250669861,48.73009850632602,3.5981923818633326,0.01819368492259171,0.23838244199899303,2.274536340488369
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,1100,3621,16,52.08183895673963,32.94391728380274,45.792756275275856,53.05828823326987,47.80611659434934,3.267365964750254,0.014464173984257532,0.2647731839506054,2.032987463077412
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,1200,3621,16,52.08183895673963,35.25074874862068,53.84472798807985,62.387795099826796,56.21210755472696,3.87128302212272,0.024964013797803844,0.22313117773365368,2.4548252196803344
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,300,3621,16,52.08183895673963,14.680218582620581,15.73070747889833,18.227798792476065,16.42364802870991,0.005811050442665579,3.43068449298501e-58,9.987890968264475,1.0000017582329652
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,400,3621,16,52.08183895673963,17.15683260978076,18.380249200051544,21.297602980143065,19.189550569900838,0.060189198410796126,2.0042977948906005e-35,8.769244945450504,1.0002176915856167
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,500,3621,16,52.08183895673963,19.487772628570244,20.873101853689857,24.18599909719453,21.792014261895147,0.16489209702101468,8.316725420505801e-21,5.000370480021482,1.0021736171829132
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,600,3621,16,52.08183895673963,21.774722100637344,23.3150929764812,27.01681203611088,24.342586652191393,0.4289350920064089,6.497276397573949e-11,1.95114210385838,1.018311059911156
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,700,3621,16,52.08183895673963,24.05092526970718,25.741227116390398,37.4095856648231,33.706459001134185,2.7876704821317766,0.014430566112599479,0.31198327303448736,1.7541919827390842
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,800,3621,16,52.08183895673963,26.315746838282912,28.158892628707765,45.767786932055365,41.237292656364744,3.451228830016503,0.03507633749234616,0.2513378532992136,2.2126976520534525
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,900,3621,16,52.08183895673963,28.56375467603589,30.56115633214712,54.493659322960525,49.099402142804045,4.05798551884333,0.030514654616321017,0.21339198002442977,2.6632980157664834
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,1000,3621,16,52.08183895673963,30.78472072303605,32.94563779401223,46.85656509257096,42.21829406469837,2.8865115008241453,0.006945076881834632,0.29896036796588177,1.8088322438728492
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,1100,3621,16,52.08183895673963,33.00385304536116,46.62388045594414,54.021279538402574,48.67378262661144,3.3772005234958327,0.014858247382838124,0.25602721838878184,2.104814462203299
v912_peak_0162_persistent_sites,v912_targeted_local_peak_013476_0162,Lower-peak candidate 0162,1200,3621,16,52.08183895673963,35.217059043994894,52.2208355809788,60.50625404337422,54.51681783166398,3.69690418952857,0.018661583724921504,0.23379530028424975,2.32506808301922
v912_peak_0314_persistent_sites,v912_targeted_local_peak_013476_0314,Broad-onset peak candidate 0314,300,3621,16,52.08183895673963,14.681448903096454,15.731751942940049,18.229000413547208,16.42472911592615,0.05804878806204935,4.293431742365855e-50,8.793670719331521,1.0002124636797134
v912_peak_0314_persistent_sites,v912_targeted_local_peak_013476_0314,Broad-onset peak candidate 0314,400,3621,16,52.08183895673963,17.176321569293176,18.39721232466281,21.317173631238266,19.207165299377476,0.18502461385257693,1.5404855666788234e-30,4.489792464087265,1.0028702862003103
v912_peak_0314_persistent_sites,v912_targeted_local_peak_013476_0314,Broad-onset peak candidate 0314,500,3621,16,52.08183895673963,19.534933426858178,20.91558428714735,24.23520692508199,21.836316560925525,0.30165647900365494,2.2038659100735722e-18,2.873137117017188,1.0080541128026816
v912_peak_0314_persistent_sites,v912_targeted_local_peak_013476_0314,Broad-onset peak candidate 0314,600,3621,16,52.08183895673963,21.811264224737904,23.34972557143672,32.422768524206006,29.213280486485186,2.4942518706511665,2.1802305376851755e-07,0.34876952446820114,1.595034492240882
v912_peak_0314_persistent_sites,v912_targeted_local_peak_013476_0314,Broad-onset peak candidate 0314,700,3621,16,52.08183895673963,24.070801725152606,25.764338615522913,39.78396186552121,35.845798750285354,3.1829848437960093,0.022052606829176223,0.2724404661772009,1.9934335547389717
