accepted_events,all_state_fields_exact,backend,event_count_exact,field_cache_hits,field_cache_misses,future_state_imports,intervals,material_class,physical_avalanche_grouping_exact,probe_queries,status,temperature_K,terminal_extension_m,terminal_policy_exact,trajectory_semantics
3,True,PF,True,0,4,0,3,Peak,True,6,CONTROLLED_SOURCE_COMPOSITION_QUALIFIED,1000.0,1.5000000000000002e-05,True,CONTROLLED_SOURCE_COMPOSITION_NOT_FORWARD_BASELINE
3,True,PF,True,4,4,0,3,DBTT,True,6,CONTROLLED_SOURCE_COMPOSITION_QUALIFIED,1000.0,1.5000000000000002e-05,True,CONTROLLED_SOURCE_COMPOSITION_NOT_FORWARD_BASELINE
3,True,FEMCZM,True,0,4,0,3,Peak,True,6,CONTROLLED_SOURCE_COMPOSITION_QUALIFIED,1000.0,8.648738613115181e-06,True,CONTROLLED_SOURCE_COMPOSITION_NOT_FORWARD_BASELINE
3,True,FEMCZM,True,1,7,0,3,DBTT,True,6,CONTROLLED_SOURCE_COMPOSITION_QUALIFIED,1000.0,7.873081484430252e-06,True,CONTROLLED_SOURCE_COMPOSITION_NOT_FORWARD_BASELINE
