target_class,emit_G00_eV,emit_gT_eV_per_K,emit_sigc0_GPa,emit_sT_GPa_per_K,emit_exp_a,emit_exp_n,emit_floor_frac,cleave_G00_eV,cleave_gT_eV_per_K,cleave_sigc0_GPa,cleave_sT_GPa_per_K,cleave_exp_a,cleave_exp_n,cleave_floor_frac,cleave_S_hs_kB,chi_shield,N_sat,status
ceramic,1.8562219359810337,0.0121595798874924,2.9802349678606026,0.002030970442804799,0.2383349912396702,1.1168918385721485,0.0410025131056943,1.7884473011326696,-0.000253198583107,4.7808300839763325,0.0006682744682144337,1.3908243224251644,2.0,0.0092774281225267,-8.781036763575582,0.4999329634323134,655.8474247161668,PRIOR_FIRST_PASSAGE_REFERENCE_NOT_PRODUCTION_CAP
peak,3.4792093208962966,-0.0012765340965382,5.517615568809803,0.0009499908070087436,0.5253817720887809,0.8707995572927492,0.0844172076279576,3.87208438969996,-0.0026975453345607,4.218180199265416,-0.00055926122054584,0.8629235294957099,1.027093242673952,0.005281422994057,-0.626763282795352,0.4163139542007665,2730.6502555972666,PRIOR_FIRST_PASSAGE_REFERENCE_NOT_PRODUCTION_CAP
weakT,1.4897348846137646,0.0085294299606121,0.9505786496156092,0.0009816873118189698,0.5054705273739326,0.8431619541350777,0.0309021294299504,2.5269118875751504,0.0016068086304653,4.0609201451623775,0.002676194620537532,0.8360319151093855,1.4881684380091564,0.0047808602913339,0.1097524354398412,0.1112594287261715,inf,PRIOR_FIRST_PASSAGE_REFERENCE_NOT_PRODUCTION_CAP
DBTT,2.2605784615098026,0.0011804261707064,3.752088057940902,0.002280867573413593,0.0944183539707484,0.8350272670589056,0.0352371211031949,2.80696973404807,0.0045885807929789,4.119518524045016,0.0000976536709132603,0.592500033388844,1.2023855384473088,0.0025586789024831,6.988725462743804,0.7899746000194677,1488.7579558862624,PRIOR_FIRST_PASSAGE_REFERENCE_NOT_PRODUCTION_CAP
