search_class,candidate_id,search_source,search_anchor,completion_objective,class_trend_objective,physical_topology_objective,precursor_objective,avalanche_size_objective,onset_scale_objective,provider_robustness_objective,state_realism_objective,full_class_contract_pass,Tref_K,cleave_G00_eV,cleave_gT_eV_per_K,cleave_sigc0_GPa,cleave_sT_GPa_per_K,cleave_exp_a,cleave_exp_n,cleave_floor_frac,emit_G00_eV,emit_gT_eV_per_K,emit_sigc0_GPa,emit_sT_GPa_per_K,emit_exp_a,emit_exp_n,emit_floor_frac,peierls_H0_eV,peierls_activation_entropy_kB,peierls_exp_a,peierls_exp_n,peierls_nu0_s,taylor_H0_eV,taylor_activation_entropy_kB,taylor_exp_a,taylor_exp_n,taylor_nu0_s,rho_source0_m2,taylor_corr_rho_c_m2,taylor_corr_scale,c_blunt,pareto_nondominated_validation,selection_status
ceramic-like,v913_zeroD_sobol_0060219,ARCHIVED_V913_POOL,v913_zeroD_sobol_0060219,0,10.179063797626998,2.568964819258225,2.2222222222222223,0.1296296296296296,2.407351395089,2.173525472947176,0.0,False,481.33,4.388700178824365,0.0056093849847093,5.11267201974988,-0.0018545337766408,0.5163953727576882,1.5005021863617003,0.065555313646972,3.8714989850297568,-0.0014363304665312,4.633709907531738,-0.0069189315550029,0.1755501898750662,0.775419834908098,0.0113425899289356,0.959687392693013,14.77918503805995,1.7894757851958274,0.9159671810921282,1000000000000.0,0.1275879848003387,19.32783756405115,0.0402470866590738,0.6374284494668245,100000000000.0,1.6621303923333022e+16,5.451008813541711e+16,5.963884351453593,2.47790246643126,False,PARETO_DIAGNOSTIC_NOT_FULL_CONTRACT
ceramic-like,v913_zeroD_sobol_0086763,ARCHIVED_V913_POOL,v913_zeroD_sobol_0086763,3,18.17578306294913,5.07894450101426,3.3888888888888893,0.3378858024691359,7.824240395634135,10.617029031295022,0.0,False,481.33,2.0171823515556757,0.0007157472013495,4.4299531150609255,0.007358667384833,0.3242059195879846,1.6929715820588171,0.1966510411308111,3.909099069423973,-0.0016350555261597,3.728829473257065,-0.0066645889617502,0.0765673027653247,1.8451305483933536,0.0316501915939528,1.314332072623074,-20.236899703741077,1.1734891518950463,2.3269249042496085,1000000000000.0,0.9463708013296128,10.147276632487774,0.5216803448833525,1.5814494546502829,100000000000.0,360369746344293.2,3.744286819044797e+17,3.648212336865315,1.6149879125878217,False,PARETO_DIAGNOSTIC_NOT_FULL_CONTRACT
weak-T,oneD_v2_terminal_weak_T_0013,SOBOL_LOCAL_SHARED_TWO_PROVIDER,v913_zeroD_sobol_0129902,0,0.2169746919486451,16.227073329693802,5.666666666666667,0.2829900839054157,0.1596967040066129,5.669959426412318,0.0,False,481.33,2.8266831285580176,0.0068044647555286,2.5815171572217066,-0.0002663819819863,1.5567845654973136,1.3695014941994357,0.0019271603769193,0.8640637837630483,0.0033147344605456,1.3152195266971367,-0.0001168175058691,0.8483558555968362,0.9463465794321124,0.001963405800003,5.525131246825283,-44.653194841735065,0.2264547564554959,1.9374389592558143,1000000000000.0,2.6115888702055843,42.8259139865572,1.055419295541942,1.0061173520516604,100000000000.0,8385667906811.985,137698219755012.22,0.0471362762111431,3.329499849959399,True,PARETO_DIAGNOSTIC_NOT_FULL_CONTRACT
weak-T,oneD_v2_terminal_weak_T_0004,SOBOL_LOCAL_SHARED_TWO_PROVIDER,v913_zeroD_sobol_0129902,0,0.4346127941230457,18.10765276031901,5.666666666666667,0.2829900839054157,0.6291451403217162,5.673666324994141,0.0,False,481.33,1.6397230534774232,0.0030348208442811,3.688853085422523,-0.0001893205484784,1.7465631322292328,0.7422213013702332,0.0019271603769193,1.8017597258512708,0.0056776303391957,0.7338387369718287,-7.401604153548607e-05,0.6880015677208497,0.4724289210013104,0.001963405800003,4.838452893045008,-29.28604209669661,0.2264547564554959,1.9374389592558143,1000000000000.0,2.123861581442349,62.41132891045679,1.055419295541942,1.0061173520516604,100000000000.0,7369249359993.412,50586496046551.49,0.0744867649954384,1.237265872997631,False,PARETO_DIAGNOSTIC_NOT_FULL_CONTRACT
weak-T,oneD_v2_focused_weak_T_0020,FOCUSED_TOPOLOGY_TREND_HYPERRECTANGLE,v913_zeroD_sobol_0116955|v913_zeroD_sobol_0129902,0,0.43509431997342923,5.639197364326538,3.6666666666666665,0.17772692601067897,0.0,3.682649635133739,0.0,False,481.33,2.8601176447375614,0.006751468226750757,4.946316228084278,-0.000625271689195684,0.8722292952725919,1.0638440286325417,0.0254752893929062,3.5145973830845376,0.0017961880598537962,6.228955734249059,0.001246752158786967,0.3120854000764556,1.3733721155607777,0.0645240567354888,4.253773453061386,-14.839822928025576,1.010412615071982,2.38337339903228,1000000000000.0,2.2742081987948293,14.208502130677761,0.526846093358472,1.4233212359249592,100000000000.0,2415396414486949.5,3508468763819082.5,0.41440024716769663,1.9239867571529785,True,PARETO_DIAGNOSTIC_NOT_FULL_CONTRACT
weak-T,oneD_v2_focused_weak_T_0046,FOCUSED_TOPOLOGY_TREND_HYPERRECTANGLE,v913_zeroD_sobol_0116955|v913_zeroD_sobol_0129902,0,0.4418986991621189,9.57278494647773,5.666666666666667,0.28299008390541575,0.0,5.697236268837538,0.0,False,481.33,3.3932798478234445,0.007003795821669606,4.933830116054357,-0.0007264505594165522,0.7761145864026838,1.1061332280671297,0.0254752893929062,3.1156321864430767,0.0005771495316927052,1.1954253603368719,0.00015944505644051706,0.31722577202323093,1.499202328455827,0.0645240567354888,4.697386103383146,-38.85209631630309,1.010412615071982,2.38337339903228,1000000000000.0,2.552710388543604,32.120803727109134,0.526846093358472,1.4233212359249592,100000000000.0,226776585190130.53,3109108313245283.0,0.16040144784078345,0.7168720436454674,False,PARETO_DIAGNOSTIC_NOT_FULL_CONTRACT
weak-T,oneD_v2_terminal_weak_T_0024,SOBOL_LOCAL_SHARED_TWO_PROVIDER,v913_zeroD_sobol_0129902,0,0.5616245657914316,11.90034839929104,5.666666666666667,0.2829900839054157,0.0,5.695680696370656,0.0,False,481.33,1.9736670255787956,0.0046330754535077,4.658518271682188,-0.0002203025885801,0.8132137547836564,1.6650093527494492,0.0019271603769193,1.347091206348035,0.0013763395480398,1.5635841619503466,-0.0001205437474242,1.2866776992767373,0.4464560247318393,0.001963405800003,4.103347139077709,-94.78213467448585,0.2264547564554959,1.9374389592558143,1000000000000.0,4.705230171391918,60.22435733625146,1.055419295541942,1.0061173520516604,100000000000.0,12171511503430.486,332221244228776.2,0.1624675663951134,0.8041465632090904,False,PARETO_DIAGNOSTIC_NOT_FULL_CONTRACT
weak-T,oneD_v2_terminal_weak_T_0010,SOBOL_LOCAL_SHARED_TWO_PROVIDER,v913_zeroD_sobol_0129902,0,0.6152074080107053,14.89959876879504,5.666666666666667,0.2829900839054157,0.0,5.669517166804355,0.0,False,481.33,3.435416976267294,0.0050822201944652,3.825582081584995,-0.0003419750991275,1.8848869050006636,1.9693653116736285,0.0019271603769193,3.27397690913189,0.0011645140931843,0.4124674776020308,-6.167542504763127e-05,0.4532070568020264,1.104084658755954,0.001963405800003,7.949542404493234,-33.469651223524664,0.2264547564554959,1.9374389592558143,1000000000000.0,3.202599998396483,51.586065416575586,1.055419295541942,1.0061173520516604,100000000000.0,14721602437402.842,227768391575250.7,0.1495656643393667,1.6828330070633162,False,PARETO_DIAGNOSTIC_NOT_FULL_CONTRACT
weak-T,oneD_v2_focused_weak_T_0003,FOCUSED_TOPOLOGY_TREND_HYPERRECTANGLE,v913_zeroD_sobol_0116955|v913_zeroD_sobol_0129902,0,0.7521708445710983,11.273440183155,5.666666666666667,0.28299008390541575,0.0,5.695175921216355,0.0,False,481.33,2.7170785310543026,0.007167265294665853,4.969551882281191,-0.001100396615022688,0.9841901719468465,1.112456147431547,0.0254752893929062,3.961921538283257,0.0010253996777713388,2.1067140463727605,0.0005252755582259864,0.19497353607924964,1.4803373548432601,0.0645240567354888,4.198342288960843,-44.25806676703851,1.010412615071982,2.38337339903228,1000000000000.0,1.980658488615229,17.388898911523857,0.526846093358472,1.4233212359249592,100000000000.0,361324356339321.8,4.139647755286731e+17,0.3247589299350674,0.8821807946909708,False,PARETO_DIAGNOSTIC_NOT_FULL_CONTRACT
weak-T,oneD_v2_focused_weak_T_0000,FOCUSED_TOPOLOGY_TREND_HYPERRECTANGLE,v913_zeroD_sobol_0116955|v913_zeroD_sobol_0129902,0,1.2783463814608522,8.607202068143087,5.666666666666667,0.28299008390541575,0.0,5.684849889719613,0.0,False,481.33,2.9978772193428926,0.006545838811503207,5.098454191753924,-0.0005137494406657348,0.7280592344427829,1.098455813655149,0.0254752893929062,2.0819635764038,0.0023923959070427346,0.8163146769587757,0.00017831209303129986,0.28008844838883323,1.3383698365928218,0.0645240567354888,5.412158851954626,-12.92931436292355,1.010412615071982,2.38337339903228,1000000000000.0,2.4069049648719023,38.44538117957065,0.526846093358472,1.4233212359249592,100000000000.0,35861139367907.85,527013881261109.4,0.368620272968015,1.4510820228846357,False,PARETO_DIAGNOSTIC_NOT_FULL_CONTRACT
weak-T,oneD_v2_focused_weak_T_0016,FOCUSED_TOPOLOGY_TREND_HYPERRECTANGLE,v913_zeroD_sobol_0116955|v913_zeroD_sobol_0129902,0,1.6909074723238113,0.33333333333333326,0.3333333333333333,0.01449275362318847,0.0,0.4556122697440633,0.0,True,481.33,3.0409417554034506,0.00647019128517018,5.025395129160157,-0.0014868482932827011,0.9755933427556993,1.0789590675557872,0.0254752893929062,2.933115011485353,-0.00042943202369873285,1.496151672231702,-4.279285497456851e-05,0.2680205096220068,1.551767664067378,0.0645240567354888,4.856657209902395,-30.953125660022273,1.010412615071982,2.38337339903228,1000000000000.0,1.8920834250730323,39.53630023124541,0.526846093358472,1.4233212359249592,100000000000.0,6.171441842801577e+16,2.0520115074553476e+16,0.10445634554280772,1.530842099339777,True,ELIGIBLE_SHARED_CLASS_ROW
weak-T,oneD_v2_focused_weak_T_0055,FOCUSED_TOPOLOGY_TREND_HYPERRECTANGLE,v913_zeroD_sobol_0116955|v913_zeroD_sobol_0129902,0,4.7959665350498675,0.33333333333333326,0.3333333333333333,0.01449275362318847,0.0,0.49463321852352626,0.0,False,481.33,2.9223729651803025,0.007577843822412059,4.9412085790298885,-0.0005348684454791355,0.9560502179981674,1.1258711058105173,0.0254752893929062,3.404791050481225,-0.00026491858566222255,1.3074242930527458,0.002104618278001325,0.40169906791011384,1.1088540857317954,0.0645240567354888,6.3463736942283,-4.629660021725654,1.010412615071982,2.38337339903228,1000000000000.0,2.495964262037993,34.1542576541601,0.526846093358472,1.4233212359249592,100000000000.0,4.6787326014353496e+16,5.629965322602358e+16,0.37211362945833526,1.2811247510885981,False,PARETO_DIAGNOSTIC_NOT_FULL_CONTRACT
weak-T,oneD_v2_focused_weak_T_0061,FOCUSED_TOPOLOGY_TREND_HYPERRECTANGLE,v913_zeroD_sobol_0116955|v913_zeroD_sobol_0129902,0,6.517252869436226,1.166666666666667,1.1666666666666665,0.056826849733028206,0.0,1.2576672637211763,0.0,False,481.33,3.1357447784376298,0.0076930100255879,5.102495210260292,-0.00036091639006190104,0.7720552210194407,1.0743878132485543,0.0254752893929062,3.7220876141239203,-0.0008822372078374332,0.8643675044660524,0.0007274940178367088,0.5302804793443856,1.5654206905043453,0.0645240567354888,4.245075192912958,-36.44316286511315,1.010412615071982,2.38337339903228,1000000000000.0,2.6286893685488177,24.138566745719505,0.526846093358472,1.4233212359249592,100000000000.0,4.140416596012402e+16,1141740803956405.8,0.49169634126226497,1.384351809173834,False,PARETO_DIAGNOSTIC_NOT_FULL_CONTRACT
weak-T,oneD_v2_focused_weak_T_0026,FOCUSED_TOPOLOGY_TREND_HYPERRECTANGLE,v913_zeroD_sobol_0116955|v913_zeroD_sobol_0129902,0,6.968303168319741,1.0,1.0,0.04958047292143408,0.0,1.2893843266110883,0.0,False,481.33,3.2629706494773383,0.006339211299891989,4.961258976807375,-0.001335208496603113,0.752325433606546,1.119666005732189,0.0254752893929062,2.828435695397217,-0.0010459834114400672,1.931301253328306,0.001398110245445172,0.13709242984084521,1.1250578832383402,0.0645240567354888,5.096593986245781,-10.031625835433866,1.010412615071982,2.38337339903228,1000000000000.0,1.9912548432724466,19.40764300358495,0.526846093358472,1.4233212359249592,100000000000.0,3.2428352545965508e+16,409540824449314.0,0.13445395752730585,1.6227704399389398,False,PARETO_DIAGNOSTIC_NOT_FULL_CONTRACT
weak-T,v913_zeroD_sobol_0242980,ARCHIVED_V913_POOL,v913_zeroD_sobol_0242980,0,12.474542313816986,2.275801964845593,2.111111111111111,0.0989066870073735,0.0,2.5072554674757273,0.0,False,481.33,4.011803912930191,0.0081468212408944,7.349638969637454,-0.0012099820682778,1.3227705595549195,1.2558047282509506,0.0184513317135146,2.0446315124630927,0.000941995373927,7.205215461552143,0.0013325903080403,0.0858719444833695,1.1423492641188204,0.0058420097608974,6.368386985268444,12.2265643812716,1.9097672308795155,1.1372957159765065,1000000000000.0,1.6986502355337143,38.45378890633583,0.4561179580539465,1.2506696581840515,100000000000.0,1.4102520844479966e+16,58780073970578.01,0.8638954413677038,2.687256144359708,False,PARETO_DIAGNOSTIC_NOT_FULL_CONTRACT
weak-T,v913_zeroD_sobol_0116955,ARCHIVED_V913_POOL,v913_zeroD_sobol_0116955,0,18.50120645950126,0.7777777777777777,0.7777777777777778,0.0368675311467073,0.8457971452470489,1.2868583162290452,0.0,False,481.33,3.497796688694507,0.0080361246806569,5.115476604551077,-0.0016002543857321,0.4365619524847716,1.040377038996667,0.0254752893929062,3.9774327300488954,-0.0024142604712396,8.767316944897175,0.0021373024657368,0.1364233205281197,1.639806836657226,0.0645240567354888,3.6282808207906783,-4.032082986086607,1.010412615071982,2.38337339903228,1000000000000.0,1.8844304084777832,11.56215574592352,0.526846093358472,1.4233212359249592,100000000000.0,7.411536373796822e+16,8.319121413916371e+17,0.4964460622427377,0.5934622306376696,False,PARETO_DIAGNOSTIC_NOT_FULL_CONTRACT
