search_class,candidate_id,search_source,search_anchor,completion_objective,class_trend_objective,physical_topology_objective,precursor_objective,avalanche_size_objective,onset_scale_objective,provider_robustness_objective,state_realism_objective,full_class_contract_pass,Tref_K,cleave_G00_eV,cleave_gT_eV_per_K,cleave_sigc0_GPa,cleave_sT_GPa_per_K,cleave_exp_a,cleave_exp_n,cleave_floor_frac,emit_G00_eV,emit_gT_eV_per_K,emit_sigc0_GPa,emit_sT_GPa_per_K,emit_exp_a,emit_exp_n,emit_floor_frac,peierls_H0_eV,peierls_activation_entropy_kB,peierls_exp_a,peierls_exp_n,peierls_nu0_s,taylor_H0_eV,taylor_activation_entropy_kB,taylor_exp_a,taylor_exp_n,taylor_nu0_s,rho_source0_m2,taylor_corr_rho_c_m2,taylor_corr_scale,c_blunt,pareto_nondominated_validation,selection_status
ceramic-like,oneD_v2_terminal_ceramic_like_0001,SOBOL_LOCAL_SHARED_TWO_PROVIDER,v913_zeroD_sobol_0077080,0,0.0,4.822962207888706,3.3333333333333335,0.1976851851851851,2.1711871865978414,3.5627792034250487,0.0,False,481.33,5.758569018564451,0.004864693820798,4.285966033041115,-0.0020572406969534,0.924708925625358,1.0939393470183576,0.0436070518879531,2.6234837073374164,-0.0051452153034556,12.789425493961122,0.0216984422309584,0.2271933909322199,0.4889130969230893,0.0228240380649044,3.917275790761536,-48.61252181366814,1.178178071556613,1.0056940987706184,1000000000000.0,0.7268353850919832,-30.520939230246096,1.0212089663371444,0.599093577126041,100000000000.0,2718828732020.483,1.1089990508217572e+16,1.1287030235654114,0.4640450543348752,True,PARETO_DIAGNOSTIC_NOT_FULL_CONTRACT
ceramic-like,oneD_v2_terminal_ceramic_like_0030,SOBOL_LOCAL_SHARED_TWO_PROVIDER,v913_zeroD_sobol_0077080,0,0.0,4.904951369942428,3.3333333333333335,0.1976851851851851,1.9761229901505049,3.500640304160149,0.0,False,481.33,6.072536036860099,0.0102242734683207,5.685368228174482,-0.0029207716182187,1.9975773821041507,0.7316992275937173,0.0436070518879531,1.542331504619746,-0.0024474105320329,10.966238643736874,0.0081303717434934,0.2301520562840004,0.6449682584062747,0.0228240380649044,8.856476766197405,-54.41158545104474,1.178178071556613,1.0056940987706184,1000000000000.0,1.308031563285473,-14.931453752485949,1.0212089663371444,0.599093577126041,100000000000.0,1611711301351.079,3.4597306971979744e+16,2.1674021502405094,0.2871577274813213,True,PARETO_DIAGNOSTIC_NOT_FULL_CONTRACT
ceramic-like,oneD_v2_terminal_ceramic_like_0022,SOBOL_LOCAL_SHARED_TWO_PROVIDER,v913_zeroD_sobol_0077080,0,0.0,4.921810943423864,3.3333333333333335,0.1976851851851851,1.973370321621646,3.531424883688256,0.0,False,481.33,6.662422836480926,0.0152697448541807,4.032420817211595,-0.0039579693839782,1.3317192191092702,0.7868903604926897,0.0436070518879531,1.9121817607209148,-0.0033533697175604,6.807166844146594,0.0050024243871114,0.4887946078324715,0.5727282996353803,0.0228240380649044,3.7560543046604,-26.13101499760946,1.178178071556613,1.0056940987706184,1000000000000.0,0.4871621341306182,-31.37667659027315,1.0212089663371444,0.599093577126041,100000000000.0,846615180144.3876,7.611360687651762e+16,1.377544189274944,0.1788866439062673,True,PARETO_DIAGNOSTIC_NOT_FULL_CONTRACT
ceramic-like,oneD_v2_focused_ceramic_like_0035,FOCUSED_TOPOLOGY_TREND_HYPERRECTANGLE,v913_zeroD_sobol_0134035|v913_zeroD_sobol_0077080,0,0.0,5.010691326225022,3.3333333333333335,0.19768518518518519,1.704112218313716,3.384415771132489,0.0,False,481.33,3.612361403173224,0.005992915291248748,5.061250096075725,-0.0014821378776491028,1.3806804843685783,1.1431709356789277,0.0229905830425804,2.8339449882650523,-0.001793008160286371,8.716086892265837,0.006374136667997988,0.42505392461006114,0.7367528221604238,0.0083827769047892,6.46971954083962,-39.30966028509033,1.4448536720126868,0.79892413970083,1000000000000.0,1.1947107769228047,9.664187041594367,0.74570251586847,2.2320069298148155,100000000000.0,540172245260314.25,1.0707496954638675e+17,1.8643355493846883,0.4875278273916945,True,PARETO_DIAGNOSTIC_NOT_FULL_CONTRACT
ceramic-like,oneD_v2_focused_ceramic_like_0051,FOCUSED_TOPOLOGY_TREND_HYPERRECTANGLE,v913_zeroD_sobol_0134035|v913_zeroD_sobol_0077080,0,0.005495930346190114,5.01141875019705,3.3333333333333335,0.19768518518518519,1.7552792292350896,3.3957521398851105,0.0,False,481.33,3.567002867230601,0.0070643965007187535,4.930131685852583,-0.0021500535071749677,1.2968740018956502,1.0403845495159219,0.0229905830425804,3.131452226726378,-0.002279272102710826,9.201402039631624,0.007207337965102461,0.42610632174303675,0.7900142057234275,0.0083827769047892,6.157438767768288,4.681384142103668,1.4448536720126868,0.79892413970083,1000000000000.0,1.3853797900356288,11.070809582314354,0.74570251586847,2.2320069298148155,100000000000.0,18599279836591.305,1.8720111855603197e+17,1.820851361042051,0.4556782362604743,False,PARETO_DIAGNOSTIC_NOT_FULL_CONTRACT
ceramic-like,oneD_v2_focused_ceramic_like_0045,FOCUSED_TOPOLOGY_TREND_HYPERRECTANGLE,v913_zeroD_sobol_0134035|v913_zeroD_sobol_0077080,0,0.06366955700619865,2.3415209084551343,1.6666666666666667,0.10185185185185175,0.002952943901435508,1.7277127890920283,0.0,False,481.33,3.279641182424245,0.007107379188552593,5.17797445947127,-0.0018659359721649202,1.3934546086777098,1.1235161574070371,0.0229905830425804,2.974510272314231,-0.0022088143765557774,8.452994558487614,0.007877687474214946,0.4357375680109032,0.6862831916789222,0.0083827769047892,6.021285129654763,-41.396366372274116,1.4448536720126868,0.79892413970083,1000000000000.0,1.2604401894626955,-1.460195948897189,0.74570251586847,2.2320069298148155,100000000000.0,1.2970435482355402e+16,4.062733169488683e+16,1.8127283735850308,0.6036925071874049,True,PARETO_DIAGNOSTIC_NOT_FULL_CONTRACT
ceramic-like,oneD_v2_terminal_ceramic_like_0025,SOBOL_LOCAL_SHARED_TWO_PROVIDER,v913_zeroD_sobol_0077080,0,0.0874235814811859,4.964119502600027,3.3333333333333335,0.1976851851851851,1.860786510254852,3.54998909759134,0.0,False,481.33,7.0779780057831845,0.0060140773286393,6.586083625567729,-0.0022638919552553,2.481925204444827,1.0181428469755327,0.0436070518879531,5.216553224515931,-0.0055604171495236,4.91534759848842,0.0144381803871335,0.4589454998262202,0.7027814854752983,0.0228240380649044,5.917952734430224,-73.52148958106989,1.178178071556613,1.0056940987706184,1000000000000.0,1.3420035678634767,-16.758631660966426,1.0212089663371444,0.599093577126041,100000000000.0,2304603850210.2695,2.0853206215871256e+16,0.7399129455586655,0.9726245836274792,False,PARETO_DIAGNOSTIC_NOT_FULL_CONTRACT
ceramic-like,oneD_v2_focused_ceramic_like_0018,FOCUSED_TOPOLOGY_TREND_HYPERRECTANGLE,v913_zeroD_sobol_0134035|v913_zeroD_sobol_0077080,0,0.12630179038663805,0.6705677618954491,0.6666666666666666,0.03935185185185175,0.0,0.7445142922100667,0.0,False,481.33,3.2732801118100374,0.008580728772808584,4.664693699713819,-0.002077104944441507,1.075855059626184,1.081801056664378,0.0229905830425804,3.190912311769754,-0.002437196917685387,8.737523906696637,0.004023163921414271,0.43369546532737047,0.7408434090700092,0.0083827769047892,6.584887684187858,-5.126529938628602,1.4448536720126868,0.79892413970083,1000000000000.0,1.1080059874159442,-9.27664504429909,0.74570251586847,2.2320069298148155,100000000000.0,2.873857196519663e+16,1.2481557292822467e+17,1.8463973059218013,0.46275694154588876,True,PARETO_DIAGNOSTIC_NOT_FULL_CONTRACT
ceramic-like,oneD_v2_focused_ceramic_like_0042,FOCUSED_TOPOLOGY_TREND_HYPERRECTANGLE,v913_zeroD_sobol_0134035|v913_zeroD_sobol_0077080,0,0.16449169457512144,2.483053963475614,1.6666666666666667,0.10185185185185175,0.2824738854112076,1.740167228218395,0.0,False,481.33,3.334832017911414,0.007726734699558144,4.854689084956883,-0.0016228519726485652,1.3472296511267983,1.0784631457230514,0.0229905830425804,3.2332786323030795,-0.0017309552876867982,9.268104347913933,0.0035768796734145774,0.42313225821318723,0.693726495153578,0.0083827769047892,6.646809073990715,-27.434457809301996,1.4448536720126868,0.79892413970083,1000000000000.0,1.3613501780735304,4.019495840329233,0.74570251586847,2.2320069298148155,100000000000.0,4784933401914091.0,7.125020911447027e+16,1.8760819065121688,0.9762961289129845,False,PARETO_DIAGNOSTIC_NOT_FULL_CONTRACT
ceramic-like,oneD_v2_focused_ceramic_like_0024,FOCUSED_TOPOLOGY_TREND_HYPERRECTANGLE,v913_zeroD_sobol_0134035|v913_zeroD_sobol_0077080,0,0.27512024916836103,2.168730543979609,1.6666666666666667,0.10185185185185175,0.175121674637997,1.763024160988779,0.0,False,481.33,3.508257608622444,0.00875046309122409,5.704155775141059,-0.001982802123939085,1.137510710087317,1.1407522119149076,0.0229905830425804,3.2387319128067826,-0.0021454434191562617,8.689531294959128,0.00777895689441787,0.437109707675999,0.6468028890810453,0.0083827769047892,6.110643703203034,-25.189969515700433,1.4448536720126868,0.79892413970083,1000000000000.0,1.0554780524940979,14.890266093898136,0.74570251586847,2.2320069298148155,100000000000.0,1.4869243459026726e+16,2.32396757621032e+17,1.8602278109518202,0.4055350488698509,False,PARETO_DIAGNOSTIC_NOT_FULL_CONTRACT
