backend,extension_um,tip_radius_um,reference_opening_m,drive_factor_system_0,drive_factor_system_1,tau_signed_system_0_Pa,tau_signed_system_1_Pa,opening_stress_Pa,tau_over_opening_system_0,tau_over_opening_system_1,reliable,field_snapshot_hash,topology_fingerprint,source_commit,source_repository
FEMCZM,300.0,25.0,1.25e-05,0.6362147974206124,0.6391848202947178,1741879668.1021757,-1750011233.85509,5475721440.957191,0.318109620236212,-0.31959464204394894,True,ba7c9341504cb41d019c98f58083cfad5a9de99afb889c9948b9b08441c6e172,50159e3ee0b4351e200ff12df62dc7ffaff86e84e4cc017cb9e3751853a7424b,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,300.0,50.0,1.25e-05,0.674695559867818,0.6776600999118424,1333004648.6905653,-1338861728.3794963,3951405537.1451883,0.3373494915061628,-0.33883176904864015,True,ba7c9341504cb41d019c98f58083cfad5a9de99afb889c9948b9b08441c6e172,50159e3ee0b4351e200ff12df62dc7ffaff86e84e4cc017cb9e3751853a7424b,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,300.0,100.0,1.25e-05,0.7345239033646445,0.7375520406758459,1049241488.3036199,-1053567075.6461675,2856920455.003537,0.36726310894165964,-0.3687771823681605,True,ba7c9341504cb41d019c98f58083cfad5a9de99afb889c9948b9b08441c6e172,50159e3ee0b4351e200ff12df62dc7ffaff86e84e4cc017cb9e3751853a7424b,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,300.0,150.0,1.25e-05,0.7828959483132479,0.786067464972234,939466935.8216649,-943272722.5854672,2399974810.744352,0.39144866505090087,-0.39303442617921114,True,ba7c9341504cb41d019c98f58083cfad5a9de99afb889c9948b9b08441c6e172,50159e3ee0b4351e200ff12df62dc7ffaff86e84e4cc017cb9e3751853a7424b,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,300.0,200.0,1.25e-05,0.8255266482165639,0.8288779709893114,875558087.652081,-879112518.9528159,2121209157.6498842,0.41276367513994866,-0.4144393379513769,True,ba7c9341504cb41d019c98f58083cfad5a9de99afb889c9948b9b08441c6e172,50159e3ee0b4351e200ff12df62dc7ffaff86e84e4cc017cb9e3751853a7424b,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,300.0,300.0,1.25e-05,0.8824551216917383,0.8862831378841124,805551642.121078,-809046057.4789053,1825705583.7758975,0.4412275721121737,-0.443141580257233,True,ba7c9341504cb41d019c98f58083cfad5a9de99afb889c9948b9b08441c6e172,50159e3ee0b4351e200ff12df62dc7ffaff86e84e4cc017cb9e3751853a7424b,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,300.0,400.0,1.25e-05,0.9332847306064995,0.9375723673204235,771511893.9633572,-775056324.3106067,1653325422.8297968,0.4666424911333268,-0.4687863100683692,True,ba7c9341504cb41d019c98f58083cfad5a9de99afb889c9948b9b08441c6e172,50159e3ee0b4351e200ff12df62dc7ffaff86e84e4cc017cb9e3751853a7424b,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,300.0,600.0,1.25e-05,1.0052352843626546,1.009617266098499,730828939.2768672,-734014739.7693044,1454042365.1412864,0.5026187384889944,-0.5048097341358975,True,ba7c9341504cb41d019c98f58083cfad5a9de99afb889c9948b9b08441c6e172,50159e3ee0b4351e200ff12df62dc7ffaff86e84e4cc017cb9e3751853a7424b,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,300.0,800.0,1.25e-05,1.0702141563243908,1.0724202792614153,698511508.095312,-699951408.9326147,1305363383.0269737,0.5351088571793331,-0.5362119223150839,True,ba7c9341504cb41d019c98f58083cfad5a9de99afb889c9948b9b08441c6e172,50159e3ee0b4351e200ff12df62dc7ffaff86e84e4cc017cb9e3751853a7424b,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,300.0,1000.0,1.25e-05,1.0923351304966826,1.0890215357403183,688030454.7942754,-685943316.8422179,1259738557.6641598,0.5461692432992125,-0.5445124408306689,True,ba7c9341504cb41d019c98f58083cfad5a9de99afb889c9948b9b08441c6e172,50159e3ee0b4351e200ff12df62dc7ffaff86e84e4cc017cb9e3751853a7424b,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,500.0,1.0,1.25e-05,0.43495025611309024,0.4367265322044324,4644849575.937112,-4663818492.804407,21357967227.130596,0.21747620110760602,-0.21836434353546774,True,9e754a163afa541935c4156870a171511e11c7dac03c710790bd3d4b4760fadb,5166fcbf8ddec74649706589112343e6a99f2de8e44e26aa2ea191a191199141,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,500.0,2.0,1.25e-05,0.5165221992435293,0.5184579173600663,4524037537.344049,-4540991816.238075,17517185289.691727,0.2582628123484138,-0.25923067782529513,True,9e754a163afa541935c4156870a171511e11c7dac03c710790bd3d4b4760fadb,5166fcbf8ddec74649706589112343e6a99f2de8e44e26aa2ea191a191199141,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,500.0,4.0,1.25e-05,0.5615770397809505,0.5637131630918181,3681585903.611387,-3695589897.5651517,13111512801.397755,0.2807903221677754,-0.28185839067870055,True,9e754a163afa541935c4156870a171511e11c7dac03c710790bd3d4b4760fadb,5166fcbf8ddec74649706589112343e6a99f2de8e44e26aa2ea191a191199141,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,500.0,8.0,1.25e-05,0.59331541908677,0.5955783167272455,2823685207.600308,-2834454707.916951,9518279132.434973,0.29665921416174634,-0.29779066872057985,True,9e754a163afa541935c4156870a171511e11c7dac03c710790bd3d4b4760fadb,5166fcbf8ddec74649706589112343e6a99f2de8e44e26aa2ea191a191199141,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,500.0,12.0,1.25e-05,0.602322161632438,0.6045914471553853,2376192713.7183647,-2385145164.862383,7890070613.866603,0.3011624141287487,-0.30229706191355876,True,9e754a163afa541935c4156870a171511e11c7dac03c710790bd3d4b4760fadb,5166fcbf8ddec74649706589112343e6a99f2de8e44e26aa2ea191a191199141,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,500.0,25.0,1.25e-05,0.6439982098088249,0.6463591896956947,1788132617.0158587,-1794688140.1206255,5553203342.679214,0.3220002054081368,-0.32318069938615923,True,9e754a163afa541935c4156870a171511e11c7dac03c710790bd3d4b4760fadb,5166fcbf8ddec74649706589112343e6a99f2de8e44e26aa2ea191a191199141,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,500.0,50.0,1.25e-05,0.6859561497494218,0.6884162129067185,1371993906.3409908,-1376914325.324417,4000229248.353619,0.3429788197528091,-0.34420885400283396,True,9e754a163afa541935c4156870a171511e11c7dac03c710790bd3d4b4760fadb,5166fcbf8ddec74649706589112343e6a99f2de8e44e26aa2ea191a191199141,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,500.0,100.0,1.25e-05,0.751136070695051,0.7537915838564253,1081860092.2345183,-1085684823.6324341,2880594059.3911896,0.37556839663245306,-0.37689615449040137,True,9e754a163afa541935c4156870a171511e11c7dac03c710790bd3d4b4760fadb,5166fcbf8ddec74649706589112343e6a99f2de8e44e26aa2ea191a191199141,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,500.0,150.0,1.25e-05,0.8036973273925923,0.8065483446391348,968157962.7313417,-971592383.8187921,2409259388.6082664,0.40184878693805076,-0.40327429599850706,True,9e754a163afa541935c4156870a171511e11c7dac03c710790bd3d4b4760fadb,5166fcbf8ddec74649706589112343e6a99f2de8e44e26aa2ea191a191199141,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,500.0,200.0,1.25e-05,0.8502719409404194,0.8533073984793377,900591349.3582538,-903806446.3987025,2118360671.033845,0.42513598447743517,-0.4266537132968999,True,9e754a163afa541935c4156870a171511e11c7dac03c710790bd3d4b4760fadb,5166fcbf8ddec74649706589112343e6a99f2de8e44e26aa2ea191a191199141,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,500.0,300.0,1.25e-05,0.9137120729678381,0.9170547284105368,823244447.2531182,-826256142.7463646,1801977470.3948953,0.45685612654896723,-0.45852745459980376,True,9e754a163afa541935c4156870a171511e11c7dac03c710790bd3d4b4760fadb,5166fcbf8ddec74649706589112343e6a99f2de8e44e26aa2ea191a191199141,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,500.0,400.0,1.25e-05,0.9721600528725848,0.9756706294258428,781040201.1972775,-783860623.0088643,1606812628.620249,0.48608044726904315,-0.4878357370653454,True,9e754a163afa541935c4156870a171511e11c7dac03c710790bd3d4b4760fadb,5166fcbf8ddec74649706589112343e6a99f2de8e44e26aa2ea191a191199141,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,500.0,600.0,1.25e-05,1.0674194788423195,1.070353780124129,720150900.4074134,-722130571.7100708,1349327939.6253047,0.5337108046598311,-0.5351779582290421,True,9e754a163afa541935c4156870a171511e11c7dac03c710790bd3d4b4760fadb,5166fcbf8ddec74649706589112343e6a99f2de8e44e26aa2ea191a191199141,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,500.0,800.0,1.25e-05,1.134892975748617,1.1354350992271356,683949852.4651884,-684276566.3325521,1205309387.3743339,0.5674475446964834,-0.5677186069405729,True,9e754a163afa541935c4156870a171511e11c7dac03c710790bd3d4b4760fadb,5166fcbf8ddec74649706589112343e6a99f2de8e44e26aa2ea191a191199141,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,500.0,1000.0,1.25e-05,1.1648784164658446,1.1611266805678881,684634652.8616822,-682429642.9929966,1175459033.8842359,0.58244024940567,-0.580564378103376,True,9e754a163afa541935c4156870a171511e11c7dac03c710790bd3d4b4760fadb,5166fcbf8ddec74649706589112343e6a99f2de8e44e26aa2ea191a191199141,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,700.0,1.0,1.25e-05,0.4391766211323219,0.4402504167894808,4662034664.974816,-4673433433.342465,21230759458.77851,0.2195886903634601,-0.22012558912065158,True,1e2f841f1b682bb7c92baed3a1455d942c6c7286964ae1a12bf8dbe064571440,89b02e2519929e1a03267d83a579efdaddc1d3d187a14cd780b11e0e36081095,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,700.0,2.0,1.25e-05,0.5216557226077576,0.522829135161003,4541588074.905928,-4551803924.608724,17412164365.068497,0.26082846334813253,-0.26141517097899375,True,1e2f841f1b682bb7c92baed3a1455d942c6c7286964ae1a12bf8dbe064571440,89b02e2519929e1a03267d83a579efdaddc1d3d187a14cd780b11e0e36081095,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,700.0,4.0,1.25e-05,0.5683972407708734,0.5697004573782581,3703564663.4651794,-3712056166.642439,13031578108.544592,0.28419924529607143,-0.2848508550325539,True,1e2f841f1b682bb7c92baed3a1455d942c6c7286964ae1a12bf8dbe064571440,89b02e2519929e1a03267d83a579efdaddc1d3d187a14cd780b11e0e36081095,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,700.0,8.0,1.25e-05,0.6026739407774396,0.6040720224294359,2850122736.7841763,-2856734445.0971246,9458241774.282026,0.3013374795021592,-0.30203652150919763,True,1e2f841f1b682bb7c92baed3a1455d942c6c7286964ae1a12bf8dbe064571440,89b02e2519929e1a03267d83a579efdaddc1d3d187a14cd780b11e0e36081095,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,700.0,12.0,1.25e-05,0.6136031367533138,0.615021720373203,2404908442.6289425,-2410468329.0110393,7838633300.717946,0.30680200876454766,-0.3075113015926211,True,1e2f841f1b682bb7c92baed3a1455d942c6c7286964ae1a12bf8dbe064571440,89b02e2519929e1a03267d83a579efdaddc1d3d187a14cd780b11e0e36081095,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,700.0,25.0,1.25e-05,0.6601678778227238,0.6616928115292546,1819727522.7702692,-1823930944.2474337,5512917980.790208,0.33008427281362057,-0.3308467404381728,True,1e2f841f1b682bb7c92baed3a1455d942c6c7286964ae1a12bf8dbe064571440,89b02e2519929e1a03267d83a579efdaddc1d3d187a14cd780b11e0e36081095,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,700.0,50.0,1.25e-05,0.708784942821964,0.71044956729354,1405140069.157019,-1408440125.9214842,3964924335.6088967,0.35439265676206916,-0.35522496943316545,True,1e2f841f1b682bb7c92baed3a1455d942c6c7286964ae1a12bf8dbe064571440,89b02e2519929e1a03267d83a579efdaddc1d3d187a14cd780b11e0e36081095,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,700.0,100.0,1.25e-05,0.7838350320673879,0.7857277072910037,1114441065.0061336,-1117132033.0104008,2843559911.2543397,0.39191756101053477,-0.3928638987309453,True,1e2f841f1b682bb7c92baed3a1455d942c6c7286964ae1a12bf8dbe064571440,89b02e2519929e1a03267d83a579efdaddc1d3d187a14cd780b11e0e36081095,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,700.0,150.0,1.25e-05,0.8438996841109752,0.845966327885806,998411231.319092,-1000856261.6879568,2366184629.1034245,0.42194984239137834,-0.4229831642796163,True,1e2f841f1b682bb7c92baed3a1455d942c6c7286964ae1a12bf8dbe064571440,89b02e2519929e1a03267d83a579efdaddc1d3d187a14cd780b11e0e36081095,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,700.0,200.0,1.25e-05,0.8974862613817659,0.899682818373004,927222115.6580933,-929491449.8063884,2066264649.292603,0.4487431539689424,-0.4498414325215334,True,1e2f841f1b682bb7c92baed3a1455d942c6c7286964ae1a12bf8dbe064571440,89b02e2519929e1a03267d83a579efdaddc1d3d187a14cd780b11e0e36081095,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,700.0,300.0,1.25e-05,0.9727291464101047,0.9750007049559037,839489129.8951514,-841449540.6776971,1726048451.7814581,0.4863647535668613,-0.48750053326094944,True,1e2f841f1b682bb7c92baed3a1455d942c6c7286964ae1a12bf8dbe064571440,89b02e2519929e1a03267d83a579efdaddc1d3d187a14cd780b11e0e36081095,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,700.0,400.0,1.25e-05,1.0463386547218543,1.04846640241805,782655355.9618214,-784246899.1233475,1495987541.6522043,0.523169701732568,-0.5242335763419571,True,1e2f841f1b682bb7c92baed3a1455d942c6c7286964ae1a12bf8dbe064571440,89b02e2519929e1a03267d83a579efdaddc1d3d187a14cd780b11e0e36081095,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,700.0,600.0,1.25e-05,1.1787047809115103,1.1796610356842043,692917876.7515595,-693480024.3201952,1175726677.1610816,0.5893528574385027,-0.5898309852037017,True,1e2f841f1b682bb7c92baed3a1455d942c6c7286964ae1a12bf8dbe064571440,89b02e2519929e1a03267d83a579efdaddc1d3d187a14cd780b11e0e36081095,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,700.0,800.0,1.25e-05,1.2200649379376065,1.219068999135275,683033601.3140337,-682476041.1008906,1119666803.884718,0.61003291242022,-0.6095349426570649,True,1e2f841f1b682bb7c92baed3a1455d942c6c7286964ae1a12bf8dbe064571440,89b02e2519929e1a03267d83a579efdaddc1d3d187a14cd780b11e0e36081095,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,700.0,1000.0,1.25e-05,1.2854010648751688,1.2813437402110492,683772525.7340965,-681614221.0546324,1063904639.2767214,0.6427009531596256,-0.6406722894995711,True,1e2f841f1b682bb7c92baed3a1455d942c6c7286964ae1a12bf8dbe064571440,89b02e2519929e1a03267d83a579efdaddc1d3d187a14cd780b11e0e36081095,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,1000.0,1.0,1.25e-05,0.4491263521408123,0.4493969745923746,4639580166.276081,-4642375759.437856,20660465318.27413,0.22456319810824316,-0.22469850934730332,True,dc62ab7534dbd5723935ebe19ea6c131f893421460ba1501f507ddacc7a84359,5b0896ae81af5c6baa4d01040e55f541aad4049a57247d3cad91e59e752c748b,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,1000.0,2.0,1.25e-05,0.5338082406098915,0.5341063890089564,4522075928.441955,-4524601647.597159,16942695906.892214,0.26690415464532974,-0.2670532288640423,True,dc62ab7534dbd5723935ebe19ea6c131f893421460ba1501f507ddacc7a84359,5b0896ae81af5c6baa4d01040e55f541aad4049a57247d3cad91e59e752c748b,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,1000.0,4.0,1.25e-05,0.5846837161224271,0.5850211203358089,3705971094.8275113,-3708109704.5195317,12676838973.883663,0.2923418923646826,-0.29251059449116906,True,dc62ab7534dbd5723935ebe19ea6c131f893421460ba1501f507ddacc7a84359,5b0896ae81af5c6baa4d01040e55f541aad4049a57247d3cad91e59e752c748b,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,1000.0,8.0,1.25e-05,0.6252574049661288,0.6256326456440274,2874814345.2424707,-2876539630.3413334,9195617945.03056,0.31262872842559325,-0.31281634878011166,True,dc62ab7534dbd5723935ebe19ea6c131f893421460ba1501f507ddacc7a84359,5b0896ae81af5c6baa4d01040e55f541aad4049a57247d3cad91e59e752c748b,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,1000.0,12.0,1.25e-05,0.641004423756746,0.641397627099247,2441153105.810438,-2442650551.889103,7616649299.415926,0.32050223265467076,-0.3206988343386658,True,dc62ab7534dbd5723935ebe19ea6c131f893421460ba1501f507ddacc7a84359,5b0896ae81af5c6baa4d01040e55f541aad4049a57247d3cad91e59e752c748b,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,1000.0,25.0,1.25e-05,0.6999199457543032,0.7003789656178179,1870878987.2378745,-1872105942.724118,5345979739.924142,0.3499599845592422,-0.35018949449866094,True,dc62ab7534dbd5723935ebe19ea6c131f893421460ba1501f507ddacc7a84359,5b0896ae81af5c6baa4d01040e55f541aad4049a57247d3cad91e59e752c748b,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,1000.0,50.0,1.25e-05,0.7657142387530135,0.7662668901447266,1465348853.6280649,-1466406463.6897788,3827403933.140217,0.3828571217529712,-0.383133447450543,True,dc62ab7534dbd5723935ebe19ea6c131f893421460ba1501f507ddacc7a84359,5b0896ae81af5c6baa4d01040e55f541aad4049a57247d3cad91e59e752c748b,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,1000.0,100.0,1.25e-05,0.867333269738306,0.8680063239820907,1175029437.1795065,-1175941264.9357555,2709522334.576189,0.4336666364343881,-0.434003163557495,True,dc62ab7534dbd5723935ebe19ea6c131f893421460ba1501f507ddacc7a84359,5b0896ae81af5c6baa4d01040e55f541aad4049a57247d3cad91e59e752c748b,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,1000.0,150.0,1.25e-05,0.9491384657344089,0.9498559711333695,1050370860.0535192,-1051164892.5263431,2213314227.631822,0.47456924414089346,-0.4749279968488962,True,dc62ab7534dbd5723935ebe19ea6c131f893421460ba1501f507ddacc7a84359,5b0896ae81af5c6baa4d01040e55f541aad4049a57247d3cad91e59e752c748b,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,1000.0,200.0,1.25e-05,1.0264536811156442,1.0271563760178193,963982701.0077617,-964642629.2073925,1878277947.771279,0.5132268640813258,-0.513578211548517,True,dc62ab7534dbd5723935ebe19ea6c131f893421460ba1501f507ddacc7a84359,5b0896ae81af5c6baa4d01040e55f541aad4049a57247d3cad91e59e752c748b,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
FEMCZM,1000.0,300.0,1.25e-05,1.15851253722997,1.1589641567806375,829377753.4631993,-829701067.3647027,1431797530.3798456,0.5792563095448079,-0.5794821193360971,True,dc62ab7534dbd5723935ebe19ea6c131f893421460ba1501f507ddacc7a84359,5b0896ae81af5c6baa4d01040e55f541aad4049a57247d3cad91e59e752c748b,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude
