provider,material_class,candidate_id,temperature_K,target_um,status,event_count,physical_avalanche_count,precursor_reinitiation_count,largest_avalanche_fraction,first_event_opening_um,first_event_native_KJ_MPa_sqrt_m,onset_envelope_min_MPa_sqrt_m,onset_envelope_max_MPa_sqrt_m,qualified_G_onset_min_J_m2,qualified_G_onset_max_J_m2,mean_event_size_um,median_event_size_um,terminal_extension_um,terminal_opening_um,max_tip_radius_um,max_backstress_GPa,minimum_front_width_um,max_source_multiplicity,model_contract,authoritative_2D_initial_onset,initial_onset_relative_error,authoritative_2D_physical_avalanche_count,topology_match
PF,Peak,v913_zeroD_sobol_0242980,1000.0,100.0,TARGET_RIGHT_CENSORED,20,1,0,1.0,28.247585981036934,56.155266046582355,56.155266046582355,56.155266046582355,,,4.999999999999999,5.0,99.99999999999999,28.24758643341846,7.4014557463803685,8.185458674330093,0.1468030499665737,350753.536944126,SOURCE_NORMALIZED_DRIVE+V913_ZEROD_IMPLICIT_BACKSTRESS_V2,53.878171773544715,0.0422637628204701,1.0,True
PF,DBTT,v913_zeroD_sobol_0202500,1000.0,100.0,TARGET_RIGHT_CENSORED,20,2,1,0.95,31.977703698880312,63.57061661746594,63.57061661746594,109.16109415083311,,,4.999999999999999,5.0,99.99999999999999,84.11163100371786,49.832452898682654,21.47574483907329,0.05549803769192872,13095.647939493772,SOURCE_NORMALIZED_DRIVE+V913_ZEROD_IMPLICIT_BACKSTRESS_V2,56.188160316561955,0.1313881120028046,2.0,True
FEMCZM,Peak,v913_zeroD_sobol_0242980,1000.0,100.0,TARGET_RIGHT_CENSORED,19,1,0,1.0,12.13277205285785,55.465759414095146,55.465759414095146,55.465759414095146,6912.055136266762,6912.055136266762,5.263157894736841,4.143147460518555,99.99999999999999,49.167566345385445,18.621451051424355,13.580737040657064,0.08848780405423153,293864.53414275404,SOURCE_NORMALIZED_DRIVE+V913_ZEROD_IMPLICIT_BACKSTRESS_V2,7454.99,-0.07282838256432776,1.0,True
FEMCZM,DBTT,v913_zeroD_sobol_0202500,1000.0,100.0,TARGET_RIGHT_CENSORED,17,3,2,0.8823529411764706,12.96305780591895,59.26146493164752,59.26146493164752,84.78450274749416,7890.454731722169,16150.645980153955,5.882352941176471,3.2784012931805058,99.99999999999999,124.53163439936431,83.36499733623269,28.122657622493158,0.04273298949267925,13078.959954302354,SOURCE_NORMALIZED_DRIVE+V913_ZEROD_IMPLICIT_BACKSTRESS_V2,8675.6,-0.0905003997738291,3.0,True
