provider,material_class,candidate_id,temperature_K,target_um,status,event_count,physical_avalanche_count,precursor_reinitiation_count,largest_avalanche_fraction,first_event_opening_um,first_event_native_KJ_MPa_sqrt_m,onset_envelope_min_MPa_sqrt_m,onset_envelope_max_MPa_sqrt_m,qualified_G_onset_min_J_m2,qualified_G_onset_max_J_m2,mean_event_size_um,median_event_size_um,terminal_extension_um,terminal_opening_um,max_tip_radius_um,max_backstress_GPa,minimum_front_width_um,max_source_multiplicity,model_contract
PF,Peak,v913_zeroD_sobol_0242980,300.0,100.0,TARGET_RIGHT_CENSORED,20,1,0,1.0,12.00358264428253,23.862725025576854,23.862725025576854,23.862725025576854,,,4.999999999999999,5.0,99.99999999999999,13.60628765760179,1.0000000127826667,0.00036577545671628023,9.99995368241095,352563.0211089279,SOURCE_NORMALIZED_DRIVE+V913_ZEROD_IMPLICIT_BACKSTRESS_V2
PF,Peak,v913_zeroD_sobol_0242980,600.0,100.0,TARGET_RIGHT_CENSORED,20,1,0,1.0,11.402329107853271,22.667452894276874,22.667452894276874,22.667452894276874,,,4.999999999999999,5.0,99.99999999999999,12.84532204370489,1.0132477735508147,0.3723705047316934,3.071382221455179,347301.9061300702,SOURCE_NORMALIZED_DRIVE+V913_ZEROD_IMPLICIT_BACKSTRESS_V2
PF,Peak,v913_zeroD_sobol_0242980,900.0,100.0,TARGET_RIGHT_CENSORED,20,1,0,1.0,29.209737146686475,58.06799072048371,58.06799072048371,58.06799072048371,,,4.999999999999999,5.0,99.99999999999999,29.209737599068003,7.632022243511428,8.331565731603238,0.14422916598611474,352147.0648530625,SOURCE_NORMALIZED_DRIVE+V913_ZEROD_IMPLICIT_BACKSTRESS_V2
PF,Peak,v913_zeroD_sobol_0242980,1100.0,100.0,TARGET_RIGHT_CENSORED,20,1,0,1.0,27.308087189984104,54.28757354367498,54.28757354367498,54.28757354367498,,,4.999999999999999,5.0,99.99999999999999,27.30808764236563,7.175915174571262,8.039967922660047,0.14945900342086987,346759.6280496854,SOURCE_NORMALIZED_DRIVE+V913_ZEROD_IMPLICIT_BACKSTRESS_V2
PF,Peak,v913_zeroD_sobol_0242980,1200.0,100.0,TARGET_RIGHT_CENSORED,20,1,0,1.0,26.390205035838576,52.46285419951387,52.46285419951387,52.46285419951387,,,4.999999999999999,5.0,99.99999999999999,26.390205488220104,6.955638398109405,7.895285213126866,0.15219724410814164,338125.9976689665,SOURCE_NORMALIZED_DRIVE+V913_ZEROD_IMPLICIT_BACKSTRESS_V2
PF,DBTT,v913_zeroD_sobol_0202500,300.0,100.0,TARGET_RIGHT_CENSORED,20,1,0,1.0,11.894908352848443,23.646684130896446,23.646684130896446,23.646684130896446,,,4.999999999999999,5.0,99.99999999999999,13.446335534675262,1.000000013829021,0.00036440323042617284,9.999954029282529,13098.721493861516,SOURCE_NORMALIZED_DRIVE+V913_ZEROD_IMPLICIT_BACKSTRESS_V2
PF,DBTT,v913_zeroD_sobol_0202500,600.0,100.0,TARGET_RIGHT_CENSORED,20,1,0,1.0,11.779418391372,23.417093909743638,23.417093909743638,23.417093909743638,,,4.999999999999999,5.0,99.99999999999999,13.307000597230573,1.0000000137021567,0.00036272790120179475,9.999954451005037,13098.721493861516,SOURCE_NORMALIZED_DRIVE+V913_ZEROD_IMPLICIT_BACKSTRESS_V2
PF,DBTT,v913_zeroD_sobol_0202500,900.0,100.0,TARGET_RIGHT_CENSORED,20,1,0,1.0,11.286224200226766,22.436640180530034,22.436640180530034,22.436640180530034,,,4.999999999999999,5.0,99.99999999999999,12.73919668567727,1.0000121702826663,0.010810273927088556,9.959786887824288,13098.721493861516,SOURCE_NORMALIZED_DRIVE+V913_ZEROD_IMPLICIT_BACKSTRESS_V2
PF,DBTT,v913_zeroD_sobol_0202500,1100.0,100.0,TARGET_RIGHT_CENSORED,20,2,1,0.95,31.471666860799793,62.56463213118597,62.56463213118597,116.26644574782827,,,4.999999999999999,5.0,99.99999999999999,83.76612441831284,52.32660391335981,22.051235945565743,0.05413285811858033,11492.87631582114,SOURCE_NORMALIZED_DRIVE+V913_ZEROD_IMPLICIT_BACKSTRESS_V2
PF,DBTT,v913_zeroD_sobol_0202500,1200.0,100.0,TARGET_RIGHT_CENSORED,20,2,1,0.95,30.395430455953072,60.425109777532214,60.425109777532214,111.11076985779054,,,4.999999999999999,5.0,99.99999999999999,82.00743149567316,52.03991016401872,21.990112902296634,0.05428467425049174,11492.876306398863,SOURCE_NORMALIZED_DRIVE+V913_ZEROD_IMPLICIT_BACKSTRESS_V2
PF,weak-T,v913_zeroD_sobol_0129902,300.0,100.0,TARGET_RIGHT_CENSORED,20,1,0,1.0,9.674404588562634,19.232396137415673,19.232396137415673,19.232396137415673,,,4.999999999999999,5.0,99.99999999999999,9.678481264885967,2.191232888270771,4.144376437456707,0.28985670781062084,472.3864903867084,SOURCE_NORMALIZED_DRIVE+V913_ZEROD_IMPLICIT_BACKSTRESS_V2
PF,weak-T,v913_zeroD_sobol_0129902,600.0,100.0,TARGET_RIGHT_CENSORED,20,1,0,1.0,10.640365480597286,21.1526944212837,21.1526944212837,21.1526944212837,,,4.999999999999999,5.0,99.99999999999999,10.643976371317567,2.494502512622674,4.642043186965101,0.2588036473492718,467.33143724048773,SOURCE_NORMALIZED_DRIVE+V913_ZEROD_IMPLICIT_BACKSTRESS_V2
PF,weak-T,v913_zeroD_sobol_0129902,900.0,100.0,TARGET_RIGHT_CENSORED,20,1,0,1.0,10.78071883736179,21.431712249388827,21.431712249388827,21.431712249388827,,,4.999999999999999,5.0,99.99999999999999,10.787289818290057,2.568733535569411,4.755929857372475,0.25261027367163125,445.52749853223855,SOURCE_NORMALIZED_DRIVE+V913_ZEROD_IMPLICIT_BACKSTRESS_V2
PF,weak-T,v913_zeroD_sobol_0129902,1100.0,100.0,TARGET_RIGHT_CENSORED,20,1,0,1.0,10.74156422244225,21.353874170792153,21.353874170792153,21.353874170792153,,,4.999999999999999,5.0,99.99999999999999,10.751829770021345,2.5787113650312024,4.771030777572729,0.25181123777152215,431.3331628051219,SOURCE_NORMALIZED_DRIVE+V913_ZEROD_IMPLICIT_BACKSTRESS_V2
