material_class,temperature_K,sensitivity_group,parameter_owner,PF_sign__first_event_native_KJ_MPa_sqrt_m,FEMCZM_sign__first_event_native_KJ_MPa_sqrt_m,sign_agreement__first_event_native_KJ_MPa_sqrt_m,mean_magnitude__first_event_native_KJ_MPa_sqrt_m,PF_sign__onset_envelope_max_MPa_sqrt_m,FEMCZM_sign__onset_envelope_max_MPa_sqrt_m,sign_agreement__onset_envelope_max_MPa_sqrt_m,mean_magnitude__onset_envelope_max_MPa_sqrt_m,PF_sign__precursor_reinitiation_count,FEMCZM_sign__precursor_reinitiation_count,sign_agreement__precursor_reinitiation_count,mean_magnitude__precursor_reinitiation_count,PF_sign__physical_avalanche_count,FEMCZM_sign__physical_avalanche_count,sign_agreement__physical_avalanche_count,mean_magnitude__physical_avalanche_count,PF_sign__largest_avalanche_fraction,FEMCZM_sign__largest_avalanche_fraction,sign_agreement__largest_avalanche_fraction,mean_magnitude__largest_avalanche_fraction,PF_sign__mean_event_size_um,FEMCZM_sign__mean_event_size_um,sign_agreement__mean_event_size_um,mean_magnitude__mean_event_size_um,PF_sign__max_tip_radius_um,FEMCZM_sign__max_tip_radius_um,sign_agreement__max_tip_radius_um,mean_magnitude__max_tip_radius_um,PF_sign__max_backstress_GPa,FEMCZM_sign__max_backstress_GPa,sign_agreement__max_backstress_GPa,mean_magnitude__max_backstress_GPa,PF_sign__minimum_front_width_um,FEMCZM_sign__minimum_front_width_um,sign_agreement__minimum_front_width_um,mean_magnitude__minimum_front_width_um,PF_sign__max_source_multiplicity,FEMCZM_sign__max_source_multiplicity,sign_agreement__max_source_multiplicity,mean_magnitude__max_source_multiplicity
Peak,600.0,cleavage_activation_stress_shape,SHARED_MATERIAL_ROW,-1,-1,True,0.08732573473492522,-1,-1,True,0.08732573473492522,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,-1,-1,True,0.01897562254092845,-1,-1,True,0.047975961880000105,1,1,True,0.039784502574515344,1,0,False,0.0015144262324488162
Peak,600.0,cleavage_stress_free_barrier,SHARED_MATERIAL_ROW,1,1,True,0.22033182798460277,1,1,True,0.22033182798460277,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,1,1,True,0.03058649859662773,1,1,True,0.18485672090850783,-1,-1,True,0.17479395505514023,-1,0,False,0.007186844097375269
Peak,600.0,direct_shielding_coefficient,INACTIVE_ACCEPTED_COMMON_PHYSICS,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0
Peak,600.0,emission_activation_stress_shape,SHARED_MATERIAL_ROW,-1,-1,True,0.0013195238735466204,-1,-1,True,0.0013195238735466204,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,-1,1,False,0.2629070481166465,-1,1,False,0.26606377819464705,1,-1,False,0.32018687250576094,1,1,True,0.00317397022932942
Peak,600.0,emission_stress_free_barrier,SHARED_MATERIAL_ROW,-1,-1,True,1.366063728912892,-1,-1,True,1.366063728912892,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,-1,-1,True,5.774775645375337,-1,-1,True,12.792448477991513,1,1,True,2.617727886476774,1,1,True,0.08701425319802791
Peak,600.0,front_width_scale,CONTROLLED_COMMON_PHYSICS,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,1,1,True,0.49999999999999983,0,-1,False,1.6940424866594988e-16
Peak,600.0,initial_source_density,SHARED_MATERIAL_ROW,1,-1,False,0.018884940223501036,1,-1,False,0.018884940223501036,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,1,-1,False,0.11195901449644,1,-1,False,0.15898750163527775,-1,1,False,0.1512165085512323,1,1,True,0.49023973368878726
Peak,600.0,lifecycle_event_length,BACKEND_REDUCTION,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,1,1,True,0.49212962962962953,0,-1,False,0.4181484897985926,0,-1,False,0.2973240043761256,0,1,False,0.3861282248679946,1,0,False,0.0014445423345954584
Peak,600.0,lifecycle_hazard_progress,BACKEND_REDUCTION,-1,-1,True,0.053877473569160964,-1,-1,True,0.053877473569160964,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,-1,-1,True,0.4213173163852675,-1,-1,True,0.26821250010349723,1,1,True,0.26175168840569135,1,0,False,0.00012736971043300366
Peak,600.0,lifecycle_reload_threshold,BACKEND_REDUCTION,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0
Peak,600.0,lifecycle_translation_length,BACKEND_REDUCTION,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,1,False,0.0002381912447143618,0,1,False,0.00015712527903513233,0,-1,False,0.0001567919373849873,-1,0,False,0.005692130926306612
Peak,600.0,peierls_barrier_entropy,SHARED_MATERIAL_ROW,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,1,False,1.3271779540120752e-16,0,0,True,0.0
Peak,600.0,peierls_shape,SHARED_MATERIAL_ROW,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,1,False,6.635889770060376e-17,0,0,True,0.0
Peak,600.0,process_zone_length,CONTROLLED_COMMON_PHYSICS,1,1,True,0.0023439311345833528,1,1,True,0.0023439311345833528,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,1,1,True,0.15055718174798863,-1,-1,True,0.2087381589852458,1,1,True,0.19856308292355984,1,1,True,0.010181965102633679
Peak,600.0,source_zone_length,CONTROLLED_COMMON_PHYSICS,-1,-1,True,0.0007925318363798924,-1,-1,True,0.0007925318363798924,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,-1,-1,True,0.019983591498643614,-1,-1,True,0.05797326790022185,1,1,True,0.05032003488223205,-1,1,False,0.007898043750799735
Peak,600.0,taylor_barrier_entropy,SHARED_MATERIAL_ROW,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,1,False,7.729873999560899e-17,0,-1,False,6.635889770060376e-17,0,0,True,0.0
Peak,600.0,taylor_correlation,SHARED_MATERIAL_ROW,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,1,False,7.729873999560899e-17,0,-1,False,6.635889770060376e-17,0,0,True,0.0
Peak,600.0,taylor_shape,SHARED_MATERIAL_ROW,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0
Peak,1000.0,backstress_coefficient,CONTROLLED_COMMON_PHYSICS,-1,-1,True,0.43626434643746376,-1,-1,True,0.43626434643746376,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,-1,-1,True,0.8396593180299328,1,1,True,0.08554967469511805,1,1,True,0.41495677739213005,1,1,True,0.08827490677606303
Peak,1000.0,blunting_coefficient,SHARED_MATERIAL_ROW,1,1,True,0.20326428846022676,1,1,True,0.20326428846022676,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,1,1,True,0.3715516664867191,-1,-1,True,0.045197735327960196,1,1,True,0.04466316865837835,-1,1,False,0.0025868055039596216
Peak,1000.0,cleavage_activation_stress_shape,SHARED_MATERIAL_ROW,-1,-1,True,0.1740098844575847,-1,-1,True,0.1740098844575847,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,-1,-1,True,0.07314123831530905,-1,-1,True,0.03889476700735445,1,1,True,0.03588845291268095,1,0,False,0.0015609256425677448
Peak,1000.0,cleavage_stress_free_barrier,SHARED_MATERIAL_ROW,1,1,True,0.41973040510749593,1,1,True,0.41973040510749593,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,1,1,True,0.26751523573581176,1,1,True,0.15438673207157325,-1,-1,True,0.1610186228182728,-1,0,False,0.006024574236421385
Peak,1000.0,direct_shielding_coefficient,INACTIVE_ACCEPTED_COMMON_PHYSICS,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0
Peak,1000.0,emission_activation_stress_shape,SHARED_MATERIAL_ROW,0,-1,False,6.405237603034915e-17,0,-1,False,6.405237603034915e-17,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,-1,False,2.835004325046662e-07,-1,-1,True,1.4979468051153016e-07,1,1,True,1.4978287818660755e-07,-1,0,False,0.0020869828269636814
Peak,1000.0,emission_stress_free_barrier,SHARED_MATERIAL_ROW,-1,-1,True,0.5012172634170675,-1,-1,True,0.5012172634170675,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,-1,-1,True,0.7443692890873821,-1,-1,True,0.6159523503864142,1,1,True,2.4143944276617963,1,0,False,0.059778324991868054
Peak,1000.0,front_width_scale,CONTROLLED_COMMON_PHYSICS,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,1,1,True,0.5,-1,-1,True,1.820134131645217e-16
Peak,1000.0,initial_source_density,SHARED_MATERIAL_ROW,0,-1,False,0.010800744478895898,0,-1,False,0.010800744478895898,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,-1,False,0.07793848722584577,0,-1,False,0.040915644705173775,0,1,False,0.040454183909551224,1,1,True,0.4987466728063391
Peak,1000.0,lifecycle_event_length,BACKEND_REDUCTION,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,1,1,True,0.49212962962962953,0,-1,False,0.2218827645969603,0,-1,False,0.11868056440490153,0,1,False,0.12339089826673542,1,0,False,0.002130165477549607
Peak,1000.0,lifecycle_hazard_progress,BACKEND_REDUCTION,-1,-1,True,0.03509690622118166,-1,-1,True,0.03509690622118166,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,-1,-1,True,0.2287822954782499,-1,-1,True,0.11818154959058913,1,1,True,0.11402764158188268,1,0,False,0.0014400606713989078
Peak,1000.0,lifecycle_reload_threshold,BACKEND_REDUCTION,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0
