material_class,temperature_K,sensitivity_group,parameter_owner,PF_sign__first_event_native_KJ_MPa_sqrt_m,FEMCZM_sign__first_event_native_KJ_MPa_sqrt_m,sign_agreement__first_event_native_KJ_MPa_sqrt_m,mean_magnitude__first_event_native_KJ_MPa_sqrt_m,PF_sign__onset_envelope_max_MPa_sqrt_m,FEMCZM_sign__onset_envelope_max_MPa_sqrt_m,sign_agreement__onset_envelope_max_MPa_sqrt_m,mean_magnitude__onset_envelope_max_MPa_sqrt_m,PF_sign__precursor_reinitiation_count,FEMCZM_sign__precursor_reinitiation_count,sign_agreement__precursor_reinitiation_count,mean_magnitude__precursor_reinitiation_count,PF_sign__physical_avalanche_count,FEMCZM_sign__physical_avalanche_count,sign_agreement__physical_avalanche_count,mean_magnitude__physical_avalanche_count,PF_sign__largest_avalanche_fraction,FEMCZM_sign__largest_avalanche_fraction,sign_agreement__largest_avalanche_fraction,mean_magnitude__largest_avalanche_fraction,PF_sign__mean_event_size_um,FEMCZM_sign__mean_event_size_um,sign_agreement__mean_event_size_um,mean_magnitude__mean_event_size_um,PF_sign__max_tip_radius_um,FEMCZM_sign__max_tip_radius_um,sign_agreement__max_tip_radius_um,mean_magnitude__max_tip_radius_um,PF_sign__max_backstress_GPa,FEMCZM_sign__max_backstress_GPa,sign_agreement__max_backstress_GPa,mean_magnitude__max_backstress_GPa,PF_sign__minimum_front_width_um,FEMCZM_sign__minimum_front_width_um,sign_agreement__minimum_front_width_um,mean_magnitude__minimum_front_width_um,PF_sign__max_source_multiplicity,FEMCZM_sign__max_source_multiplicity,sign_agreement__max_source_multiplicity,mean_magnitude__max_source_multiplicity
Peak,1000.0,lifecycle_translation_length,BACKEND_REDUCTION,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,1,False,1.273698379358664e-07,0,1,False,6.729911191628286e-08,0,-1,False,6.729383239081165e-08,-1,0,False,0.002298489968964168
Peak,1000.0,peierls_barrier_entropy,SHARED_MATERIAL_ROW,-1,-1,True,1.2731828017286406e-16,-1,-1,True,1.2731828017286406e-16,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,1,False,1.9078608154592517e-16,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0
Peak,1000.0,peierls_shape,SHARED_MATERIAL_ROW,-1,-1,True,1.2731828017286406e-16,-1,-1,True,1.2731828017286406e-16,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0
Peak,1000.0,process_zone_length,CONTROLLED_COMMON_PHYSICS,1,1,True,0.362297247160816,1,1,True,0.362297247160816,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,1,1,True,0.6828923444176063,-1,-1,True,0.07623183898770274,1,1,True,0.07570700681493653,-1,1,False,0.004139300855486548
Peak,1000.0,source_zone_length,CONTROLLED_COMMON_PHYSICS,-1,-1,True,1.2731828017286406e-16,-1,-1,True,1.2731828017286406e-16,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,-1,False,5.030327393948488e-06,1,-1,False,2.6578949167402223e-06,-1,1,False,2.6576719220234793e-06,-1,0,False,0.001851256963627125
Peak,1000.0,taylor_barrier_entropy,SHARED_MATERIAL_ROW,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0
Peak,1000.0,taylor_correlation,SHARED_MATERIAL_ROW,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0
Peak,1000.0,taylor_shape,SHARED_MATERIAL_ROW,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0
Peak,1200.0,backstress_coefficient,CONTROLLED_COMMON_PHYSICS,-1,-1,True,0.4270396998866255,-1,-1,True,0.4270396998866255,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,-1,-1,True,0.9068533926055471,1,1,True,0.05913176128119798,1,1,True,0.43915994258104485,1,1,True,0.1169924258539519
Peak,1200.0,blunting_coefficient,SHARED_MATERIAL_ROW,1,1,True,0.19987377942274617,1,1,True,0.19987377942274617,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,1,1,True,0.39462752454215444,-1,-1,True,0.03456758070637866,1,1,True,0.03341148491252229,-1,1,False,0.013739102727957716
Peak,1200.0,cleavage_activation_stress_shape,SHARED_MATERIAL_ROW,-1,-1,True,0.1727064742522852,-1,-1,True,0.1727064742522852,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,-1,-1,True,0.10927199978663898,-1,-1,True,0.05705554744228439,1,1,True,0.052163641818078116,1,0,False,0.007200675735367989
Peak,1200.0,cleavage_stress_free_barrier,SHARED_MATERIAL_ROW,1,1,True,0.4164223008258199,1,1,True,0.4164223008258199,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,1,1,True,0.29244811320532293,1,1,True,0.16849939329952177,-1,-1,True,0.17492439160357787,-1,0,False,0.03155000816203358
Peak,1200.0,direct_shielding_coefficient,INACTIVE_ACCEPTED_COMMON_PHYSICS,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0
Peak,1200.0,emission_activation_stress_shape,SHARED_MATERIAL_ROW,-1,0,False,6.771865032904407e-17,-1,0,False,6.771865032904407e-17,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,-1,-1,True,2.2149598756418523e-16,0,-1,False,1.9446693283470815e-16,0,1,False,7.911504274829045e-17,-1,0,False,0.009111517537462817
Peak,1200.0,emission_stress_free_barrier,SHARED_MATERIAL_ROW,-1,-1,True,0.09473284126106217,-1,-1,True,0.09473284126106217,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,-1,-1,True,0.1296809087902918,-1,-1,True,0.07374564279037066,1,1,True,0.08047216955001855,1,0,False,0.0638615533213054
Peak,1200.0,front_width_scale,CONTROLLED_COMMON_PHYSICS,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,1,1,True,0.4999999999999998,0,-1,False,9.903825428146287e-17
Peak,1200.0,initial_source_density,SHARED_MATERIAL_ROW,0,-1,False,0.011462994941341295,0,-1,False,0.011462994941341295,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,-1,False,0.09243719895143865,0,-1,False,0.04799210990006756,0,1,False,0.04652532749482427,1,1,True,0.49092858196629807
Peak,1200.0,lifecycle_event_length,BACKEND_REDUCTION,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,1,1,True,0.49212962962962953,0,-1,False,0.30450801224270513,0,-1,False,0.13224904515654728,0,1,False,0.09058908598315696,1,0,False,0.015667346784100915
Peak,1200.0,lifecycle_hazard_progress,BACKEND_REDUCTION,-1,-1,True,0.03708865458881798,-1,-1,True,0.03708865458881798,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,-1,-1,True,0.20164128753680283,-1,-1,True,0.10398567925733666,1,1,True,0.09979999552623417,1,0,False,0.010183939906881748
Peak,1200.0,lifecycle_reload_threshold,BACKEND_REDUCTION,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0
Peak,1200.0,lifecycle_translation_length,BACKEND_REDUCTION,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,-1,False,0.10184141214216078,0,-1,False,0.051949492103389255,0,1,False,0.04862678272828635,-1,0,False,0.016464192307198356
Peak,1200.0,peierls_barrier_entropy,SHARED_MATERIAL_ROW,1,0,False,6.771865032904407e-17,1,0,False,6.771865032904407e-17,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,-1,-1,True,2.2149598756418523e-16,-1,-1,True,3.0696171873850565e-16,0,1,False,7.911504274829045e-17,0,0,True,0.0
Peak,1200.0,peierls_shape,SHARED_MATERIAL_ROW,0,1,False,6.826716257995165e-17,0,1,False,6.826716257995165e-17,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,-1,0,False,3.192296554481393e-16,-1,0,False,1.1249478590379753e-16,0,0,True,0.0,0,0,True,0.0
Peak,1200.0,process_zone_length,CONTROLLED_COMMON_PHYSICS,1,1,True,0.35514301887331146,1,1,True,0.35514301887331146,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,1,1,True,0.7616674527434282,-1,-1,True,0.0459071793706321,1,1,True,0.043387257042413904,-1,1,False,0.017990737349094274
Peak,1200.0,source_zone_length,CONTROLLED_COMMON_PHYSICS,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,-1,False,0.10002465862558546,0,-1,False,0.051065281003978134,0,1,False,0.04787792208684795,-1,0,False,0.012899622474327471
Peak,1200.0,taylor_barrier_entropy,SHARED_MATERIAL_ROW,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0
Peak,1200.0,taylor_correlation,SHARED_MATERIAL_ROW,-1,-1,True,1.3598581290899572e-16,-1,-1,True,1.3598581290899572e-16,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,-1,1,False,4.768797119226966e-16,-1,0,False,1.1249478590379753e-16,0,0,True,0.0,0,0,True,0.0
Peak,1200.0,taylor_shape,SHARED_MATERIAL_ROW,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,0,True,0.0,0,1,False,6.482231094490272e-17,0,-1,False,7.911504274829045e-17,0,0,True,0.0
