material_class,candidate_role,candidate_id,option_key,temperature_K,hazard_seed,target_um,event_transaction_index,physical_avalanche_index,pre_event_step,pre_event_time_s,pre_event_opening_m,pre_event_reaction_N_per_m,pre_event_native_J_J_per_m2,pre_event_native_KJ_MPa_sqrt_m,pre_event_K_app_or_common_reference_MPa_sqrt_m,pre_event_K_native_MPa_sqrt_m,pre_event_K_shield_MPa_sqrt_m,pre_event_K_effective_local_equivalent_MPa_sqrt_m,pre_event_source_opening_stress_Pa,pre_event_projected_extension_um,post_event_projected_extension_um,event_extension_um,pre_event_tip_radius_um,pre_event_front_width_um,pre_event_backstress_GPa,pre_event_mobile_count,pre_event_retained_count,pre_event_source_multiplicity,pre_event_resolved_shears_Pa_json,pre_event_opening_tensor_Pa_json,pre_event_channel_tensors_Pa_json,pre_event_peierls_rate_max_s,pre_event_encounter_rate_max_s,pre_event_taylor_completion_rate_max_s,reload_time_to_next_event_s,reload_opening_to_next_event_m,certified_reload_before_next_event,right_censored_at_target,source_steps_file,source_steps_sha256,source_tensor_audit_file,source_tensor_audit_sha256,source_process_zone_state_availability,in_avalanche_drive_interpretation,onset_role,resistance_candidate_policy
Peak,CONTROL,v913_zeroD_sobol_0242980,oneD_v2_Peak_control,600.0,8666,100.0,0,0,80,551.5428940556941,1.3131973667992724e-05,2860667.291192501,1118.1209908068388,22.303093017555742,22.303093017555742,22.303093017555742,-1.6300182825029198e-10,22.20526524434283,8858619153.496805,0.0,2.2973400956249024,2.2973400956249024,1.00883063252956,3.6761853637697066,0.30401767791094625,29.99967649330153,1.4819011785472676e-06,130753.22862008151,"[1289480604.3272665, -1286027823.1637573]","[[-82912507.12053162, -3789898.3857015325], [-3789898.3857015325, 2575576530.2238398]]","[[[-17446622.848475914, 23158577.395330336], [23158577.395330336, 2561514585.806057]], [[-16125278.29288296, -27890548.863279123], [-27890548.863279123, 2555930368.0346317]]]",1.4233624425535796e-07,6.51917528018367e-07,4.0,0.9756203581704312,2.3229056146914894e-08,False,False,/private/tmp/oneD-v2-taylor-peierls-pf-runs/oneD_v2_Peak_control/T600K_seed8666/steps_0600K.csv,ccddc240cd5786fa1254fad9f351d763af1e2fa7e2411cd38308e5aaeeeb938a,/private/tmp/oneD-v2-taylor-peierls-pf-runs/oneD_v2_Peak_control/T600K_seed8666/anisotropic_emission_audit_v10174.json,149619a96230df532fbdf07ce058f6099823530f2eab27a5bb716d2dcebce7c8,FULL_ACTIVE_AND_WAKE_SPATIAL_PROFILE_OBSERVER,PF_MODEL_NATIVE_DRIVING_TRAJECTORY_NOT_RESISTANCE,INITIAL_ONSET_PRE_EVENT,RELOAD_SEPARATED_PRE_EVENT_ONLY
Peak,CONTROL,v913_zeroD_sobol_0242980,oneD_v2_Peak_control,1000.0,8666,100.0,0,0,164,1332.376758814189,3.1723256162242664e-05,6910589.646904157,6525.05700968286,53.87817177327579,53.87817177327579,53.87817177327579,-0.11215581292261999,24.739231123496257,9869525279.785694,0.0,2.2973400956249024,2.2973400956249024,4.7430019717402265,0.19109788862102023,6.287667586743905,12345.075003491253,1019.1617815471049,31955.524696820834,"[3115032405.754899, -3106691430.9637947]","[[-200293936.68746507, -9155357.782320037], [-9155357.782320037, 6221888354.291837]]","[[[-42146268.32044514, 55944788.014297485], [55944788.014297485, 6187918543.189353]], [[-38954261.32473967, -67375936.66151382], [-67375936.66151382, 6174428600.60285]]]",304.84241701493534,1396.2158126006614,44.0,3.360000846441835e-07,8.000002570118792e-15,False,False,/private/tmp/oneD-v2-taylor-peierls-pf-runs/oneD_v2_Peak_control/T1000K_seed8666/steps_1000K.csv,22b0de49a09e462cedf60fc01cf342fe126052ca4c669954c1946b16a853d489,/private/tmp/oneD-v2-taylor-peierls-pf-runs/oneD_v2_Peak_control/T1000K_seed8666/anisotropic_emission_audit_v10174.json,5b85e8ccdd306444ce946a5c8a7c9327a6d7003c6d8c903828ac7339af4c30a8,FULL_ACTIVE_AND_WAKE_SPATIAL_PROFILE_OBSERVER,PF_MODEL_NATIVE_DRIVING_TRAJECTORY_NOT_RESISTANCE,INITIAL_ONSET_PRE_EVENT,RELOAD_SEPARATED_PRE_EVENT_ONLY
Peak,CONTROL,v913_zeroD_sobol_0242980,oneD_v2_Peak_control,1200.0,8666,100.0,0,0,157,1231.749588184032,2.9327371147238935e-05,6388670.393244316,5576.671529523892,49.80904646888708,49.80904646888708,49.80904646888708,-1.1346175913762047,19.375179438672763,7729578268.451062,0.0,2.2973400956249024,2.2973400956249024,6.60883621439935,0.15515183795953416,7.744894260225831,13725.173108892635,10008.770404267449,36150.86327688085,"[2879770948.8593736, -2872059922.532901]","[[-185166824.9227925, -8463903.399281533], [-8463903.399281533, 5751982963.847829]]","[[[-38963189.88136849, 51719582.424256064], [51719582.424256064, 5720578707.8373785]], [[-36012257.8147229, -62287398.58100943], [-62287398.58100943, 5708107587.25108]]]",71.46745304888682,327.32973649222293,8.0,0.16704514375578583,3.977265327519998e-09,False,False,/private/tmp/oneD-v2-taylor-peierls-pf-runs/oneD_v2_Peak_control/T1200K_seed8666/steps_1200K.csv,8422e21ba818e3fe82d8cad4aa08b619fac77fcdaf946c98eea2a954eddd27da,/private/tmp/oneD-v2-taylor-peierls-pf-runs/oneD_v2_Peak_control/T1200K_seed8666/anisotropic_emission_audit_v10174.json,5c39981317e4ef6d2d81ccc5922fbede66d6e086f7d7903708d0e0127aea3362,FULL_ACTIVE_AND_WAKE_SPATIAL_PROFILE_OBSERVER,PF_MODEL_NATIVE_DRIVING_TRAJECTORY_NOT_RESISTANCE,INITIAL_ONSET_PRE_EVENT,RELOAD_SEPARATED_PRE_EVENT_ONLY
Peak,CONTROL,v913_zeroD_sobol_0242980,oneD_v2_Peak_control,1000.0,8666,300.0,0,0,164,1332.376758814189,3.1723256162242664e-05,6910589.646904157,6525.05700968286,53.87817177327579,53.87817177327579,53.87817177327579,-0.11215581292261999,24.739231123496257,9869525279.785694,0.0,2.2973400956249024,2.2973400956249024,4.7430019717402265,0.19109788862102023,6.287667586743905,12345.075003491253,1019.1617815471049,31955.524696820834,"[3115032405.754899, -3106691430.9637947]","[[-200293936.68746507, -9155357.782320037], [-9155357.782320037, 6221888354.291837]]","[[[-42146268.32044514, 55944788.014297485], [55944788.014297485, 6187918543.189353]], [[-38954261.32473967, -67375936.66151382], [-67375936.66151382, 6174428600.60285]]]",304.84241701493534,1396.2158126006614,44.0,3.360000846441835e-07,8.000002570118792e-15,False,False,/private/tmp/oneD-v2-taylor-peierls-pf-runs-300um/oneD_v2_Peak_control/T1000K_seed8666/steps_1000K.csv,b0546199b82613490b74b8df7faa4b616a86badd157690cea1afa284a6bf078e,/private/tmp/oneD-v2-taylor-peierls-pf-runs-300um/oneD_v2_Peak_control/T1000K_seed8666/anisotropic_emission_audit_v10174.json,d04a70c07024cb860a27dbdad69973fb5203aaf2cdf0e1400bf107d2a9da7044,FULL_ACTIVE_AND_WAKE_SPATIAL_PROFILE_OBSERVER,PF_MODEL_NATIVE_DRIVING_TRAJECTORY_NOT_RESISTANCE,INITIAL_ONSET_PRE_EVENT,RELOAD_SEPARATED_PRE_EVENT_ONLY
Peak,KINETIC_FINALIST,oneD_v2_peak_TP_6962e84b2eb78fbb,oneD_v2_Peak_TP,600.0,8666,100.0,0,0,80,551.5550186403105,1.3132262348578824e-05,2860730.177330651,1118.1701507242992,22.303583307144127,22.303583307144127,22.303583307144127,-0.0013436893800911817,22.204497871512327,8858313016.029886,0.0,2.2973400956249024,2.2973400956249024,1.0089447206434103,3.5256655427566184,0.31897744175440146,24.0968664199642,12.150890082445986,125413.77555345463,"[1289508951.0195482, -1286056093.9534438]","[[-82914329.7887576, -3789981.6991559393], [-3789981.6991559393, 2575633149.2029123]]","[[[-17447006.378128793, 23159086.49105891], [23159086.49105891, 2561570895.660968]], [[-16125632.77537878, -27891161.982083406], [-27891161.982083406, 2555986555.131509]]]",3.624021072849546,16.5984628276407,4.0,0.972936668694274,2.316515877843437e-08,False,False,/private/tmp/oneD-v2-taylor-peierls-pf-runs/oneD_v2_Peak_TP/T600K_seed8666/steps_0600K.csv,e3f567f5dd85450027ba590f822d83e22d6d4a616d64850e9985fdc662ae9a24,/private/tmp/oneD-v2-taylor-peierls-pf-runs/oneD_v2_Peak_TP/T600K_seed8666/anisotropic_emission_audit_v10174.json,f8e4c847caa28f21a05fafc4a65ba39e4599555f94d4ec6ae168707c50aa7b5f,FULL_ACTIVE_AND_WAKE_SPATIAL_PROFILE_OBSERVER,PF_MODEL_NATIVE_DRIVING_TRAJECTORY_NOT_RESISTANCE,INITIAL_ONSET_PRE_EVENT,RELOAD_SEPARATED_PRE_EVENT_ONLY
Peak,KINETIC_FINALIST,oneD_v2_peak_TP_6962e84b2eb78fbb,oneD_v2_Peak_TP,1000.0,8666,100.0,0,0,146,1176.527667674238,2.8012563516053372e-05,6102252.884358329,5087.852387891363,47.57600232488323,47.57600232488323,47.57600232488323,-3.693100345934032,18.823808223696513,7509612978.600729,0.0,2.2973400956249024,2.2973400956249024,6.387941263669079,0.16063485064861457,7.480470169775849,0.5675345561637115,22177.46631129314,36177.40793726599,"[2750664770.1767583, -2743299445.3523874]","[[-176865407.34163317, -8084448.837085949], [-8084448.837085949, 5494109489.360545]]","[[[-37216388.26269979, 49400884.94156239], [49400884.94156239, 5464113152.0908165]], [[-34397752.67707338, -59494923.70933271], [-59494923.70933271, 5452201138.027701]]]",882208.4275657742,4040623.2460640506,10.0,0.5936712632328636,1.4135030076970536e-08,False,False,/private/tmp/oneD-v2-taylor-peierls-pf-runs/oneD_v2_Peak_TP/T1000K_seed8666/steps_1000K.csv,953508f11e2bc3fe7e5cdef7cbb07b68960f57e7544078588b72401ad9f1a5a8,/private/tmp/oneD-v2-taylor-peierls-pf-runs/oneD_v2_Peak_TP/T1000K_seed8666/anisotropic_emission_audit_v10174.json,0a903609b8997f1c9fb2a604e0d85b9b00cce421f466204b6001c9528266686a,FULL_ACTIVE_AND_WAKE_SPATIAL_PROFILE_OBSERVER,PF_MODEL_NATIVE_DRIVING_TRAJECTORY_NOT_RESISTANCE,INITIAL_ONSET_PRE_EVENT,RELOAD_SEPARATED_PRE_EVENT_ONLY
Peak,KINETIC_FINALIST,oneD_v2_peak_TP_6962e84b2eb78fbb,oneD_v2_Peak_TP,1200.0,8666,100.0,0,0,139,1114.6492703111446,2.6539268340741633e-05,5781310.471219128,4566.744196802415,45.07378596593765,45.07378596593765,45.07378596593765,-3.1413792392085447,18.17733573055476,7251707767.969958,0.0,2.2973400956249024,2.2973400956249024,6.148761092135791,0.16369063317242494,7.340787890600423,0.004918317950036258,21269.099872206432,35485.27756388679,"[2605996070.6313214, -2599018118.334358]","[[-167563332.8932628, -7659254.639493481], [-7659254.639493481, 5205151822.252694]]","[[[-35259026.33691535, 46802690.54929184], [46802690.54929184, 5176733114.925728]], [[-32588634.313748468, -56365842.57378202], [-56365842.57378202, 5165447602.354968]]]",13823132.325611865,63311648.430293925,4.0,5.462738271870421,1.3006519694929713e-07,False,False,/private/tmp/oneD-v2-taylor-peierls-pf-runs/oneD_v2_Peak_TP/T1200K_seed8666/steps_1200K.csv,d3799f1f95280d76c1511b8d3b1edce9afc69ccb09a81af557d9369a42105573,/private/tmp/oneD-v2-taylor-peierls-pf-runs/oneD_v2_Peak_TP/T1200K_seed8666/anisotropic_emission_audit_v10174.json,44c7fd8fe88a6e01d07020ab30cde63f792a1536171889a340fbf5d53b261016,FULL_ACTIVE_AND_WAKE_SPATIAL_PROFILE_OBSERVER,PF_MODEL_NATIVE_DRIVING_TRAJECTORY_NOT_RESISTANCE,INITIAL_ONSET_PRE_EVENT,RELOAD_SEPARATED_PRE_EVENT_ONLY
Peak,KINETIC_FINALIST,oneD_v2_peak_TP_6962e84b2eb78fbb,oneD_v2_Peak_TP,1000.0,8666,300.0,0,0,146,1176.527667674238,2.8012563516053372e-05,6102252.884358329,5087.852387891363,47.57600232488323,47.57600232488323,47.57600232488323,-3.693100345934032,18.823808223696513,7509612978.600729,0.0,2.2973400956249024,2.2973400956249024,6.387941263669079,0.16063485064861457,7.480470169775849,0.5675345561637115,22177.46631129314,36177.40793726599,"[2750664770.1767583, -2743299445.3523874]","[[-176865407.34163317, -8084448.837085949], [-8084448.837085949, 5494109489.360545]]","[[[-37216388.26269979, 49400884.94156239], [49400884.94156239, 5464113152.0908165]], [[-34397752.67707338, -59494923.70933271], [-59494923.70933271, 5452201138.027701]]]",882208.4275657742,4040623.2460640506,10.0,0.5936712632328636,1.4135030076970536e-08,False,False,/private/tmp/oneD-v2-taylor-peierls-pf-runs-300um/oneD_v2_Peak_TP/T1000K_seed8666/steps_1000K.csv,bb582732adeb79013a2c86b0cd9e58ab8ec478521dc905d87ecfe897d52b71b6,/private/tmp/oneD-v2-taylor-peierls-pf-runs-300um/oneD_v2_Peak_TP/T1000K_seed8666/anisotropic_emission_audit_v10174.json,0ece67b6ea0e8daaaf7ca3218ae932bfb1345a683e405faf8133ae5ddfdbd988,FULL_ACTIVE_AND_WAKE_SPATIAL_PROFILE_OBSERVER,PF_MODEL_NATIVE_DRIVING_TRAJECTORY_NOT_RESISTANCE,INITIAL_ONSET_PRE_EVENT,RELOAD_SEPARATED_PRE_EVENT_ONLY
DBTT,CONTROL,v913_zeroD_sobol_0202500,oneD_v2_DBTT_control,600.0,1008666,100.0,0,0,85,576.3867951355245,1.3723495122274396e-05,2989524.2413420845,1221.119759529367,23.307721746661386,23.307721746661386,23.307721746661386,-9.81977178292526e-13,23.307721746633376,9298435664.563982,0.0,2.931106565679095,2.931106565679095,1.0000000000024036,9.99999999210651,4.774916875802673e-06,0.0,7.288775233137577e-09,13098.72148366762,"[1347564443.1792119, -1343956133.6703987]","[[-86647248.60189912, -3960611.9632159914], [-3960611.9632159914, 2691591747.2269845]]","[[[-18232494.948173165, 24201740.877554484], [24201740.877554484, 2676896391.4102507]], [[-16851631.26218267, -29146861.00960413], [-29146861.00960413, 2671060636.0786147]]]",1450165016298.9712,6641934368791.333,4.0,0.48475721477302613,1.1541838446979451e-08,False,False,/private/tmp/oneD-v2-taylor-peierls-pf-runs/oneD_v2_DBTT_control/T600K_seed1008666/steps_0600K.csv,dc7adc8b794040cf5ef9cff758357cb0cca0babe2f96fd10ad9d9067b6cedada,/private/tmp/oneD-v2-taylor-peierls-pf-runs/oneD_v2_DBTT_control/T600K_seed1008666/anisotropic_emission_audit_v10174.json,280b837869429b8d0146767ec18b4a963ec36cbc2f167862c0882b642c9b51c3,FULL_ACTIVE_AND_WAKE_SPATIAL_PROFILE_OBSERVER,PF_MODEL_NATIVE_DRIVING_TRAJECTORY_NOT_RESISTANCE,INITIAL_ONSET_PRE_EVENT,RELOAD_SEPARATED_PRE_EVENT_ONLY
DBTT,CONTROL,v913_zeroD_sobol_0202500,oneD_v2_DBTT_control,600.0,1008666,100.0,11,1,205,726.9402500108216,1.730810119073386e-05,3781305.3618089873,1193.7775654261068,23.045301896046627,23.045301896046627,23.045301896046627,-1.1083990901131784e-13,23.045301896043256,9193745290.946957,50.12934688319599,52.42668697882088,2.2973400956248953,1.0000000000002929,9.999999999026626,1.674081297042802e-06,0.0,9.396410372252486e-10,13098.721492704437,"[1895419723.7570589, -1845503335.3825264]","[[2142731210.2575178, 43921389.811885014], [43921389.811885014, 4978343303.59398]]","[[[1146536933.2641642, -225651704.00301483], [-225651704.00301483, 4937376380.778282]], [[1254777748.8778563, 279172557.32740086], [279172557.32740086, 4945784419.642909]]]",2814715539769.91,12891743816632.354,8.0,4.928084528038994,1.1733534590568947e-07,False,False,/private/tmp/oneD-v2-taylor-peierls-pf-runs/oneD_v2_DBTT_control/T600K_seed1008666/steps_0600K.csv,dc7adc8b794040cf5ef9cff758357cb0cca0babe2f96fd10ad9d9067b6cedada,/private/tmp/oneD-v2-taylor-peierls-pf-runs/oneD_v2_DBTT_control/T600K_seed1008666/anisotropic_emission_audit_v10174.json,280b837869429b8d0146767ec18b4a963ec36cbc2f167862c0882b642c9b51c3,FULL_ACTIVE_AND_WAKE_SPATIAL_PROFILE_OBSERVER,PF_MODEL_NATIVE_DRIVING_TRAJECTORY_NOT_RESISTANCE,REINITIATION_ONSET_PRE_EVENT,RELOAD_SEPARATED_PRE_EVENT_ONLY
