candidate_id,target_class,parent_control_id,search_stage,search_method,canonical_parameter_json,full_material_sha256,cleavage_barrier_sha256,emission_barrier_sha256,taylor_peierls_subvector_sha256,peierls_H0_eV,peierls_activation_entropy_kB,peierls_exp_a,peierls_exp_n,taylor_H0_eV,taylor_activation_entropy_kB,taylor_exp_a,taylor_exp_n,taylor_corr_rho_c_m2,taylor_corr_scale
v913_zeroD_sobol_0242980,Peak,v913_zeroD_sobol_0242980,STAGE0_KINETIC_REGIME_MAP,HISTORICAL_CONTROL,"{""Tref_K"":481.33,""c_blunt"":2.687256144359708,""cleave_G00_eV"":4.011803912930191,""cleave_exp_a"":1.3227705595549195,""cleave_exp_n"":1.2558047282509506,""cleave_floor_frac"":0.0184513317135146,""cleave_gT_eV_per_K"":0.0081468212408944,""cleave_sT_GPa_per_K"":-0.0012099820682778,""cleave_sigc0_GPa"":7.349638969637454,""emit_G00_eV"":2.0446315124630927,""emit_exp_a"":0.0858719444833695,""emit_exp_n"":1.1423492641188204,""emit_floor_frac"":0.0058420097608974,""emit_gT_eV_per_K"":0.000941995373927,""emit_sT_GPa_per_K"":0.0013325903080403,""emit_sigc0_GPa"":7.205215461552143,""peierls_H0_eV"":6.368386985268444,""peierls_activation_entropy_kB"":12.2265643812716,""peierls_exp_a"":1.9097672308795155,""peierls_exp_n"":1.1372957159765065,""peierls_nu0_s"":1000000000000.0,""rho_source0_m2"":1.4102520844479966e+16,""taylor_H0_eV"":1.6986502355337143,""taylor_activation_entropy_kB"":38.45378890633583,""taylor_corr_rho_c_m2"":58780073970578.01,""taylor_corr_scale"":0.8638954413677038,""taylor_exp_a"":0.4561179580539465,""taylor_exp_n"":1.2506696581840515,""taylor_nu0_s"":100000000000.0}",d004ea60768cfb90435d8d10f9badd180e614c0fc23950b24554b5a0b4bbe3a2,50ead03bdc1dc5240eb2fea00eda4bcd24535887379f356a3105f3405852ed76,8197ce770333504c47b05ecaeb7497cf66ae6399cd8524360e3146bf2a9cc1f6,3e712899f824be784d5990b30f878bf1a1d0dda7790781f6398e43bad420901a,6.368386985268444,12.2265643812716,1.9097672308795155,1.1372957159765065,1.6986502355337143,38.45378890633583,0.4561179580539465,1.2506696581840515,58780073970578.01,0.8638954413677038
oneD_v2_peak_TP_01a2f8bf69bf77b5,Peak,v913_zeroD_sobol_0242980,STAGE0_KINETIC_REGIME_MAP,SOBOL_EMPIRICAL_BOUNDS,"{""Tref_K"":481.33,""c_blunt"":2.687256144359708,""cleave_G00_eV"":4.011803912930191,""cleave_exp_a"":1.3227705595549195,""cleave_exp_n"":1.2558047282509506,""cleave_floor_frac"":0.0184513317135146,""cleave_gT_eV_per_K"":0.0081468212408944,""cleave_sT_GPa_per_K"":-0.0012099820682778,""cleave_sigc0_GPa"":7.349638969637454,""emit_G00_eV"":2.0446315124630927,""emit_exp_a"":0.0858719444833695,""emit_exp_n"":1.1423492641188204,""emit_floor_frac"":0.0058420097608974,""emit_gT_eV_per_K"":0.000941995373927,""emit_sT_GPa_per_K"":0.0013325903080403,""emit_sigc0_GPa"":7.205215461552143,""peierls_H0_eV"":9.389663568527041,""peierls_activation_entropy_kB"":11.765163607006315,""peierls_exp_a"":1.4821794010471638,""peierls_exp_n"":1.6013169501869464,""peierls_nu0_s"":1000000000000.0,""rho_source0_m2"":1.4102520844479966e+16,""taylor_H0_eV"":0.8591336957648933,""taylor_activation_entropy_kB"":-16.740903208563466,""taylor_corr_rho_c_m2"":1111918609329454.4,""taylor_corr_scale"":1.6732662707395631,""taylor_exp_a"":1.0212160125534817,""taylor_exp_n"":0.7797810924988243,""taylor_nu0_s"":100000000000.0}",01a2f8bf69bf77b5f6abb4b2254251ab5e62b2a9ac6d93f07fd62db22177a06c,50ead03bdc1dc5240eb2fea00eda4bcd24535887379f356a3105f3405852ed76,8197ce770333504c47b05ecaeb7497cf66ae6399cd8524360e3146bf2a9cc1f6,4f4046c394067da8e9b6128821cb683b7e302c57b7eb4a55f082a1319d965665,9.389663568527041,11.765163607006315,1.4821794010471638,1.6013169501869464,0.8591336957648933,-16.740903208563466,1.0212160125534817,0.7797810924988243,1111918609329454.4,1.6732662707395631
oneD_v2_peak_TP_0db507b92e057487,Peak,v913_zeroD_sobol_0242980,STAGE0_KINETIC_REGIME_MAP,SOBOL_EMPIRICAL_BOUNDS,"{""Tref_K"":481.33,""c_blunt"":2.687256144359708,""cleave_G00_eV"":4.011803912930191,""cleave_exp_a"":1.3227705595549195,""cleave_exp_n"":1.2558047282509506,""cleave_floor_frac"":0.0184513317135146,""cleave_gT_eV_per_K"":0.0081468212408944,""cleave_sT_GPa_per_K"":-0.0012099820682778,""cleave_sigc0_GPa"":7.349638969637454,""emit_G00_eV"":2.0446315124630927,""emit_exp_a"":0.0858719444833695,""emit_exp_n"":1.1423492641188204,""emit_floor_frac"":0.0058420097608974,""emit_gT_eV_per_K"":0.000941995373927,""emit_sT_GPa_per_K"":0.0013325903080403,""emit_sigc0_GPa"":7.205215461552143,""peierls_H0_eV"":2.5625765153222106,""peierls_activation_entropy_kB"":16.624105357275624,""peierls_exp_a"":0.6285430893049739,""peierls_exp_n"":1.2523839033860058,""peierls_nu0_s"":1000000000000.0,""rho_source0_m2"":1.4102520844479966e+16,""taylor_H0_eV"":0.8092697201058764,""taylor_activation_entropy_kB"":47.54390887543897,""taylor_corr_rho_c_m2"":362535025113555.25,""taylor_corr_scale"":0.15873828691179262,""taylor_exp_a"":1.0449068739589242,""taylor_exp_n"":0.5560332084595527,""taylor_nu0_s"":100000000000.0}",0db507b92e057487ccb29e29e961e4b4931df44bc97e8285cd95a3de0520a407,50ead03bdc1dc5240eb2fea00eda4bcd24535887379f356a3105f3405852ed76,8197ce770333504c47b05ecaeb7497cf66ae6399cd8524360e3146bf2a9cc1f6,9761734178851eba968e8b1f61bacd09da0ceb053d9c19bfab8b16cf00a62228,2.5625765153222106,16.624105357275624,0.6285430893049739,1.2523839033860058,0.8092697201058764,47.54390887543897,1.0449068739589242,0.5560332084595527,362535025113555.25,0.15873828691179262
oneD_v2_peak_TP_3b628b5bc682c183,Peak,v913_zeroD_sobol_0242980,STAGE0_KINETIC_REGIME_MAP,SOBOL_EMPIRICAL_BOUNDS,"{""Tref_K"":481.33,""c_blunt"":2.687256144359708,""cleave_G00_eV"":4.011803912930191,""cleave_exp_a"":1.3227705595549195,""cleave_exp_n"":1.2558047282509506,""cleave_floor_frac"":0.0184513317135146,""cleave_gT_eV_per_K"":0.0081468212408944,""cleave_sT_GPa_per_K"":-0.0012099820682778,""cleave_sigc0_GPa"":7.349638969637454,""emit_G00_eV"":2.0446315124630927,""emit_exp_a"":0.0858719444833695,""emit_exp_n"":1.1423492641188204,""emit_floor_frac"":0.0058420097608974,""emit_gT_eV_per_K"":0.000941995373927,""emit_sT_GPa_per_K"":0.0013325903080403,""emit_sigc0_GPa"":7.205215461552143,""peierls_H0_eV"":4.32034260060734,""peierls_activation_entropy_kB"":-55.85127959936865,""peierls_exp_a"":0.25286541278150965,""peierls_exp_n"":1.0387935518029945,""peierls_nu0_s"":1000000000000.0,""rho_source0_m2"":1.4102520844479966e+16,""taylor_H0_eV"":1.434063491146294,""taylor_activation_entropy_kB"":-13.987053294326387,""taylor_corr_rho_c_m2"":21008964589596.242,""taylor_corr_scale"":0.15790772484195295,""taylor_exp_a"":0.48540668894064704,""taylor_exp_n"":0.5579937780823122,""taylor_nu0_s"":100000000000.0}",3b628b5bc682c1830ec4148844a229b33cd3beb6b80b59d8f650df1cffe77220,50ead03bdc1dc5240eb2fea00eda4bcd24535887379f356a3105f3405852ed76,8197ce770333504c47b05ecaeb7497cf66ae6399cd8524360e3146bf2a9cc1f6,d95dcc540cddb44b9ffa76fac4e666d37d8f52522a5b0ce18c43b63138969597,4.32034260060734,-55.85127959936865,0.25286541278150965,1.0387935518029945,1.434063491146294,-13.987053294326387,0.48540668894064704,0.5579937780823122,21008964589596.242,0.15790772484195295
oneD_v2_peak_TP_4585da848342a602,Peak,v913_zeroD_sobol_0242980,STAGE0_KINETIC_REGIME_MAP,SOBOL_EMPIRICAL_BOUNDS,"{""Tref_K"":481.33,""c_blunt"":2.687256144359708,""cleave_G00_eV"":4.011803912930191,""cleave_exp_a"":1.3227705595549195,""cleave_exp_n"":1.2558047282509506,""cleave_floor_frac"":0.0184513317135146,""cleave_gT_eV_per_K"":0.0081468212408944,""cleave_sT_GPa_per_K"":-0.0012099820682778,""cleave_sigc0_GPa"":7.349638969637454,""emit_G00_eV"":2.0446315124630927,""emit_exp_a"":0.0858719444833695,""emit_exp_n"":1.1423492641188204,""emit_floor_frac"":0.0058420097608974,""emit_gT_eV_per_K"":0.000941995373927,""emit_sT_GPa_per_K"":0.0013325903080403,""emit_sigc0_GPa"":7.205215461552143,""peierls_H0_eV"":7.2839476304799105,""peierls_activation_entropy_kB"":3.855445836026014,""peierls_exp_a"":0.6533272770548779,""peierls_exp_n"":1.023740619833468,""peierls_nu0_s"":1000000000000.0,""rho_source0_m2"":1.4102520844479966e+16,""taylor_H0_eV"":2.5892710091243223,""taylor_activation_entropy_kB"":4.546601389232766,""taylor_corr_rho_c_m2"":1.6449299766542994e+16,""taylor_corr_scale"":0.1591551051012953,""taylor_exp_a"":0.9612281257439914,""taylor_exp_n"":1.1429852984604276,""taylor_nu0_s"":100000000000.0}",4585da848342a6026dc22fe407722c987a3d648f3e11f943c7f3e9c90429111e,50ead03bdc1dc5240eb2fea00eda4bcd24535887379f356a3105f3405852ed76,8197ce770333504c47b05ecaeb7497cf66ae6399cd8524360e3146bf2a9cc1f6,bd183994fad1de378ae02cb2853392793ce96a6bf9cb71ad380e54816220956a,7.2839476304799105,3.855445836026014,0.6533272770548779,1.023740619833468,2.5892710091243223,4.546601389232766,0.9612281257439914,1.1429852984604276,1.6449299766542994e+16,0.1591551051012953
oneD_v2_peak_TP_6962e84b2eb78fbb,Peak,v913_zeroD_sobol_0242980,STAGE0_KINETIC_REGIME_MAP,SOBOL_EMPIRICAL_BOUNDS,"{""Tref_K"":481.33,""c_blunt"":2.687256144359708,""cleave_G00_eV"":4.011803912930191,""cleave_exp_a"":1.3227705595549195,""cleave_exp_n"":1.2558047282509506,""cleave_floor_frac"":0.0184513317135146,""cleave_gT_eV_per_K"":0.0081468212408944,""cleave_sT_GPa_per_K"":-0.0012099820682778,""cleave_sigc0_GPa"":7.349638969637454,""emit_G00_eV"":2.0446315124630927,""emit_exp_a"":0.0858719444833695,""emit_exp_n"":1.1423492641188204,""emit_floor_frac"":0.0058420097608974,""emit_gT_eV_per_K"":0.000941995373927,""emit_sT_GPa_per_K"":0.0013325903080403,""emit_sigc0_GPa"":7.205215461552143,""peierls_H0_eV"":2.357904889593788,""peierls_activation_entropy_kB"":10.948438215557502,""peierls_exp_a"":1.314337235201403,""peierls_exp_n"":1.8811877055512485,""peierls_nu0_s"":1000000000000.0,""rho_source0_m2"":1.4102520844479966e+16,""taylor_H0_eV"":1.7721181319222952,""taylor_activation_entropy_kB"":-13.888906731632792,""taylor_corr_rho_c_m2"":2.0992877629063372e+16,""taylor_corr_scale"":1.0247317648336276,""taylor_exp_a"":0.5644857497867264,""taylor_exp_n"":0.5653873479618026,""taylor_nu0_s"":100000000000.0}",6962e84b2eb78fbb12f8d4dc2539eac097f3686c98b0ac78b6d2e3627ffd4643,50ead03bdc1dc5240eb2fea00eda4bcd24535887379f356a3105f3405852ed76,8197ce770333504c47b05ecaeb7497cf66ae6399cd8524360e3146bf2a9cc1f6,94d6ff136130de8457ca5d4acdbe91167a8e4625b57b7e7f22a1b2b14f81485b,2.357904889593788,10.948438215557502,1.314337235201403,1.8811877055512485,1.7721181319222952,-13.888906731632792,0.5644857497867264,0.5653873479618026,2.0992877629063372e+16,1.0247317648336276
oneD_v2_peak_TP_6c016fecc91e4a91,Peak,v913_zeroD_sobol_0242980,STAGE0_KINETIC_REGIME_MAP,SOBOL_EMPIRICAL_BOUNDS,"{""Tref_K"":481.33,""c_blunt"":2.687256144359708,""cleave_G00_eV"":4.011803912930191,""cleave_exp_a"":1.3227705595549195,""cleave_exp_n"":1.2558047282509506,""cleave_floor_frac"":0.0184513317135146,""cleave_gT_eV_per_K"":0.0081468212408944,""cleave_sT_GPa_per_K"":-0.0012099820682778,""cleave_sigc0_GPa"":7.349638969637454,""emit_G00_eV"":2.0446315124630927,""emit_exp_a"":0.0858719444833695,""emit_exp_n"":1.1423492641188204,""emit_floor_frac"":0.0058420097608974,""emit_gT_eV_per_K"":0.000941995373927,""emit_sT_GPa_per_K"":0.0013325903080403,""emit_sigc0_GPa"":7.205215461552143,""peierls_H0_eV"":2.416912506732555,""peierls_activation_entropy_kB"":9.470387777891204,""peierls_exp_a"":0.2806349982871355,""peierls_exp_n"":1.8429800327274208,""peierls_nu0_s"":1000000000000.0,""rho_source0_m2"":1.4102520844479966e+16,""taylor_H0_eV"":0.6621516250365926,""taylor_activation_entropy_kB"":-6.730123651358623,""taylor_corr_rho_c_m2"":1.6178075489818538e+16,""taylor_corr_scale"":0.8593398009277177,""taylor_exp_a"":0.49819921925020444,""taylor_exp_n"":0.5972936064064971,""taylor_nu0_s"":100000000000.0}",6c016fecc91e4a915e75c26dbcd7eedb09ee6e1936b821473c47b838b1370166,50ead03bdc1dc5240eb2fea00eda4bcd24535887379f356a3105f3405852ed76,8197ce770333504c47b05ecaeb7497cf66ae6399cd8524360e3146bf2a9cc1f6,c7e4e705fd94c2d102734fd7a66213bc8e0359bc17db6c83b7a8414357206c16,2.416912506732555,9.470387777891204,0.2806349982871355,1.8429800327274208,0.6621516250365926,-6.730123651358623,0.49819921925020444,0.5972936064064971,1.6178075489818538e+16,0.8593398009277177
oneD_v2_peak_TP_71e8b92cf7175d8d,Peak,v913_zeroD_sobol_0242980,STAGE0_KINETIC_REGIME_MAP,SOBOL_EMPIRICAL_BOUNDS,"{""Tref_K"":481.33,""c_blunt"":2.687256144359708,""cleave_G00_eV"":4.011803912930191,""cleave_exp_a"":1.3227705595549195,""cleave_exp_n"":1.2558047282509506,""cleave_floor_frac"":0.0184513317135146,""cleave_gT_eV_per_K"":0.0081468212408944,""cleave_sT_GPa_per_K"":-0.0012099820682778,""cleave_sigc0_GPa"":7.349638969637454,""emit_G00_eV"":2.0446315124630927,""emit_exp_a"":0.0858719444833695,""emit_exp_n"":1.1423492641188204,""emit_floor_frac"":0.0058420097608974,""emit_gT_eV_per_K"":0.000941995373927,""emit_sT_GPa_per_K"":0.0013325903080403,""emit_sigc0_GPa"":7.205215461552143,""peierls_H0_eV"":8.529258816624338,""peierls_activation_entropy_kB"":16.523050842821092,""peierls_exp_a"":0.22865133203211713,""peierls_exp_n"":1.2751830531400696,""peierls_nu0_s"":1000000000000.0,""rho_source0_m2"":1.4102520844479966e+16,""taylor_H0_eV"":2.4135834986405276,""taylor_activation_entropy_kB"":21.077905014952307,""taylor_corr_rho_c_m2"":1545264471893895.2,""taylor_corr_scale"":1.658072836513794,""taylor_exp_a"":0.4871972971600971,""taylor_exp_n"":0.5772470377725221,""taylor_nu0_s"":100000000000.0}",71e8b92cf7175d8df33da487a343ba2d33c11debbdce4222754292b6eda5c750,50ead03bdc1dc5240eb2fea00eda4bcd24535887379f356a3105f3405852ed76,8197ce770333504c47b05ecaeb7497cf66ae6399cd8524360e3146bf2a9cc1f6,82daa385a48642224677f186dc5870069937dc9d79de0f871409b0f9b6baaba4,8.529258816624338,16.523050842821092,0.22865133203211713,1.2751830531400696,2.4135834986405276,21.077905014952307,0.4871972971600971,0.5772470377725221,1545264471893895.2,1.658072836513794
oneD_v2_peak_TP_7a03896ca794e794,Peak,v913_zeroD_sobol_0242980,STAGE0_KINETIC_REGIME_MAP,SOBOL_EMPIRICAL_BOUNDS,"{""Tref_K"":481.33,""c_blunt"":2.687256144359708,""cleave_G00_eV"":4.011803912930191,""cleave_exp_a"":1.3227705595549195,""cleave_exp_n"":1.2558047282509506,""cleave_floor_frac"":0.0184513317135146,""cleave_gT_eV_per_K"":0.0081468212408944,""cleave_sT_GPa_per_K"":-0.0012099820682778,""cleave_sigc0_GPa"":7.349638969637454,""emit_G00_eV"":2.0446315124630927,""emit_exp_a"":0.0858719444833695,""emit_exp_n"":1.1423492641188204,""emit_floor_frac"":0.0058420097608974,""emit_gT_eV_per_K"":0.000941995373927,""emit_sT_GPa_per_K"":0.0013325903080403,""emit_sigc0_GPa"":7.205215461552143,""peierls_H0_eV"":2.300070228235149,""peierls_activation_entropy_kB"":-56.00682313800826,""peierls_exp_a"":0.26636825982450085,""peierls_exp_n"":1.098736516707708,""peierls_nu0_s"":1000000000000.0,""rho_source0_m2"":1.4102520844479966e+16,""taylor_H0_eV"":0.6782274892847583,""taylor_activation_entropy_kB"":53.206942936427424,""taylor_corr_rho_c_m2"":47634024831120.336,""taylor_corr_scale"":2.275580897183754,""taylor_exp_a"":0.686329264350605,""taylor_exp_n"":0.8617370957515189,""taylor_nu0_s"":100000000000.0}",7a03896ca794e7943ad1cdd8439ee2a4a696ae7d419e8758e8746f65e22a9fb6,50ead03bdc1dc5240eb2fea00eda4bcd24535887379f356a3105f3405852ed76,8197ce770333504c47b05ecaeb7497cf66ae6399cd8524360e3146bf2a9cc1f6,0c1335c8fd57e4e134c12168d2bd5d635bc33b7876f1bf861ce6d3106528b8d4,2.300070228235149,-56.00682313800826,0.26636825982450085,1.098736516707708,0.6782274892847583,53.206942936427424,0.686329264350605,0.8617370957515189,47634024831120.336,2.275580897183754
oneD_v2_peak_TP_9f7b2122fdfaa109,Peak,v913_zeroD_sobol_0242980,STAGE0_KINETIC_REGIME_MAP,SOBOL_EMPIRICAL_BOUNDS,"{""Tref_K"":481.33,""c_blunt"":2.687256144359708,""cleave_G00_eV"":4.011803912930191,""cleave_exp_a"":1.3227705595549195,""cleave_exp_n"":1.2558047282509506,""cleave_floor_frac"":0.0184513317135146,""cleave_gT_eV_per_K"":0.0081468212408944,""cleave_sT_GPa_per_K"":-0.0012099820682778,""cleave_sigc0_GPa"":7.349638969637454,""emit_G00_eV"":2.0446315124630927,""emit_exp_a"":0.0858719444833695,""emit_exp_n"":1.1423492641188204,""emit_floor_frac"":0.0058420097608974,""emit_gT_eV_per_K"":0.000941995373927,""emit_sT_GPa_per_K"":0.0013325903080403,""emit_sigc0_GPa"":7.205215461552143,""peierls_H0_eV"":2.3125228607273844,""peierls_activation_entropy_kB"":9.312330454524727,""peierls_exp_a"":1.1256347198042649,""peierls_exp_n"":1.0396591985484784,""peierls_nu0_s"":1000000000000.0,""rho_source0_m2"":1.4102520844479966e+16,""taylor_H0_eV"":1.2583842013401019,""taylor_activation_entropy_kB"":44.53294432331271,""taylor_corr_rho_c_m2"":118358602973836.45,""taylor_corr_scale"":2.168074786887567,""taylor_exp_a"":0.9498926980477514,""taylor_exp_n"":1.01467849138484,""taylor_nu0_s"":100000000000.0}",9f7b2122fdfaa10966f61670f708bdebc18eea858474f01d949c2e93c69bdb15,50ead03bdc1dc5240eb2fea00eda4bcd24535887379f356a3105f3405852ed76,8197ce770333504c47b05ecaeb7497cf66ae6399cd8524360e3146bf2a9cc1f6,ed53f8dda16cdafbbebd80c3e47b07f2eda129678e5660cfeca444e3a8590606,2.3125228607273844,9.312330454524727,1.1256347198042649,1.0396591985484784,1.2583842013401019,44.53294432331271,0.9498926980477514,1.01467849138484,118358602973836.45,2.168074786887567
