artifact_role,sha256,path,present,classification
historical_PF_byte_identity_contract,a85b57ad9eee8331ef34ea222760ce7d4064f48ddef668f1e28a666d14946f3a,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude/reference_inputs/pf_v10_4_1_theta0_peak1000K_seed8666/family.json,False,MISSING_NOT_REGENERATED
authoritative_corrected_FEM_runtime_source,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude/reference_inputs/pf_final_v10_2_30/rate1x/v913_paper_peak01_0242980_persistent_sites/T1000K_th0_seed8666/family.json,True,PRESENT_USED_BY_ALL_FOUR_CORRECTED_LONG_RUNS
committed_v10_0_5_17_frozen_input,a876ea042bf291ca9607b586205d75ce2b5cb95c668fef53d713d611dfe59cde,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM_MPZ_theta0_pf_parity_claude/runtime_inputs/v10_0_5_17_frozen_pf_inputs/signed_kernel/v10_2_14_active_only_campaign_family.json,True,PRESENT_DIFFERENT_BYTES
PF_named_cache_current,d41b08f69ae773009f65f4c0094ef5436ba7f0f290a94172e5b894d09a41f7c3,/Volumes/Data/Data/Nanopillar_calculation/PF-fracture-fatigue_v10_2_21_persistent_sites_top1/runs/v10_2_28_kernel_cache/1447653d199f0b43cb475951092d69444c9b785f6fdf518c723792abb3b1f5e5/family.json,True,PRESENT_MUTATED_FROM_HISTORICAL_EXPECTATION
PF_alternate_cache_4fa015,5aa74370e6419104684c52bbcf93323f905d2752d1bba59252f9b0b35c77e07c,/Volumes/Data/Data/Nanopillar_calculation/PF-fracture-fatigue_v10_2_21_persistent_sites_top1/runs/v10_2_28_kernel_cache/4fa015d77f1aadf05f77f550366f64cd611f537ae716bbd47870bf9e6fe2f873/family.json,True,PRESENT_DIFFERENT_BYTES
PF_v10_4_2_alternate_cache_4fa015,b1857539f0e47e3520a2d4b2acd0df186a5129e86e13552819b5c27f1ce91ed1,/Volumes/Data/Data/Nanopillar_calculation/PF-fracture-fatigue_v10_4_2_plastic_flow_terminal/runs/v10_2_28_kernel_cache/4fa015d77f1aadf05f77f550366f64cd611f537ae716bbd47870bf9e6fe2f873/family.json,True,PRESENT_DIFFERENT_BYTES
PF_v11_causal_cache_353593,5b8ed966506332299d2d891d349710c897fbb734340df67eaf8767ff6c1f53d7,/Volumes/Data/Data/Nanopillar_calculation/PF-fracture-fatigue_v11_branching/runs/v11_direct_kernel_cache_causal/3535939d541388c5e3dd88b9a712b7bfe03d951cd64344f7d3af3ca0c5f52ea4/family.json,True,PRESENT_DIFFERENT_BYTES
PF_v11_causal_cache_e2e456,95890404744ef1b49264a286d96283ae18c3e73bf1c276178fb0e9b7180f03fa,/Volumes/Data/Data/Nanopillar_calculation/PF-fracture-fatigue_v11_branching/runs/v11_direct_kernel_cache_causal/e2e456c75935a60a56ccbd9f3b7392036db704de3c2ec6b88e6f0e7bfb127070/family.json,True,PRESENT_DIFFERENT_BYTES
