material_class,event_transaction_index,physical_avalanche_index,pre_event_step,pre_event_time_s,pre_event_opening_m,pre_event_reaction_N_per_m,pre_event_native_J_J_per_m2,pre_event_native_KJ_MPa_sqrt_m,pre_event_projected_extension_um,post_event_projected_extension_um,event_extension_um,post_event_tip_x_m,post_event_tip_y_m,post_event_process_zone_fingerprint,reload_time_to_next_event_s,reload_opening_to_next_event_m,certified_reload_before_next_event,right_censored_at_target,source_steps_sha256,semantic_role
Peak,207,0,1639,1332.3769762875495,3.172326134017958e-05,5442010.41017482,16922.805164167657,86.7674576506033,999.4201594390321,1006.3332875505729,6.913128111540791,0.0015063332875505729,-1.4495051890747798e-06,82aa2e864515945945c9d040626dee4c5dc0d655ed9024f2e601ce77580732e6,,,False,True,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,1,0,192,1394.550540040492,3.3203584286678394e-05,7232893.049794859,7375.354455586626,57.28120479091495,2.931106565679095,7.415929779927836,4.484823214248742,0.0005074159297799278,0.0,b552f9a71eebc6909f04ca860b4661ca3fba3a9e3a339fa8fb78d2d0f0789843,0.038752761002342595,9.226847857467051e-10,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,2,0,205,1394.5892928014944,3.320450697146414e-05,7232487.609001193,7835.698058574392,59.041793511826924,7.415929779927836,10.475434902378565,3.059505122450729,0.0005104754349023786,0.0,5d97815d1fba1b998a8a2383feae9cd9da5a1967342d59b7b781fd4dc7f0669d,0.00024506348950126267,5.834844983749771e-12,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,3,0,206,1394.5895378649839,3.3204512806309124e-05,7231848.26683546,8203.986006632309,60.41338229865194,10.475434902378565,17.738586164903616,7.263151262525049,0.0005177385861649036,0.0,7c8a2d06a84518966c9cb31478611d286d51b30a2eed1f488a1f4132969b8756,2.3921711544971913e-06,5.695646048981678e-14,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,4,0,216,1394.589540257155,3.3204512863265585e-05,7227178.867323372,10024.019931908764,66.77926828614308,17.738586164903616,28.206454797138118,10.467868632234506,0.0005282064547971381,0.0,8aa36dd78b95ddf8d981da7616c016ddddb76af424d44757950c530b72cb276f,1.108996912080329e-06,2.6404727471347755e-14,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,5,0,226,1394.589541366152,3.320451288967031e-05,7218190.421284634,10834.084761263992,69.42514729200929,28.206454797138118,33.059301215301396,4.852846418163273,0.0005330593012153014,0.0,56f9eee0740052ddc256c9fc0c22145ecbdc8d521ae6782c316dd3a30f4a2ed8,8.400002116104588e-08,2.000000642529698e-15,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,6,0,227,1394.589541450152,3.320451289167031e-05,7215657.275580774,10920.949875565195,69.70290880484767,33.059301215301396,35.3566413109263,2.2973400956249024,0.0005353566413109263,0.0,6b58acd546fa77ef5d3251cff7f807a6efb7a95359837bbf16596457f3163ce4,1.198895915877074e-06,2.854514584774148e-14,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,7,0,237,1394.5895426490479,3.320451292021546e-05,7214074.023807157,10987.376602269707,69.91457156092669,35.3566413109263,40.602872086865545,5.246230775939249,0.0005406028720868656,0.0,d98371ff35b569e0a3d670f093d7434de2cdecdd415103be28ea3363e8e867e6,1.1270390132267494e-06,2.6834274819559356e-14,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,8,0,247,1394.5895437760869,3.3204512947049733e-05,7209758.73560616,11143.472745038767,70.40945341403255,40.602872086865545,45.53466669182411,4.931794604958557,0.0005455346666918241,0.0,bff1a5b47d3b66d09ce49d9bb4078d2565699b6571aa0e4c6cb624e201bc0f7d,8.400002116104588e-08,2.000000642529698e-15,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,9,0,248,1394.589543860087,3.3204512949049734e-05,7206841.986243843,11174.67503543328,70.50795953183844,45.53466669182411,47.832006787449004,2.2973400956249024,0.000547832006787449,0.0,d32f40da2609e7d0e6e015aea6b9405260179f4a646a3d7a0a964e9dcbdcde1e,1.6800004232209176e-07,4.000001285059396e-15,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,10,0,250,1394.589544028087,3.3204512953049735e-05,7203222.584644382,11305.394795868604,70.91915654218602,47.832006787449004,50.1293468830739,2.2973400956249024,0.0005501293468830739,0.0,7f3ec2fd8796b1285844670fe79e1907c9b3d199ec2cfeca33dbac799ea2c3fd,99.91619265600139,2.3789569679999773e-06,True,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,12,1,293,1503.758011717422,3.580376218374813e-05,7821241.987927713,5196.4501903620685,48.081065105373376,52.42668697869881,56.67741812207905,4.250731143380237,0.0005566774181220791,-6.468404188478885e-08,1117c65fde0a6f87325b87287f5565d86610d943c9ef41a5142a9051eab48937,31.56685143951472,7.51591700940828e-07,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,13,1,326,1535.3248631569368,3.655535388468896e-05,7983571.049753695,5614.877134572994,49.97937535968535,56.67741812207905,64.606377265837,7.928959143757943,0.000564606377265837,-6.690851235812547e-07,ff49c3705cba595d5efbdb7fef012ae7d2127035466fef56c91d87d947b6d7e5,0.011088298560025578,2.640071085737491e-10,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,14,1,327,1535.3359514554968,3.655561789179753e-05,7979569.41162969,6032.2801075686175,51.803779382122585,64.606377265837,73.04590364392314,8.439526378086143,0.0005730459036439231,6.250748937031031e-07,1009007bee1203bfe9646d35f3db44790fa0223f57edba02f2a3b1baee6fed04,2.5200006348313764e-07,6.000001927589094e-15,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,15,1,330,1535.3359517074969,3.6555617897797535e-05,7883901.255552634,12440.700310572896,74.39489060105,73.04590364392314,75.34324373954803,2.2973400956249024,0.000575343243739548,6.250748937031026e-07,e8f07518d3f5e49dba6419b3b0aaa9670fd40fed4ff59b76d2afa2f075e3320b,5.040001269662753e-07,1.2000003855178187e-14,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,16,1,336,1535.335952211497,3.655561790979754e-05,7882660.605567385,12631.685676460364,74.96375807905453,75.34324373954803,77.64058383517293,2.2973400956249024,0.000577640583835173,6.250748937031022e-07,5527e6e045622eecdca5e4842409cf41d615ec3d2f6f3d0b477fce6fa997af2b,3.360000846441835e-07,8.000002570118792e-15,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,17,1,340,1535.335952547497,3.655561791779754e-05,7881386.953164992,12827.472536658035,75.54248066208139,77.64058383517293,79.93792393079784,2.2973400956249024,0.0005799379239307979,6.250748937031015e-07,6ab2e3db71c1ee6b928b932b0fdd5425f36d828f13cc2d992fa0e73ce9944765,3.360000846441835e-07,8.000002570118792e-15,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,18,1,344,1535.3359528834972,3.6555617925797544e-05,7879818.282299336,13075.235249618994,76.26854319964848,79.93792393079784,82.23526402642274,2.2973400956249024,0.0005822352640264228,6.250748937031011e-07,d9a6d9882a8e62341101477c051a572396114054eda6d8ff2b0668b8119d9314,4.02363025386876e-06,9.580074092959551e-14,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,19,1,354,1535.3359569071274,3.6555618021598285e-05,7877902.999528461,13378.765314404778,77.1487178979149,82.23526402642274,100.16487832621699,17.92961429979427,0.000600164878326217,6.250748937030969e-07,6804a3437c2fb0c88dbc1b697ffc34c114264ad95d3358c6b1e5994b06d2d89d,2.5200006348313764e-07,6.000001927589094e-15,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,20,1,357,1535.3359571591275,3.655561802759829e-05,7876824.759256305,17355.746572610115,87.87034778296292,100.16487832621699,102.46195247985712,2.2970741536401054,0.0006024619524798571,5.901199563629835e-07,b4abcaaa14bc62b4856fb9ea4c71c375c4f1849905503693515fca60ecbf2e58,4.200001058052294e-07,1.000000321264849e-14,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,21,1,362,1535.3359575791276,3.655561803759829e-05,7875142.160590164,17193.915316948165,87.4597208875158,102.46195247985712,104.75822886911412,2.2962763892570144,0.0006047582288691141,5.202181745075271e-07,2dd468101c43319ce3dcdda10475acef549ae29cd67f930e335c58461a8a9b8d,7.560001904494129e-07,1.800000578276728e-14,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,22,1,371,1535.3359583351278,3.6555618055598296e-05,7873426.863133291,17000.713048593992,86.9669549182153,104.75822886911412,107.97262799231927,3.214399123205162,0.0006079726279923193,4.7130415936365315e-07,54193c06dd772d2a3e8f498c120806839c024f727d0319fc3e0ae85212c8fe3e,1.6998235423670849e-06,4.047198638506763e-14,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,23,1,381,1535.3359600349513,3.655561809607028e-05,7871336.817678872,16694.673610252445,86.18062943595712,107.97262799231927,115.4204960280116,7.447868035692314,0.0006154204960280116,4.713041593636482e-07,4850d0f9a874d14d15718fd2c732c3ba4f9817677643f6fb8f56aa8342481560,4.200001058052294e-07,1.000000321264849e-14,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,24,1,386,1535.3359604549514,3.6555618106070286e-05,7862126.908862371,16251.117114053051,85.02806685797538,115.4204960280116,117.71757018165171,2.2970741536401054,0.0006177175701816517,4.363492220235337e-07,2bd69aef2af2144c79e39ab175c09b435861a40b92862d7378f11e02acca29bf,8.400002116104588e-08,2.000000642529698e-15,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,25,1,387,1535.3359605389514,3.6555618108070286e-05,7858576.301663421,13659.045025109795,77.95264641296914,117.71757018165171,119.69675255275044,1.9791823710987346,0.0006196967525527505,1.602800531293571e-06,ed84e33d27759eb5888a86537c9749191951e6d0d53709116ba22d4822479991,1.0316648513253313e-06,2.456340659302489e-14,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,26,1,397,1535.3359615706163,3.655561813263369e-05,7857678.1549684,15499.302874125562,83.03798036531524,119.69675255275044,124.09412284537875,4.397370292628326,0.0006240941228453788,2.624254052050771e-06,7afc3302593d0c6100a653fd1e6b100b9b09f9365f24ab6670102859dbb316d2,8.400002116104588e-08,2.000000642529698e-15,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,27,1,398,1535.3359616546163,3.6555618134633694e-05,7838925.064376275,20548.593705638898,95.6118558238454,124.09412284537875,126.39146294100368,2.2973400956249024,0.0006263914629410037,2.6242540520507654e-06,86908632f9f8ec2f930db6c8dc31650b3c402a0821adb5e007cbc4e1abf20a71,2.7460898763820296e-06,6.538312371986293e-14,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,28,1,408,1535.3359644007062,3.655561820001682e-05,7836625.762652545,20820.707139609334,96.24284068363589,126.39146294100368,138.10955434811493,11.718091407111235,0.0006381095543481149,2.62425405205074e-06,2a503db338b191e769ac8ba7b7bbcbce983cb821ec56537c3da589cbc8f38cd8,8.400002116104588e-08,2.000000642529698e-15,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,29,1,409,1535.3359644847062,3.655561820201682e-05,7818785.755109405,22797.48213467164,100.70803852020019,138.10955434811493,140.4068944437398,2.2973400956249024,0.0006404068944437398,2.624254052050735e-06,257920a08ba3436a36e0d8e16eae562129879aebd78a2377225c401028fae1cc,3.360000846441835e-07,7.999995793855214e-15,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,30,1,413,1535.3359648207063,3.6555618210016814e-05,7818785.756820504,22810.25954420044,100.73625671532696,140.4068944437398,142.7042345393647,2.2973400956249024,0.0006427042345393647,2.6242540520507294e-06,f75b9b1fea7da185754206ca25b60f12fd4f186f199de78a64eab33789162cc1,3.360000846441835e-07,8.00000934638237e-15,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,31,1,417,1535.3359651567064,3.655561821801682e-05,7812658.471273432,23389.792346357925,102.00791677435012,142.7042345393647,145.0015746349896,2.2973400956249024,0.0006450015746349896,2.6242540520507248e-06,d4510446d0511aa077f76a19ca69570f301102a20b89f47d155b62135563de72,9.296718417317607e-07,2.213507155346406e-14,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,32,1,427,1535.3359660863782,3.6555618240151895e-05,7813072.483776533,22480.870884224092,100.00627726897272,145.0015746349896,149.06971532808706,4.0681406930974475,0.0006490697153280871,2.624254052050716e-06,37de03cdb372fc3f6c3b57584c0a7765537d6db69d7e4c05c0dd3b1833f8910b,6.72000169288367e-07,1.5999998363974005e-14,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,33,1,435,1535.3359667583784,3.655561825615189e-05,7807998.845861247,22989.296915894003,101.13082264772677,149.06971532808706,151.81554150559808,2.745826177511022,0.0006518155415055981,2.62425405205071e-06,c7f02918fb9624536a6edf16427802aaafd59e6fbff80f780e6c75a774d6773d,2.1075675249448977e-06,5.018016980672807e-14,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,34,1,445,1535.335968865946,3.655561830633206e-05,7804898.003391904,23299.16368689687,101.81009942575517,151.81554150559808,161.24589966982657,9.430358164228469,0.0006612458996698266,2.6242540520506896e-06,5d6e72e39480bf99de19dcafd1aa2d3b261b80e9a7a3c0c09942d3a2df6069d1,2.5200006348313764e-07,6.000001927589094e-15,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,35,1,448,1535.335969117946,3.6555618312332065e-05,7791535.456117472,24456.93036928629,104.30897285436836,161.24589966982657,163.54323976545146,2.2973400956249024,0.0006635432397654515,2.6242540520506845e-06,167b383f8c3854781aea4176b3fed30813254d6464b06620a389e7860215602b,1.051023446052568e-06,2.5024402580502147e-14,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,36,1,458,1535.3359701689694,3.655561833735647e-05,7785263.566209488,24884.581399402166,105.21698795753261,163.54323976545146,168.14240282022078,4.599163054769327,0.0006681424028202208,2.6242540520506744e-06,d02e3620aac15683a4f2c3510acc11cecad31e2326f6c618857ff5119a15681c,1.115949999075383e-06,2.6570203827923355e-14,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,37,1,468,1535.3359712849194,3.655561836392667e-05,7818808.205941912,13053.613347237842,76.2054562541212,168.14240282022078,173.02567197430878,4.883269154088029,0.0006730256719743088,2.6242540520506638e-06,a22a92ab609de425dad7460f8521439c7626b41b50a755c95c4f5e625c392e7b,3.360000846441835e-07,8.000002570118792e-15,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,38,1,472,1535.3359716209195,3.6555618371926674e-05,7816084.635682735,12737.030876251814,75.27569884680035,173.02567197430878,175.32301206993372,2.2973400956249024,0.0006753230120699337,2.6242540520506587e-06,cc0fe80b173c41478e779d66b233d411002c71892da09d1f538a9842d5257bbf,7.560001904494129e-07,1.800000578276728e-14,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,39,1,481,1535.3359723769197,3.655561838992668e-05,7814428.388242016,12633.391534039918,74.96881968291108,175.32301206993372,178.54901158201352,3.2259995120798024,0.0006785490115820135,2.6242540520506515e-06,cc284d766eb276c3c256ff4c4684f5826ab54dd0bc89fa481b29f7323039eb5c,2.272751999043976e-06,5.411317417379144e-14,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,40,1,491,1535.3359746496717,3.6555618444039854e-05,7812435.558832259,12485.485623692282,74.52867749544964,178.54901158201352,188.78251714914984,10.233505567136339,0.0006887825171491499,2.6242540520506286e-06,b44d543aca85791eb8e9b49303c51ee1e5a771bb9ee6f1418a968aea2be49f46,8.978486221167259e-07,2.1377349760168252e-14,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,41,1,501,1535.3359755475203,3.65556184654172e-05,7803419.586523609,12873.225687287564,75.6770835612232,188.78251714914984,192.71140316758573,3.928886018435859,0.0006927114031675857,2.6242540520506197e-06,ddc6628a7112ecaa1e6d33a6285132b0b4907a74c52f1c5af6f5c0edefa2b6b6,3.080497663177084e-06,7.334518599020831e-14,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,42,1,511,1535.335978628018,3.655561853876239e-05,7800374.53924338,12863.418180192864,75.64825065763094,192.71140316758573,205.94137335853026,13.229970190944528,0.0007059413733585303,2.825576581540195e-06,08f6db50c8eec5aa03b8a05647e845162cb8a1f060a405832d3d50cf9796bed8,8.400002116104588e-08,2.000000642529698e-15,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,43,1,512,1535.335978712018,3.655561854076239e-05,7790432.860487533,12967.66702419314,75.95416969468849,205.94137335853026,208.23871345415515,2.2973400956249024,0.0007082387134541552,2.8255765815401887e-06,a2e430043b131811dbd8d7beb00d592771dc8ec9083d928104bc42fdc83f869d,3.360000846441835e-07,8.000002570118792e-15,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,44,1,516,1535.335979048018,3.655561854876239e-05,7786550.231493713,13107.862714180368,76.36364277837454,208.23871345415515,210.53605354978006,2.2973400956249024,0.0007105360535497801,2.825576581540183e-06,3f9a33a6cb4a76c79e1576a1a8d98e6a4d961f43a5371a4aaa6b64675317eaf3,1.5383375284727663e-06,3.6627127654627334e-14,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,45,1,526,1535.3359805863556,3.655561858538952e-05,7693573.095807593,21581.48896368581,97.98540625238685,210.53605354978006,217.26764493315628,6.7315913833762435,0.0007172676449331563,2.8255765815401658e-06,0cb5d1ed63b067f3457293c1ee10f8f06b6eb98fe298d30d7ad8cc304bb6c996,4.200001058052294e-07,9.999996436384911e-15,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,46,1,531,1535.3359810063557,3.655561859538952e-05,7685923.275101282,22447.276717140543,99.93152741488015,217.26764493315628,219.5649850287812,2.2973400956249024,0.0007195649850287812,2.82557658154016e-06,7f3de2cae4a5baad40f43d1059a4f065bbfe17176f8a9ddffdde3ef6c540d405,1.6306125871778931e-06,3.8824134608161226e-14,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,47,1,541,1535.3359826369683,3.655561863421365e-05,7682382.067979155,22878.371566637383,100.88654513609815,219.5649850287812,226.7003608068919,7.135375778110687,0.0007267003608068918,2.8255765815401416e-06,ab3bbbfc676f38ae7d1acc3e7fe89b9d091af3d35d4bad174e845ad1c82b5a22,2.5200006348313764e-07,6.000001927589094e-15,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,48,1,544,1535.3359828889684,3.655561864021365e-05,7672922.4785112925,24049.817548799358,103.43716009410275,226.7003608068919,228.99770090251678,2.2973400956249024,0.0007289977009025168,2.8255765815401357e-06,2f916d21e91ae28e96dd237254a8700b81723193a5eb91c284619c093685d086,2.6104794415005017e-06,6.215431544009248e-14,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,49,1,554,1535.3359854994478,3.655561870236797e-05,7666571.951489342,24849.520361086485,105.1428392887274,228.99770090251678,240.05644008950074,11.058739186983964,0.0007400564400895008,2.8255765815401073e-06,19174e0f39080f43bc819799cdbe3f4cef4afc9acfb78e8704bca98e86885d65,3.360000846441835e-07,8.000002570118792e-15,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,50,1,558,1535.335985835448,3.655561871036797e-05,7662335.694199331,23230.558382862528,101.66009700092272,240.05644008950074,242.35378018512566,2.2973400956249024,0.0007423537801851256,2.8255765815401014e-06,11955f1ef5db2eeb4a0d7c5a6e449a9d0776705ed41f9d24b3d480085549c849,2.5200006348313764e-07,6.000001927589094e-15,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,51,1,561,1535.335986087448,3.655561871636797e-05,7660079.3465429135,22968.04441089712,101.08406653598806,242.35378018512566,244.65112028075055,2.2973400956249024,0.0007446511202807506,2.825576581540095e-06,773a7be0702f3497a82f9d63daf66fa00ba5d502379d36557770a03c28e8fd0d,2.9728842037002323e-06,7.078297231113626e-14,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,52,1,571,1535.3359890603322,3.6555618787150945e-05,7657776.578140434,22685.76553487257,100.46098104411311,244.65112028075055,257.4719012008225,12.820780920071964,0.0007574719012008225,2.8255765815400624e-06,d0e1e2b0f2eb78750a4440fb9a9449a28ab4bf8390ca781f213be24c3dc652ea,8.400002116104588e-08,2.000000642529698e-15,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,53,1,572,1535.3359891443322,3.6555618789150946e-05,7642580.398676679,20986.41997843912,96.62508192711618,257.4719012008225,259.76924129644743,2.2973400956249024,0.0007597692412964473,2.8255765815400565e-06,ab8a1cefb4ad7d95129be65044530a5ec4d247b87729741d16cfd6fe555ca8cf,4.200001058052294e-07,1.000000321264849e-14,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,54,1,577,1535.3359895643323,3.655561879915095e-05,7636538.626770435,20743.79045841387,96.06490413900946,259.76924129644743,262.06658139207235,2.2973400956249024,0.0007620665813920723,2.8255765815400506e-06,bface42f55318170d9dd5a397ba7eea6a36666a2c4d9d4e02b11b71a27306631,3.879869154843618e-06,9.237781980336868e-14,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,55,1,587,1535.3359934442014,3.655561889152877e-05,7656442.914661683,14746.672829642692,80.99677326173183,262.06658139207235,279.2972066462561,17.230625254183735,0.000779297206646256,2.825576581540006e-06,7272845e411668b5b617c8f6abac353893db0cf4ea495592ca95b4511718bfaf,3.413645117689157e-06,8.127727684674804e-14,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
DBTT,56,1,597,1535.3359968578466,3.6555618972806046e-05,7643720.408202105,13680.24256774547,78.01311052104008,279.2972066462561,294.23492949579423,14.93772284953817,0.0007942349294957942,2.8255765815399676e-06,5089cc5d3023811e3d1f146d2df268ea5e91e3a25f143c48da2dcfbe9f923ec7,2.5200006348313764e-07,6.000008703852672e-15,False,False,233824c0e7728ab05f9cf5aedb495e476c8c42696ecc14258bac4f065c326a5e,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
