candidate_id,material_class,temperature_K,level1_common_core_exact,level1_max_absolute_difference,level2_event_times_exact,level2_event_transactions_exact,level2_process_zone_states_exact,level2_avalanche_grouping_exact,level2_terminal_status_exact,event_count,physical_avalanche_count,terminal_extension_um,parameter_fingerprint
v913_zeroD_sobol_0242980,Peak,1000,True,0.0,True,True,True,True,True,3,2,15.000000000000002,32b779cf411f022a81c6bbd51d005547f77dec2f10e4ec788b7f9c7bd2dce806
v913_zeroD_sobol_0202500,DBTT,1000,True,0.0,True,True,True,True,True,3,2,15.000000000000002,32a83115639e2fbeb5d9d727e732ac5f23a38f47f56be9430c2509adba03ff0a
v913_zeroD_sobol_0129902,weak-T,1000,True,0.0,True,True,True,True,True,3,2,15.000000000000002,5e4c859fc5773d646ea20c389dfa74fefb4ceebafb3cdfebccae7cc165c88b6b
v913_zeroD_sobol_0077080,ceramic-like,1000,True,0.0,True,True,True,True,True,3,2,15.000000000000002,07e5159a7c1f37ce321385747e77e2a75370701e7498f7bf05a59a1f60f36308
