candidate_id,original_1d_selection_role,pf_observed_microstructure_role,primary_plausibility_class,secondary_flags_json,observed_stress_domain_only,classification_uses_source_evaluated_barriers_not_raw_H0,peierls_floor_fraction,peierls_saturated_fraction,peierls_inactive_fraction,peierls_log10_rate_span,peierls_observed_stress_min_Pa,peierls_observed_stress_max_Pa,peierls_loaded_floor_fraction,peierls_loaded_saturated_fraction,peierls_loaded_inactive_fraction,peierls_observed_regime,taylor_completion_single_hit_floor_fraction,taylor_completion_single_hit_saturated_fraction,taylor_completion_single_hit_inactive_fraction,taylor_completion_single_hit_log10_rate_span,taylor_completion_single_hit_observed_stress_min_Pa,taylor_completion_single_hit_observed_stress_max_Pa,taylor_completion_single_hit_loaded_floor_fraction,taylor_completion_single_hit_loaded_saturated_fraction,taylor_completion_single_hit_loaded_inactive_fraction,taylor_completion_single_hit_observed_regime,taylor_completion_multiplicity_floor_fraction,taylor_completion_multiplicity_saturated_fraction,taylor_completion_multiplicity_inactive_fraction,taylor_completion_multiplicity_log10_rate_span,taylor_completion_multiplicity_observed_stress_min_Pa,taylor_completion_multiplicity_observed_stress_max_Pa,taylor_completion_multiplicity_loaded_floor_fraction,taylor_completion_multiplicity_loaded_saturated_fraction,taylor_completion_multiplicity_loaded_inactive_fraction,taylor_completion_multiplicity_observed_regime,encounter_retention_floor_fraction,encounter_retention_saturated_fraction,encounter_retention_inactive_fraction,encounter_retention_log10_rate_span,encounter_retention_observed_stress_min_Pa,encounter_retention_observed_stress_max_Pa,encounter_retention_loaded_floor_fraction,encounter_retention_loaded_saturated_fraction,encounter_retention_loaded_inactive_fraction,encounter_retention_observed_regime
v913_zeroD_sobol_0202500,CONTROL,MOBILE_RICH_REFERENCE_AT_REINITIATION,EFFECTIVE_MODEL_EXTREME,"[""FLOOR_DOMINATED"", ""RATE_SATURATED""]",True,True,0.75,0.75,0.25,24.77019369736204,0.0,64013903.032715835,0.8571428571428571,0.8571428571428571,0.14285714285714285,LOADED_FLOOR_OR_RATE_ASYMPTOTE,1.0,1.0,0.0,2.291500322826323e-13,0.0,27281799321.851845,1.0,1.0,0.0,LOADED_FLOOR_OR_RATE_ASYMPTOTE,1.0,1.0,0.0,0.0,0.0,27281799321.851845,1.0,1.0,0.0,LOADED_FLOOR_OR_RATE_ASYMPTOTE,0.0,0.0,0.25,24.77019369736204,0.0,64013903.032715835,0.0,0.0,0.14285714285714285,DYNAMIC_TRANSITION_RESOLVED
oneD_v2_dbtt_TP_f07fe99faea93479,TRANSPORT_EXTREME,RETENTION_DOMINATED_LONG_WAKE_AT_REINITIATION,EFFECTIVE_MODEL_EXTREME,"[""FLOOR_DOMINATED"", ""RATE_SATURATED""]",True,True,0.75,0.75,0.0,5.602864422134322,0.0,64016790.06298296,0.8571428571428571,0.8571428571428571,0.0,LOADED_FLOOR_OR_RATE_ASYMPTOTE,1.0,1.0,0.0,2.291500322826323e-13,0.0,27283029871.853485,1.0,1.0,0.0,LOADED_FLOOR_OR_RATE_ASYMPTOTE,1.0,1.0,0.0,0.0,0.0,27283029871.853485,1.0,1.0,0.0,LOADED_FLOOR_OR_RATE_ASYMPTOTE,0.0,0.0,0.0,5.602864422134321,0.0,64016790.06298296,0.0,0.0,0.0,DYNAMIC_TRANSITION_RESOLVED
oneD_v2_dbtt_TP_4895f9e5b44deea5,RETENTION_EXTREME,RETENTION_DOMINATED_LONG_WAKE_AT_REINITIATION,EFFECTIVE_MODEL_EXTREME,"[""FLOOR_DOMINATED"", ""RATE_SATURATED""]",True,True,0.75,0.75,0.0,6.758264785588292,0.0,64018192.134986416,0.8571428571428571,0.8571428571428571,0.0,LOADED_FLOOR_OR_RATE_ASYMPTOTE,1.0,1.0,0.0,2.291500322826323e-13,0.0,27283627383.80741,1.0,1.0,0.0,LOADED_FLOOR_OR_RATE_ASYMPTOTE,1.0,1.0,0.0,0.0,0.0,27283627383.80741,1.0,1.0,0.0,LOADED_FLOOR_OR_RATE_ASYMPTOTE,0.0,0.0,0.0,6.758264785588292,0.0,64018192.134986416,0.0,0.0,0.0,DYNAMIC_TRANSITION_RESOLVED
oneD_v2_dbtt_TP_7e668ee637fc3ac5,NEAR_TIP_RETENTION_EXTREME,MOBILE_RICH_LONG_WAKE_AT_REINITIATION,EFFECTIVE_MODEL_EXTREME,"[""FLOOR_DOMINATED"", ""RATE_SATURATED""]",True,True,0.75,0.75,0.0,18.44996229431677,0.0,64014108.37583923,0.8571428571428571,0.8571428571428571,0.0,LOADED_FLOOR_OR_RATE_ASYMPTOTE,1.0,1.0,0.0,2.291500322826323e-13,0.0,27281886887.92859,1.0,1.0,0.0,LOADED_FLOOR_OR_RATE_ASYMPTOTE,1.0,1.0,0.0,0.0,0.0,27281886887.92859,1.0,1.0,0.0,LOADED_FLOOR_OR_RATE_ASYMPTOTE,0.0,0.0,0.0,18.44996229431677,0.0,64014108.37583923,0.0,0.0,0.0,DYNAMIC_TRANSITION_RESOLVED
oneD_v2_dbtt_TP_b60d78111740b058,PERSISTENT_WAKE_EXTREME,RETENTION_DOMINATED_LONG_WAKE_AT_REINITIATION,EFFECTIVE_MODEL_EXTREME,"[""FLOOR_DOMINATED"", ""RATE_SATURATED""]",True,True,0.75,0.75,0.0,6.770972793209933,0.0,64009826.63107499,0.8571428571428571,0.8571428571428571,0.0,LOADED_FLOOR_OR_RATE_ASYMPTOTE,1.0,1.0,0.0,2.291500322826323e-13,0.0,27280062126.858612,1.0,1.0,0.0,LOADED_FLOOR_OR_RATE_ASYMPTOTE,1.0,1.0,0.0,0.0,0.0,27280062126.858612,1.0,1.0,0.0,LOADED_FLOOR_OR_RATE_ASYMPTOTE,0.0,0.0,0.0,6.770972793209935,0.0,64009826.63107499,0.0,0.0,0.0,DYNAMIC_TRANSITION_RESOLVED
oneD_v2_dbtt_TP_bd5be1610f6e1bce,MOBILE_TRANSPORT_EXTREME,MOBILE_RICH_LONG_WAKE_AT_REINITIATION,EFFECTIVE_MODEL_EXTREME,"[""FLOOR_DOMINATED"", ""RATE_SATURATED""]",True,True,0.75,0.75,0.25,44.86481191832192,0.0,64010631.83750218,0.8571428571428571,0.8571428571428571,0.14285714285714285,LOADED_FLOOR_OR_RATE_ASYMPTOTE,1.0,1.0,0.0,2.291500322826323e-13,0.0,27280404523.884594,1.0,1.0,0.0,LOADED_FLOOR_OR_RATE_ASYMPTOTE,1.0,1.0,0.0,0.0,0.0,27280404523.884594,1.0,1.0,0.0,LOADED_FLOOR_OR_RATE_ASYMPTOTE,0.0,0.0,0.25,44.86481191832192,0.0,64010631.83750218,0.0,0.0,0.14285714285714285,DYNAMIC_TRANSITION_RESOLVED
oneD_v2_dbtt_TP_9555ff54d637c974,BACKSTRESS_SHIELDING_EXTREME,MOBILE_RICH_LONG_WAKE_AT_REINITIATION,EFFECTIVE_MODEL_EXTREME,"[""FLOOR_DOMINATED"", ""RATE_SATURATED""]",True,True,0.75,0.75,0.25,35.999580559603004,0.0,64017343.92706524,0.8571428571428571,0.8571428571428571,0.14285714285714285,LOADED_FLOOR_OR_RATE_ASYMPTOTE,0.75,1.0,0.0,0.6738412966408749,0.0,27283265446.777348,0.8571428571428571,1.0,0.0,LOADED_FLOOR_OR_RATE_ASYMPTOTE,0.75,1.0,0.0,0.0,0.0,27283265446.777348,0.8571428571428571,1.0,0.0,LOADED_FLOOR_OR_RATE_ASYMPTOTE,0.0,0.0,0.25,35.999580559603,0.0,64017343.92706524,0.0,0.0,0.14285714285714285,DYNAMIC_TRANSITION_RESOLVED
oneD_v2_dbtt_TP_f2817e7998cb7be6,BALANCED_MAXIMIN_MEDOID,MOBILE_RICH_LONG_WAKE_AT_REINITIATION,EFFECTIVE_MODEL_EXTREME,"[""FLOOR_DOMINATED"", ""RATE_SATURATED""]",True,True,0.75,0.75,0.25,31.845051687148022,0.0,64013305.86806014,0.8571428571428571,0.8571428571428571,0.14285714285714285,LOADED_FLOOR_OR_RATE_ASYMPTOTE,0.75,0.75,0.0,8.934963916355038,0.0,27281544634.38802,0.8571428571428571,0.8571428571428571,0.0,LOADED_FLOOR_OR_RATE_ASYMPTOTE,0.75,1.0,0.0,0.0,0.0,27281544634.38802,0.8571428571428571,1.0,0.0,LOADED_FLOOR_OR_RATE_ASYMPTOTE,0.0,0.0,0.25,31.845051687148022,0.0,64013305.86806014,0.0,0.0,0.14285714285714285,DYNAMIC_TRANSITION_RESOLVED
