candidate_id,original_1d_selection_role,component,value,units,additivity,diagnostic_semantics
v913_zeroD_sobol_0202500,CONTROL,BACKSTRESS_X_MULTIPLICITY_PAIR_INTERACTION,0.0,log10_cleavage_to_emission,SECOND_ORDER_FACTORIAL_INTERACTION,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
v913_zeroD_sobol_0202500,CONTROL,NONADDITIVE_HIGHER_ORDER_INTERACTION_RESIDUAL,0.0,log10_cleavage_to_emission,THIRD_AND_FOURTH_ORDER_FACTORIAL_RESIDUAL,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_f07fe99faea93479,TRANSPORT_EXTREME,NATIVE_APPARENT_DELTA_K_REINIT,-6.331045446288336,MPa_sqrt_m,OBSERVED_NOT_DECOMPOSED,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_f07fe99faea93479,TRANSPORT_EXTREME,LOCAL_SOURCE_OPENING_EQUIVALENT_DELTA_AT_REFERENCE_1UM,1.3270016891979886,MPa_sqrt_m,DIAGNOSTIC_NOT_NATIVE_K,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_f07fe99faea93479,TRANSPORT_EXTREME,RADIUS_CONSTANT_CLEAVAGE_STRESS_K_REQUIREMENT,-10.00791232056406,MPa_sqrt_m,ONE_AT_A_TIME_DIAGNOSTIC,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_f07fe99faea93479,TRANSPORT_EXTREME,SHIELDING_CHANGE,1.657663231703038,MPa_sqrt_m,ONE_AT_A_TIME_DIAGNOSTIC,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_f07fe99faea93479,TRANSPORT_EXTREME,GLOBAL_STRUCTURAL_MINUS_LOCAL_REFERENCE_RESIDUAL,-7.658047135486324,MPa_sqrt_m,CONTRAST_NOT_CAUSAL_SUM,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_f07fe99faea93479,TRANSPORT_EXTREME,RADIUS_HAZARD_COMPETITION_MAIN_EFFECT,-0.0038232460137077595,log10_cleavage_to_emission,ONE_AT_A_TIME_DIAGNOSTIC,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_f07fe99faea93479,TRANSPORT_EXTREME,SHIELDING_HAZARD_COMPETITION_MAIN_EFFECT,2.942901012380794,log10_cleavage_to_emission,ONE_AT_A_TIME_DIAGNOSTIC,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_f07fe99faea93479,TRANSPORT_EXTREME,BACKSTRESS_HAZARD_COMPETITION_MAIN_EFFECT,0.0,log10_cleavage_to_emission,ONE_AT_A_TIME_DIAGNOSTIC,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_f07fe99faea93479,TRANSPORT_EXTREME,MULTIPLICITY_HAZARD_COMPETITION_MAIN_EFFECT,-1.74303988806912e-05,log10_cleavage_to_emission,ONE_AT_A_TIME_DIAGNOSTIC,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_f07fe99faea93479,TRANSPORT_EXTREME,RADIUS_X_SHIELDING_PAIR_INTERACTION,0.00018719861454385978,log10_cleavage_to_emission,SECOND_ORDER_FACTORIAL_INTERACTION,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_f07fe99faea93479,TRANSPORT_EXTREME,RADIUS_X_BACKSTRESS_PAIR_INTERACTION,0.0,log10_cleavage_to_emission,SECOND_ORDER_FACTORIAL_INTERACTION,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_f07fe99faea93479,TRANSPORT_EXTREME,RADIUS_X_MULTIPLICITY_PAIR_INTERACTION,0.0,log10_cleavage_to_emission,SECOND_ORDER_FACTORIAL_INTERACTION,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_f07fe99faea93479,TRANSPORT_EXTREME,SHIELDING_X_BACKSTRESS_PAIR_INTERACTION,0.0,log10_cleavage_to_emission,SECOND_ORDER_FACTORIAL_INTERACTION,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_f07fe99faea93479,TRANSPORT_EXTREME,SHIELDING_X_MULTIPLICITY_PAIR_INTERACTION,0.0,log10_cleavage_to_emission,SECOND_ORDER_FACTORIAL_INTERACTION,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_f07fe99faea93479,TRANSPORT_EXTREME,BACKSTRESS_X_MULTIPLICITY_PAIR_INTERACTION,0.0,log10_cleavage_to_emission,SECOND_ORDER_FACTORIAL_INTERACTION,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_f07fe99faea93479,TRANSPORT_EXTREME,NONADDITIVE_HIGHER_ORDER_INTERACTION_RESIDUAL,0.0,log10_cleavage_to_emission,THIRD_AND_FOURTH_ORDER_FACTORIAL_RESIDUAL,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_4895f9e5b44deea5,RETENTION_EXTREME,NATIVE_APPARENT_DELTA_K_REINIT,-6.329628612738688,MPa_sqrt_m,OBSERVED_NOT_DECOMPOSED,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_4895f9e5b44deea5,RETENTION_EXTREME,LOCAL_SOURCE_OPENING_EQUIVALENT_DELTA_AT_REFERENCE_1UM,1.3261003673027574,MPa_sqrt_m,DIAGNOSTIC_NOT_NATIVE_K,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_4895f9e5b44deea5,RETENTION_EXTREME,RADIUS_CONSTANT_CLEAVAGE_STRESS_K_REQUIREMENT,-10.004415847938906,MPa_sqrt_m,ONE_AT_A_TIME_DIAGNOSTIC,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_4895f9e5b44deea5,RETENTION_EXTREME,SHIELDING_CHANGE,1.6580402359298758,MPa_sqrt_m,ONE_AT_A_TIME_DIAGNOSTIC,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_4895f9e5b44deea5,RETENTION_EXTREME,GLOBAL_STRUCTURAL_MINUS_LOCAL_REFERENCE_RESIDUAL,-7.655728980041445,MPa_sqrt_m,CONTRAST_NOT_CAUSAL_SUM,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_4895f9e5b44deea5,RETENTION_EXTREME,RADIUS_HAZARD_COMPETITION_MAIN_EFFECT,-0.008419648787288736,log10_cleavage_to_emission,ONE_AT_A_TIME_DIAGNOSTIC,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_4895f9e5b44deea5,RETENTION_EXTREME,SHIELDING_HAZARD_COMPETITION_MAIN_EFFECT,2.9423617839154446,log10_cleavage_to_emission,ONE_AT_A_TIME_DIAGNOSTIC,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_4895f9e5b44deea5,RETENTION_EXTREME,BACKSTRESS_HAZARD_COMPETITION_MAIN_EFFECT,0.0,log10_cleavage_to_emission,ONE_AT_A_TIME_DIAGNOSTIC,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_4895f9e5b44deea5,RETENTION_EXTREME,MULTIPLICITY_HAZARD_COMPETITION_MAIN_EFFECT,-3.838653227994371e-05,log10_cleavage_to_emission,ONE_AT_A_TIME_DIAGNOSTIC,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_4895f9e5b44deea5,RETENTION_EXTREME,RADIUS_X_SHIELDING_PAIR_INTERACTION,0.0004121432448709328,log10_cleavage_to_emission,SECOND_ORDER_FACTORIAL_INTERACTION,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_4895f9e5b44deea5,RETENTION_EXTREME,RADIUS_X_BACKSTRESS_PAIR_INTERACTION,0.0,log10_cleavage_to_emission,SECOND_ORDER_FACTORIAL_INTERACTION,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_4895f9e5b44deea5,RETENTION_EXTREME,RADIUS_X_MULTIPLICITY_PAIR_INTERACTION,-1.7763568394002505e-15,log10_cleavage_to_emission,SECOND_ORDER_FACTORIAL_INTERACTION,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_4895f9e5b44deea5,RETENTION_EXTREME,SHIELDING_X_BACKSTRESS_PAIR_INTERACTION,0.0,log10_cleavage_to_emission,SECOND_ORDER_FACTORIAL_INTERACTION,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_4895f9e5b44deea5,RETENTION_EXTREME,SHIELDING_X_MULTIPLICITY_PAIR_INTERACTION,0.0,log10_cleavage_to_emission,SECOND_ORDER_FACTORIAL_INTERACTION,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_4895f9e5b44deea5,RETENTION_EXTREME,BACKSTRESS_X_MULTIPLICITY_PAIR_INTERACTION,0.0,log10_cleavage_to_emission,SECOND_ORDER_FACTORIAL_INTERACTION,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_4895f9e5b44deea5,RETENTION_EXTREME,NONADDITIVE_HIGHER_ORDER_INTERACTION_RESIDUAL,0.0,log10_cleavage_to_emission,THIRD_AND_FOURTH_ORDER_FACTORIAL_RESIDUAL,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_7e668ee637fc3ac5,NEAR_TIP_RETENTION_EXTREME,NATIVE_APPARENT_DELTA_K_REINIT,-6.335573428777813,MPa_sqrt_m,OBSERVED_NOT_DECOMPOSED,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_7e668ee637fc3ac5,NEAR_TIP_RETENTION_EXTREME,LOCAL_SOURCE_OPENING_EQUIVALENT_DELTA_AT_REFERENCE_1UM,1.3260927237373075,MPa_sqrt_m,DIAGNOSTIC_NOT_NATIVE_K,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_7e668ee637fc3ac5,NEAR_TIP_RETENTION_EXTREME,RADIUS_CONSTANT_CLEAVAGE_STRESS_K_REQUIREMENT,-10.010277328942589,MPa_sqrt_m,ONE_AT_A_TIME_DIAGNOSTIC,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_7e668ee637fc3ac5,NEAR_TIP_RETENTION_EXTREME,SHIELDING_CHANGE,1.6586084529017011,MPa_sqrt_m,ONE_AT_A_TIME_DIAGNOSTIC,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_7e668ee637fc3ac5,NEAR_TIP_RETENTION_EXTREME,GLOBAL_STRUCTURAL_MINUS_LOCAL_REFERENCE_RESIDUAL,-7.661666152515121,MPa_sqrt_m,CONTRAST_NOT_CAUSAL_SUM,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_7e668ee637fc3ac5,NEAR_TIP_RETENTION_EXTREME,RADIUS_HAZARD_COMPETITION_MAIN_EFFECT,0.007226036548352965,log10_cleavage_to_emission,ONE_AT_A_TIME_DIAGNOSTIC,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_7e668ee637fc3ac5,NEAR_TIP_RETENTION_EXTREME,SHIELDING_HAZARD_COMPETITION_MAIN_EFFECT,2.9441969604456677,log10_cleavage_to_emission,ONE_AT_A_TIME_DIAGNOSTIC,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_7e668ee637fc3ac5,NEAR_TIP_RETENTION_EXTREME,BACKSTRESS_HAZARD_COMPETITION_MAIN_EFFECT,0.0,log10_cleavage_to_emission,ONE_AT_A_TIME_DIAGNOSTIC,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_7e668ee637fc3ac5,NEAR_TIP_RETENTION_EXTREME,MULTIPLICITY_HAZARD_COMPETITION_MAIN_EFFECT,3.2942096897414785e-05,log10_cleavage_to_emission,ONE_AT_A_TIME_DIAGNOSTIC,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_7e668ee637fc3ac5,NEAR_TIP_RETENTION_EXTREME,RADIUS_X_SHIELDING_PAIR_INTERACTION,-0.00035403374893405726,log10_cleavage_to_emission,SECOND_ORDER_FACTORIAL_INTERACTION,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_7e668ee637fc3ac5,NEAR_TIP_RETENTION_EXTREME,RADIUS_X_BACKSTRESS_PAIR_INTERACTION,0.0,log10_cleavage_to_emission,SECOND_ORDER_FACTORIAL_INTERACTION,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_7e668ee637fc3ac5,NEAR_TIP_RETENTION_EXTREME,RADIUS_X_MULTIPLICITY_PAIR_INTERACTION,1.7763568394002505e-15,log10_cleavage_to_emission,SECOND_ORDER_FACTORIAL_INTERACTION,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_7e668ee637fc3ac5,NEAR_TIP_RETENTION_EXTREME,SHIELDING_X_BACKSTRESS_PAIR_INTERACTION,0.0,log10_cleavage_to_emission,SECOND_ORDER_FACTORIAL_INTERACTION,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_7e668ee637fc3ac5,NEAR_TIP_RETENTION_EXTREME,SHIELDING_X_MULTIPLICITY_PAIR_INTERACTION,1.7763568394002505e-15,log10_cleavage_to_emission,SECOND_ORDER_FACTORIAL_INTERACTION,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_7e668ee637fc3ac5,NEAR_TIP_RETENTION_EXTREME,BACKSTRESS_X_MULTIPLICITY_PAIR_INTERACTION,0.0,log10_cleavage_to_emission,SECOND_ORDER_FACTORIAL_INTERACTION,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_7e668ee637fc3ac5,NEAR_TIP_RETENTION_EXTREME,NONADDITIVE_HIGHER_ORDER_INTERACTION_RESIDUAL,-3.552713678800501e-15,log10_cleavage_to_emission,THIRD_AND_FOURTH_ORDER_FACTORIAL_RESIDUAL,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_b60d78111740b058,PERSISTENT_WAKE_EXTREME,NATIVE_APPARENT_DELTA_K_REINIT,-6.34040176612384,MPa_sqrt_m,OBSERVED_NOT_DECOMPOSED,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_b60d78111740b058,PERSISTENT_WAKE_EXTREME,LOCAL_SOURCE_OPENING_EQUIVALENT_DELTA_AT_REFERENCE_1UM,1.3310475397533033,MPa_sqrt_m,DIAGNOSTIC_NOT_NATIVE_K,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_b60d78111740b058,PERSISTENT_WAKE_EXTREME,RADIUS_CONSTANT_CLEAVAGE_STRESS_K_REQUIREMENT,-10.026568594568039,MPa_sqrt_m,ONE_AT_A_TIME_DIAGNOSTIC,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_b60d78111740b058,PERSISTENT_WAKE_EXTREME,SHIELDING_CHANGE,1.6562281748478278,MPa_sqrt_m,ONE_AT_A_TIME_DIAGNOSTIC,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_b60d78111740b058,PERSISTENT_WAKE_EXTREME,GLOBAL_STRUCTURAL_MINUS_LOCAL_REFERENCE_RESIDUAL,-7.671449305877143,MPa_sqrt_m,CONTRAST_NOT_CAUSAL_SUM,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_b60d78111740b058,PERSISTENT_WAKE_EXTREME,RADIUS_HAZARD_COMPETITION_MAIN_EFFECT,0.02445376041762337,log10_cleavage_to_emission,ONE_AT_A_TIME_DIAGNOSTIC,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_b60d78111740b058,PERSISTENT_WAKE_EXTREME,SHIELDING_HAZARD_COMPETITION_MAIN_EFFECT,2.946216683985236,log10_cleavage_to_emission,ONE_AT_A_TIME_DIAGNOSTIC,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_b60d78111740b058,PERSISTENT_WAKE_EXTREME,BACKSTRESS_HAZARD_COMPETITION_MAIN_EFFECT,0.0,log10_cleavage_to_emission,ONE_AT_A_TIME_DIAGNOSTIC,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_b60d78111740b058,PERSISTENT_WAKE_EXTREME,MULTIPLICITY_HAZARD_COMPETITION_MAIN_EFFECT,0.0001114702580107263,log10_cleavage_to_emission,ONE_AT_A_TIME_DIAGNOSTIC,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_b60d78111740b058,PERSISTENT_WAKE_EXTREME,RADIUS_X_SHIELDING_PAIR_INTERACTION,-0.0011992310101511805,log10_cleavage_to_emission,SECOND_ORDER_FACTORIAL_INTERACTION,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_b60d78111740b058,PERSISTENT_WAKE_EXTREME,RADIUS_X_BACKSTRESS_PAIR_INTERACTION,0.0,log10_cleavage_to_emission,SECOND_ORDER_FACTORIAL_INTERACTION,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_b60d78111740b058,PERSISTENT_WAKE_EXTREME,RADIUS_X_MULTIPLICITY_PAIR_INTERACTION,0.0,log10_cleavage_to_emission,SECOND_ORDER_FACTORIAL_INTERACTION,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_b60d78111740b058,PERSISTENT_WAKE_EXTREME,SHIELDING_X_BACKSTRESS_PAIR_INTERACTION,0.0,log10_cleavage_to_emission,SECOND_ORDER_FACTORIAL_INTERACTION,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_b60d78111740b058,PERSISTENT_WAKE_EXTREME,SHIELDING_X_MULTIPLICITY_PAIR_INTERACTION,0.0,log10_cleavage_to_emission,SECOND_ORDER_FACTORIAL_INTERACTION,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_b60d78111740b058,PERSISTENT_WAKE_EXTREME,BACKSTRESS_X_MULTIPLICITY_PAIR_INTERACTION,0.0,log10_cleavage_to_emission,SECOND_ORDER_FACTORIAL_INTERACTION,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_b60d78111740b058,PERSISTENT_WAKE_EXTREME,NONADDITIVE_HIGHER_ORDER_INTERACTION_RESIDUAL,0.0,log10_cleavage_to_emission,THIRD_AND_FOURTH_ORDER_FACTORIAL_RESIDUAL,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_bd5be1610f6e1bce,MOBILE_TRANSPORT_EXTREME,NATIVE_APPARENT_DELTA_K_REINIT,-6.34359877228011,MPa_sqrt_m,OBSERVED_NOT_DECOMPOSED,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_bd5be1610f6e1bce,MOBILE_TRANSPORT_EXTREME,LOCAL_SOURCE_OPENING_EQUIVALENT_DELTA_AT_REFERENCE_1UM,1.31935480841069,MPa_sqrt_m,DIAGNOSTIC_NOT_NATIVE_K,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_bd5be1610f6e1bce,MOBILE_TRANSPORT_EXTREME,RADIUS_CONSTANT_CLEAVAGE_STRESS_K_REQUIREMENT,-10.00257062409083,MPa_sqrt_m,ONE_AT_A_TIME_DIAGNOSTIC,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_bd5be1610f6e1bce,MOBILE_TRANSPORT_EXTREME,SHIELDING_CHANGE,1.6631376193417595,MPa_sqrt_m,ONE_AT_A_TIME_DIAGNOSTIC,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_bd5be1610f6e1bce,MOBILE_TRANSPORT_EXTREME,GLOBAL_STRUCTURAL_MINUS_LOCAL_REFERENCE_RESIDUAL,-7.6629535806908,MPa_sqrt_m,CONTRAST_NOT_CAUSAL_SUM,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_bd5be1610f6e1bce,MOBILE_TRANSPORT_EXTREME,RADIUS_HAZARD_COMPETITION_MAIN_EFFECT,0.02110661835146388,log10_cleavage_to_emission,ONE_AT_A_TIME_DIAGNOSTIC,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_bd5be1610f6e1bce,MOBILE_TRANSPORT_EXTREME,SHIELDING_HAZARD_COMPETITION_MAIN_EFFECT,2.9458243600267213,log10_cleavage_to_emission,ONE_AT_A_TIME_DIAGNOSTIC,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
oneD_v2_dbtt_TP_bd5be1610f6e1bce,MOBILE_TRANSPORT_EXTREME,BACKSTRESS_HAZARD_COMPETITION_MAIN_EFFECT,0.0,log10_cleavage_to_emission,ONE_AT_A_TIME_DIAGNOSTIC,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
