candidate_id,original_1d_selection_role,pf_observed_microstructure_role,physical_plausibility_class,physical_plausibility_secondary_flags_json,event_transaction_count,physical_avalanche_count,N_reinit,largest_avalanche_fraction,deltaK_reinit_MPa_sqrt_m,local_equivalent_deltaK_at_reference_1um_MPa_sqrt_m,complete_mechanism_set,physically_interpretable_shortlist,minimal_future_test_set
v913_zeroD_sobol_0202500,CONTROL,MOBILE_RICH_REFERENCE_AT_REINITIATION,EFFECTIVE_MODEL_EXTREME,"[""FLOOR_DOMINATED"", ""RATE_SATURATED""]",59,2,1,0.8332617403113044,-6.333811986188749,1.3233909641241048,True,False,False
oneD_v2_dbtt_TP_f07fe99faea93479,TRANSPORT_EXTREME,RETENTION_DOMINATED_LONG_WAKE_AT_REINITIATION,EFFECTIVE_MODEL_EXTREME,"[""FLOOR_DOMINATED"", ""RATE_SATURATED""]",59,2,1,0.8332617403113044,-6.331045446288336,1.3270016891979886,True,False,False
oneD_v2_dbtt_TP_4895f9e5b44deea5,RETENTION_EXTREME,RETENTION_DOMINATED_LONG_WAKE_AT_REINITIATION,EFFECTIVE_MODEL_EXTREME,"[""FLOOR_DOMINATED"", ""RATE_SATURATED""]",59,2,1,0.8332617403113044,-6.329628612738688,1.3261003673027574,True,False,False
oneD_v2_dbtt_TP_7e668ee637fc3ac5,NEAR_TIP_RETENTION_EXTREME,MOBILE_RICH_LONG_WAKE_AT_REINITIATION,EFFECTIVE_MODEL_EXTREME,"[""FLOOR_DOMINATED"", ""RATE_SATURATED""]",59,2,1,0.8332617403113044,-6.335573428777813,1.3260927237373075,True,False,False
oneD_v2_dbtt_TP_b60d78111740b058,PERSISTENT_WAKE_EXTREME,RETENTION_DOMINATED_LONG_WAKE_AT_REINITIATION,EFFECTIVE_MODEL_EXTREME,"[""FLOOR_DOMINATED"", ""RATE_SATURATED""]",59,2,1,0.8332617403113044,-6.34040176612384,1.3310475397533033,True,False,False
oneD_v2_dbtt_TP_bd5be1610f6e1bce,MOBILE_TRANSPORT_EXTREME,MOBILE_RICH_LONG_WAKE_AT_REINITIATION,EFFECTIVE_MODEL_EXTREME,"[""FLOOR_DOMINATED"", ""RATE_SATURATED""]",59,2,1,0.8332617403113044,-6.34359877228011,1.31935480841069,True,False,False
oneD_v2_dbtt_TP_9555ff54d637c974,BACKSTRESS_SHIELDING_EXTREME,MOBILE_RICH_LONG_WAKE_AT_REINITIATION,EFFECTIVE_MODEL_EXTREME,"[""FLOOR_DOMINATED"", ""RATE_SATURATED""]",59,2,1,0.8332617403113044,-6.338939927723224,1.3215476085731446,True,False,False
oneD_v2_dbtt_TP_f2817e7998cb7be6,BALANCED_MAXIMIN_MEDOID,MOBILE_RICH_LONG_WAKE_AT_REINITIATION,EFFECTIVE_MODEL_EXTREME,"[""FLOOR_DOMINATED"", ""RATE_SATURATED""]",59,2,1,0.8332617403113044,-6.341704993299793,1.3244979600327795,True,False,False
