implementation,material_class,candidate_id,temperature_K,event_transaction_index,physical_avalanche_index,physical_avalanche_role,post_event_extension_um,native_drive_kind,post_event_native_drive_MPa_sqrt_m,is_resistance_point,right_censored_at_target
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,1100.0,2,1,INTERIOR_POST_EVENT,10.566766351172998,MODEL_NATIVE_EVENT_INDEXED_K,10.794938564064102,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,1100.0,3,1,INTERIOR_POST_EVENT,14.803139908890111,MODEL_NATIVE_EVENT_INDEXED_K,11.40801625232088,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,1100.0,4,1,INTERIOR_POST_EVENT,18.914682684690003,MODEL_NATIVE_EVENT_INDEXED_K,10.454889716993303,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,1100.0,6,2,INTERIOR_POST_EVENT,24.691815553413075,MODEL_NATIVE_EVENT_INDEXED_K,12.596743724240941,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,1100.0,7,2,INTERIOR_POST_EVENT,30.977903897115535,MODEL_NATIVE_EVENT_INDEXED_K,13.306163897229595,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,1100.0,8,2,INTERIOR_POST_EVENT,33.17990391921708,MODEL_NATIVE_EVENT_INDEXED_K,13.580004821874367,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,1100.0,9,2,INTERIOR_POST_EVENT,38.150788292087455,MODEL_NATIVE_EVENT_INDEXED_K,12.931173419100757,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,1100.0,10,2,INTERIOR_POST_EVENT,40.0355875934535,MODEL_NATIVE_EVENT_INDEXED_K,12.967274817260227,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,1100.0,11,2,INTERIOR_POST_EVENT,41.92038689481954,MODEL_NATIVE_EVENT_INDEXED_K,14.12307694387787,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,1100.0,12,2,INTERIOR_POST_EVENT,44.09020610628318,MODEL_NATIVE_EVENT_INDEXED_K,11.409345064928202,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,1100.0,13,2,INTERIOR_POST_EVENT,47.46639350570406,MODEL_NATIVE_EVENT_INDEXED_K,10.654692040537457,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,1100.0,14,2,INTERIOR_POST_EVENT,49.97566270502666,MODEL_NATIVE_EVENT_INDEXED_K,11.354652200403361,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,1100.0,15,2,INTERIOR_POST_EVENT,52.08183895673963,MODEL_NATIVE_EVENT_INDEXED_K,11.706081524157426,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,1100.0,16,2,INTERIOR_POST_EVENT,65.61938756967216,MODEL_NATIVE_EVENT_INDEXED_K,11.908585291273356,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,1100.0,17,2,INTERIOR_POST_EVENT,68.42896033874455,MODEL_NATIVE_EVENT_INDEXED_K,11.674773881286002,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,1100.0,18,2,INTERIOR_POST_EVENT,75.53546820628966,MODEL_NATIVE_EVENT_INDEXED_K,11.749013357933602,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,1100.0,19,2,INTERIOR_POST_EVENT,77.58193683519282,MODEL_NATIVE_EVENT_INDEXED_K,12.397625352061397,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,1100.0,20,2,INTERIOR_POST_EVENT,89.40268108153701,MODEL_NATIVE_EVENT_INDEXED_K,12.662147488598748,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,1100.0,21,2,INTERIOR_POST_EVENT,107.77927431065764,MODEL_NATIVE_EVENT_INDEXED_K,13.705126728423092,False,True
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,1200.0,2,1,INTERIOR_POST_EVENT,10.566766351172998,MODEL_NATIVE_EVENT_INDEXED_K,10.056377548101375,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,1200.0,3,1,INTERIOR_POST_EVENT,14.803139908890111,MODEL_NATIVE_EVENT_INDEXED_K,10.627207462533592,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,1200.0,4,1,INTERIOR_POST_EVENT,18.914682684690003,MODEL_NATIVE_EVENT_INDEXED_K,9.73933182668625,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,1200.0,6,2,INTERIOR_POST_EVENT,24.691815553413075,MODEL_NATIVE_EVENT_INDEXED_K,11.710200281925466,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,1200.0,7,2,INTERIOR_POST_EVENT,30.977903897115535,MODEL_NATIVE_EVENT_INDEXED_K,12.369692359588694,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,1200.0,8,2,INTERIOR_POST_EVENT,33.17990391921708,MODEL_NATIVE_EVENT_INDEXED_K,12.624260696252668,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,1200.0,9,2,INTERIOR_POST_EVENT,38.150788292087455,MODEL_NATIVE_EVENT_INDEXED_K,12.021093257896544,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,1200.0,10,2,INTERIOR_POST_EVENT,40.0355875934535,MODEL_NATIVE_EVENT_INDEXED_K,12.054653884842653,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,1200.0,11,2,INTERIOR_POST_EVENT,41.92038689481954,MODEL_NATIVE_EVENT_INDEXED_K,13.129112075392944,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,1200.0,12,2,INTERIOR_POST_EVENT,44.09020610628318,MODEL_NATIVE_EVENT_INDEXED_K,10.606369324907119,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,1200.0,13,2,INTERIOR_POST_EVENT,47.46639350570406,MODEL_NATIVE_EVENT_INDEXED_K,9.904839204291063,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,1200.0,14,2,INTERIOR_POST_EVENT,49.97566270502666,MODEL_NATIVE_EVENT_INDEXED_K,10.555433336648251,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,1200.0,15,2,INTERIOR_POST_EVENT,52.08183895673963,MODEL_NATIVE_EVENT_INDEXED_K,10.882126419124537,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,1200.0,16,2,INTERIOR_POST_EVENT,65.61938756967216,MODEL_NATIVE_EVENT_INDEXED_K,11.070392318601659,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,1200.0,17,2,INTERIOR_POST_EVENT,68.42896033874455,MODEL_NATIVE_EVENT_INDEXED_K,10.853039029859039,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,1200.0,18,2,INTERIOR_POST_EVENT,75.53546820628966,MODEL_NATIVE_EVENT_INDEXED_K,10.922063536748276,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,1200.0,19,2,INTERIOR_POST_EVENT,77.58193683519282,MODEL_NATIVE_EVENT_INDEXED_K,11.525023410807648,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,1200.0,20,2,INTERIOR_POST_EVENT,89.40268108153701,MODEL_NATIVE_EVENT_INDEXED_K,11.770927420648608,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,1200.0,21,2,INTERIOR_POST_EVENT,107.77927431065764,MODEL_NATIVE_EVENT_INDEXED_K,12.740497112369745,False,True
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,300.0,4,3,INTERIOR_POST_EVENT,18.914682684690003,MODEL_NATIVE_EVENT_INDEXED_K,14.304334749563889,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,300.0,6,4,INTERIOR_POST_EVENT,24.691815553413075,MODEL_NATIVE_EVENT_INDEXED_K,17.098334839329585,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,300.0,7,4,INTERIOR_POST_EVENT,30.977903897115535,MODEL_NATIVE_EVENT_INDEXED_K,18.061274640148707,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,300.0,8,4,INTERIOR_POST_EVENT,33.17990391921708,MODEL_NATIVE_EVENT_INDEXED_K,18.43297576614206,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,300.0,9,4,INTERIOR_POST_EVENT,38.150788292087455,MODEL_NATIVE_EVENT_INDEXED_K,17.552276978680638,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,300.0,10,4,INTERIOR_POST_EVENT,40.0355875934535,MODEL_NATIVE_EVENT_INDEXED_K,17.601279630146177,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,300.0,11,4,INTERIOR_POST_EVENT,41.92038689481954,MODEL_NATIVE_EVENT_INDEXED_K,19.170120950054077,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,300.0,12,4,INTERIOR_POST_EVENT,44.09020610628318,MODEL_NATIVE_EVENT_INDEXED_K,15.486605765254573,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,300.0,13,4,INTERIOR_POST_EVENT,47.46639350570406,MODEL_NATIVE_EVENT_INDEXED_K,14.462278181125242,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,300.0,15,5,INTERIOR_POST_EVENT,52.08183895673963,MODEL_NATIVE_EVENT_INDEXED_K,15.886768530077699,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,300.0,16,5,INTERIOR_POST_EVENT,65.61938756967216,MODEL_NATIVE_EVENT_INDEXED_K,16.161613522640128,False,False
