candidate_id,material_class,temperature_K,local_drive_stress_Pa,provider_configuration,cleavage_barrier_eV,emission_barrier_eV,cleavage_rate_s,emission_rate_s,peierls_rate_s,taylor_rate_s,cleavage_hazard_increment,emission_hazard_increment,common_kernel_fingerprint,comparison_status,source_function_direct_match_status
v913_zeroD_sobol_0202500,DBTT,600,6000000000.0,FEMCZM_CONSISTENT,2.080579555681338,3.228822136039782,0.00026729503451287663,6.055886278410021e-14,2.428037521522006e-18,0.025241640829723848,2.672950345128766e-10,6.055886278410021e-20,32a83115639e2fbeb5d9d727e732ac5f23a38f47f56be9430c2509adba03ff0a,COMMON_ALGEBRA_EQUAL_BY_CONSTRUCTION,BLOCKED_SOURCE_STATE_ADAPTER_NOT_QUALIFIED
v913_zeroD_sobol_0202500,DBTT,900,1000000000.0,PF_CONSISTENT,4.687092135242174,5.01943353606632,4.534497991034503e-13,6.244523126020475e-15,1.8064956877019312e-08,399.4033671356928,4.534497991034503e-19,6.244523126020475e-21,32a83115639e2fbeb5d9d727e732ac5f23a38f47f56be9430c2509adba03ff0a,COMMON_ALGEBRA_EQUAL_BY_CONSTRUCTION,BLOCKED_SOURCE_STATE_ADAPTER_NOT_QUALIFIED
v913_zeroD_sobol_0202500,DBTT,900,1000000000.0,FEMCZM_CONSISTENT,4.687092135242174,5.01943353606632,4.534497991034503e-13,6.244523126020475e-15,1.8064956877019312e-08,399.4033671356928,4.534497991034503e-19,6.244523126020475e-21,32a83115639e2fbeb5d9d727e732ac5f23a38f47f56be9430c2509adba03ff0a,COMMON_ALGEBRA_EQUAL_BY_CONSTRUCTION,BLOCKED_SOURCE_STATE_ADAPTER_NOT_QUALIFIED
v913_zeroD_sobol_0202500,DBTT,900,3000000000.0,PF_CONSISTENT,4.384064320210961,4.28491776783452,2.25636987890981e-11,8.10226700753943e-11,1.8064956877019312e-08,399.4033671356928,2.2563698789098097e-17,8.10226700753943e-17,32a83115639e2fbeb5d9d727e732ac5f23a38f47f56be9430c2509adba03ff0a,COMMON_ALGEBRA_EQUAL_BY_CONSTRUCTION,BLOCKED_SOURCE_STATE_ADAPTER_NOT_QUALIFIED
v913_zeroD_sobol_0202500,DBTT,900,3000000000.0,FEMCZM_CONSISTENT,4.384064320210961,4.28491776783452,2.25636987890981e-11,8.10226700753943e-11,1.8064956877019312e-08,399.4033671356928,2.2563698789098097e-17,8.10226700753943e-17,32a83115639e2fbeb5d9d727e732ac5f23a38f47f56be9430c2509adba03ff0a,COMMON_ALGEBRA_EQUAL_BY_CONSTRUCTION,BLOCKED_SOURCE_STATE_ADAPTER_NOT_QUALIFIED
v913_zeroD_sobol_0202500,DBTT,900,6000000000.0,PF_CONSISTENT,3.053478541722515,3.6894815980703863,0.0006373275846672234,1.749453284944787e-07,1.8064956877019312e-08,399.4033671356928,6.373275846672234e-10,1.749453284944787e-13,32a83115639e2fbeb5d9d727e732ac5f23a38f47f56be9430c2509adba03ff0a,COMMON_ALGEBRA_EQUAL_BY_CONSTRUCTION,BLOCKED_SOURCE_STATE_ADAPTER_NOT_QUALIFIED
v913_zeroD_sobol_0202500,DBTT,900,6000000000.0,FEMCZM_CONSISTENT,3.053478541722515,3.6894815980703863,0.0006373275846672234,1.749453284944787e-07,1.8064956877019312e-08,399.4033671356928,6.373275846672234e-10,1.749453284944787e-13,32a83115639e2fbeb5d9d727e732ac5f23a38f47f56be9430c2509adba03ff0a,COMMON_ALGEBRA_EQUAL_BY_CONSTRUCTION,BLOCKED_SOURCE_STATE_ADAPTER_NOT_QUALIFIED
v913_zeroD_sobol_0202500,DBTT,1100,1000000000.0,PF_CONSISTENT,5.801814612537327,0.1746476045612987,2.0960432605678292e-13,12674231476971.95,7.022681011429082e-05,13440.882125349875,2.096043260567829e-19,12674231.476971949,32a83115639e2fbeb5d9d727e732ac5f23a38f47f56be9430c2509adba03ff0a,COMMON_ALGEBRA_EQUAL_BY_CONSTRUCTION,BLOCKED_SOURCE_STATE_ADAPTER_NOT_QUALIFIED
v913_zeroD_sobol_0202500,DBTT,1100,1000000000.0,FEMCZM_CONSISTENT,5.801814612537327,0.1746476045612987,2.0960432605678292e-13,12674231476971.95,7.022681011429082e-05,13440.882125349875,2.096043260567829e-19,12674231.476971949,32a83115639e2fbeb5d9d727e732ac5f23a38f47f56be9430c2509adba03ff0a,COMMON_ALGEBRA_EQUAL_BY_CONSTRUCTION,BLOCKED_SOURCE_STATE_ADAPTER_NOT_QUALIFIED
v913_zeroD_sobol_0202500,DBTT,1100,3000000000.0,PF_CONSISTENT,5.3875678673182374,0.07596755198066715,1.6569903460825847e-11,35895151852503.78,7.022681011429082e-05,13440.882125349875,1.6569903460825846e-17,35895151.85250378,32a83115639e2fbeb5d9d727e732ac5f23a38f47f56be9430c2509adba03ff0a,COMMON_ALGEBRA_EQUAL_BY_CONSTRUCTION,BLOCKED_SOURCE_STATE_ADAPTER_NOT_QUALIFIED
